dispm,velm,accm,displ,vell,accl,act,wspd,next_wspd
0.00013709251739340566,0.00018244073311221893,0.0012948589120666042,8.968183275847799e-05,-2.462723211118324e-05,-7.786378432747039e-05,60.0,3.3,2.156
0.00013153073720968908,0.0002070470349144866,0.0012876880129056999,9.140852109064987e-05,-2.7496779242420057e-05,-5.0561979388403276e-05,80.0,3.3,2.156
0.0001396956917239593,0.00022987268176497325,0.0013119848136945648,9.537448621865529e-05,-3.2693019208242724e-05,-3.0485874424595334e-05,100.0,3.3,2.156
0.0001487068043324581,0.0002509972000536375,0.0013680612785192578,0.00010101794445798763,-3.822262353626323e-05,-1.7110581118471127e-05,120.0,3.3,2.156
0.00015694235038979775,0.00027087028882663024,0.0014482475434481788,0.00010822459642102905,-4.411693576495497e-05,-6.9591617235387345e-06,140.0,3.3,2.156
0.000164593300398726,0.00028981810885467957,0.0015508913523833592,0.00011648311337539153,-4.9622753183437636e-05,1.4990870540085973e-07,160.0,3.3,2.156
0.0001715431978597929,0.000307274413662474,0.0016687827448006916,0.00012545573676336872,-5.4556657427682156e-05,5.069279465263974e-06,180.0,3.3,2.156
0.0001776589916123405,0.00032352849135838455,0.0017970919923218848,0.00013510114351270597,-5.910523164705939e-05,8.67410985409674e-06,200.0,3.3,2.156
0.0002281438818112471,0.0005456785530984017,0.0019351836977590747,0.00010162393453682085,-5.758618661728227e-05,-4.70459170668255e-05,0.0,3.2119999999999997,3.3
0.00016920942971073504,0.0003122831467121013,0.001452789367731089,9.670294561509606e-05,-1.6113535574950166e-06,1.9375533311794337e-05,20.0,3.2119999999999997,3.3
0.0001462941780189101,0.000218228213089051,0.0013939510173496203,9.520027838748316e-05,-1.5096255331102242e-05,8.624075848881089e-05,40.0,3.2119999999999997,3.3
0.00013620066818707916,0.00017739682772369283,0.001369426394822809,0.00010108558825954017,-3.2098186740444576e-05,9.909018258007292e-05,60.0,3.2119999999999997,3.3
0.00013075981710167637,0.0002020999058514322,0.001450626383261963,0.00011060260558728545,-4.622434680130047e-05,8.981777957746393e-05,80.0,3.2119999999999997,3.3
0.00013708872036486699,0.0002248666379944187,0.0015847931641918029,0.0001220714426682902,-5.687312734659435e-05,6.574773493169928e-05,100.0,3.2119999999999997,3.3
0.0001460709400066442,0.00024565268041287997,0.001747840681449876,0.00013445370985132028,-6.357014991093012e-05,2.182928994527351e-05,120.0,3.2119999999999997,3.3
0.00015437318121525512,0.000265250029316304,0.0019248958370310164,0.00014633688192486788,-6.527071019321942e-05,-5.077885793972994e-05,140.0,3.2119999999999997,3.3
0.00016204831590242936,0.00028402656101575414,0.0020958113837225493,0.00015855526072355562,-5.744695633685764e-05,-0.00025167253421982575,160.0,3.2119999999999997,3.3
0.0001691110960158759,0.00030144142590011834,0.0022735210473237293,0.00016891568525194425,-1.9716463260507835e-05,-0.0009253533169961896,180.0,3.2119999999999997,3.3
0.00017543199855062853,0.0003178100316557237,0.0024305498482173507,0.00017263248421425846,7.796433026461473e-05,-0.0011016337583490976,200.0,3.2119999999999997,3.3
0.0002601713587707622,0.0006524274098933436,0.0025255554970088066,-5.135025524076948e-05,-0.00016558864370079545,1.8956094067190926e-05,0.0,3.476,3.2119999999999997
0.00016287081900911597,0.0003528447665324655,0.0011972858730937067,-5.638046270336496e-05,-0.00011706092275944166,8.544775880077172e-05,20.0,3.476,3.2119999999999997
0.00015335001552535958,0.00030275744695571714,0.001099154779182287,-5.002324013278518e-05,-0.00015987494670778092,-1.2016103211927308e-06,40.0,3.476,3.2119999999999997
0.00015834750728726743,0.00029885177104427025,0.0011607928464287731,-3.706061687836769e-05,-0.0001796304483812882,-0.0001874282600996754,60.0,3.476,3.2119999999999997
0.00016205846205736115,0.00029570550906249274,0.001120613728575178,-2.260948694742273e-05,-0.00017117457080699971,-0.0003993468411573315,80.0,3.476,3.2119999999999997
0.00016396083259700994,0.00029369799820537534,0.001009979189136369,-9.359170838366733e-06,-0.00013481859051842873,-0.0005976976588073728,100.0,3.476,3.2119999999999997
0.00016200586285117693,0.0002844975241092959,0.0009493798987655423,-8.820022707691907e-09,-8.674385637511838e-05,3.4903622148070115e-06,120.0,3.476,3.2119999999999997
0.00016181755963427897,0.0002818550301544075,0.0009433115467496218,7.4419085558726265e-06,-8.503557094938021e-05,1.3512962737044777e-06,140.0,3.476,3.2119999999999997
0.00016936364018390023,0.0003009966703295763,0.0010431385236723387,1.5002294095555671e-05,-8.399187806629199e-05,5.12003158244262e-07,160.0,3.476,3.2119999999999997
0.00017605452565795803,0.000318609725166906,0.0011389721525455066,2.270533721140698e-05,-8.337761276128476e-05,2.441160949924601e-07,180.0,3.476,3.2119999999999997
0.0001816231168995415,0.00033433451185469355,0.001228775536895131,3.064724516627892e-05,-8.314897748510811e-05,3.5036918487016805e-07,200.0,3.476,3.2119999999999997
0.00015175139624733054,0.0002668146229658487,0.0008353362316225713,1.4213416094966838e-05,-0.00011356714895767583,5.7592528175162244e-05,0.0,3.388,3.476
0.00014613363136627115,0.0002523770617506745,0.0007758793939909648,2.846095784811398e-05,-0.00010172524945235476,-6.50390412647404e-06,20.0,3.388,3.476
0.00013752879057115914,0.00021150229174651537,0.000634001086621379,3.8454180839887906e-05,-9.373531616317264e-05,-3.159132097739309e-05,40.0,3.388,3.476
0.0001340311813552623,0.00018774880847068678,0.0005626230741175959,4.5420271434736127e-05,-8.346043409615162e-05,-4.5746850672192734e-05,60.0,3.388,3.476
0.00013240958347392586,0.0002118836121774666,0.0006368560114345856,5.0647360777897274e-05,-7.592703892422001e-05,-4.75523842586816e-05,80.0,3.388,3.476
0.00014218639741340474,0.00023490729920655536,0.0007138439418934984,5.555818425005786e-05,-7.141057935133353e-05,-4.395796140246522e-05,100.0,3.388,3.476
0.00015114136421392246,0.00025622459630006216,0.0008155495191948119,6.0852586417475214e-05,-6.919241802870463e-05,-3.8574810446197606e-05,120.0,3.388,3.476
0.00015941642216528356,0.0002763925863130238,0.0009154956251443973,6.671819070237504e-05,-6.840213487272775e-05,-3.3221508141056446e-05,140.0,3.388,3.476
0.00016701858814464332,0.0002954328405310937,0.0010127443205693253,7.33107184118661e-05,-6.869018196637425e-05,-2.811835782171789e-05,160.0,3.388,3.476
0.00017387614437622511,0.00031313918692820077,0.0011067757886432691,8.063570596886666e-05,-6.96912457088146e-05,-2.351643322208823e-05,180.0,3.388,3.476
0.0001797238575133333,0.00032892072584107227,0.0011953412300579002,8.844386163778859e-05,-7.092531515763556e-05,-1.9717584207949423e-05,200.0,3.388,3.476
0.0001927288946856258,0.00040178087870373463,0.001394357420442668,-2.2073371195393067e-05,-0.0001410879871951581,7.181701907916038e-05,0.0,3.432,3.388
0.00015227904778185812,0.0002981211471372112,0.0009150863803127832,-1.0880568398953456e-05,-0.00011024704378169165,-9.575239300652764e-05,20.0,3.432,3.388
0.00014727460935304084,0.0002623481973140162,0.0008032050683128557,1.155989505554223e-06,-9.88690152829655e-05,1.0098205967902612e-05,40.0,3.432,3.388
0.00014703409149328012,0.00025065361320867447,0.000776061346160888,1.0894863143470612e-05,-9.491944777427968e-05,-8.739780606181012e-06,60.0,3.432,3.388
0.0001336749690418135,0.00021408183806009883,0.0006132972196217797,1.866788987382135e-05,-8.961677058846607e-05,-1.8127434236943198e-05,80.0,3.432,3.388
0.00014338817876775867,0.00023686859244704335,0.0007235883673423736,2.5440126932448493e-05,-8.519774514455857e-05,-2.147542426076422e-05,100.0,3.432,3.388
0.0001522431016050587,0.00025866590650634887,0.000827978965289503,3.1924628584556816e-05,-8.20853320526031e-05,-2.1696078952154646e-05,120.0,3.432,3.388
0.0001605957073644627,0.0002787017519756789,0.0009291763397218996,3.854928065179474e-05,-8.01932250095977e-05,-2.032072635895216e-05,140.0,3.432,3.388
0.00016819385843144541,0.0002978288421275591,0.0010275108943802692,4.550161884314767e-05,-7.922555485865342e-05,-1.8318980246306143e-05,160.0,3.432,3.388
0.00017496758739765617,0.00031591301008579225,0.0011225432961884667,5.291537756221852e-05,-7.900062640324359e-05,-1.6060552751872487e-05,180.0,3.432,3.388
0.0001806745699051469,0.00033154215030091694,0.0012116989299623428,6.056769079901823e-05,-7.903904068434184e-05,-1.4100125942510058e-05,200.0,3.432,3.388
0.00016092514587673685,0.00031551703375451976,0.0010265750421512721,-0.0001049205776399657,-1.843493275048463e-05,0.00012083001919365096,0.0,2.86,3.432
0.00014899121010051846,0.00037928378335072826,0.0015441063728044216,-0.00010013938155268101,-1.8326134154622863e-05,5.1096179782364e-05,20.0,2.86,3.432
0.00013647354284605984,0.00030126478563421457,0.0014737093055764564,-9.771746967015524e-05,-2.614480866335378e-05,1.688524731390962e-05,40.0,2.86,3.432
0.00013490760118163827,0.0002621301092295632,0.001450777386630002,-9.527805779484377e-05,-1.370471375595182e-05,-2.044381291701586e-05,60.0,2.86,3.432
0.00013911260330588208,0.00025130368635533685,0.0014012296425441263,-9.668922225513875e-05,1.7405834355573198e-06,-1.2804824665812976e-05,80.0,2.86,3.432
0.00014642867489048832,0.00025756613665805215,0.0013937205807302826,-0.00010125819688820352,1.225501024867723e-05,-2.647871722580373e-05,100.0,2.86,3.432
0.0001549997063023391,0.0002747965136566822,0.0014573403914745068,-0.00010782766861597104,2.2106049018926892e-05,-3.522600280478933e-05,120.0,2.86,3.432
0.00016318152914946357,0.00029259822253862206,0.0015499432774128102,-0.00011539922934996301,3.0192691942558465e-05,-3.9412281167144005e-05,140.0,2.86,3.432
0.00017049904067241732,0.0003087186060087206,0.00165737156487323,-0.00012432940491347892,3.789362489300583e-05,-4.2426991607829136e-05,160.0,2.86,3.432
0.00017707210425233622,0.0003248057704539049,0.001784470964531371,-0.0001339024427771782,4.449522276011485e-05,-4.3637219094245604e-05,180.0,2.86,3.432
0.00018228173934885805,0.00033785036076777134,0.0019210749727737503,-0.0001438533130741567,5.0081770040505695e-05,-4.3376068038454725e-05,200.0,2.86,3.432
0.00022887760009015373,0.0006453062827036702,0.002103948068748047,-0.00011444582181729261,6.093628678022713e-05,0.00023062676784009985,0.0,4.356,2.86
0.00018420941909309444,0.00044094734545878356,0.0016368043384567235,-0.00011317405134864971,5.813741511551801e-05,0.00013131225879142616,20.0,4.356,2.86
0.0001744458888822985,0.00037145806774452903,0.001619142236507862,-0.00012818278924243382,6.535911141939869e-05,0.00025085797089880374,40.0,4.356,2.86
0.0001758481216227893,0.00034963356205108457,0.0018338990787240173,-0.00014136327374087272,6.026110886798387e-05,0.00038173583957640207,60.0,4.356,2.86
0.00017977301985572285,0.00034124738632653075,0.0020249432587092237,-0.00015463131877650914,3.4181934989729185e-05,0.0006643710096376495,80.0,4.356,2.86
0.00018651334802608733,0.0003546240056878337,0.002221663735713989,-0.00016480516239962792,-1.6923955735525945e-05,0.0009759591794870272,100.0,4.356,2.86
0.00019112557370550297,0.0003689438002788585,0.0024166742661091835,-0.00016921540234731599,-9.771722832421434e-05,0.0010516859651438332,120.0,4.356,2.86
0.00019133076353705086,0.0003747395448785009,0.0025637463145016274,-0.00016308107892302803,-0.00019746254583069306,0.000976332265906794,140.0,4.356,2.86
0.0001881237085212753,0.0003744883751638092,0.0026332064532644177,-0.0001424025668257759,-0.00029399253457342456,0.0006884437158855298,160.0,4.356,2.86
0.00018860012141161305,0.00037261420152317343,0.002567899820575987,-0.00011345792669510507,-0.00035311219232680676,0.0002747337456573103,180.0,4.356,2.86
0.00018841221240547477,0.0003693320194734235,0.002411657428408362,-7.532494142884509e-05,-0.00035874170537052814,-0.00028051836363968,200.0,4.356,2.86
0.00027260310193137453,0.0007498172936837137,0.002599730654207455,6.884275455427582e-05,0.00016819896668256575,2.1846976152660555e-05,0.0,6.16,4.356
0.0001590068899400873,0.0003309779361728135,0.0010482655371277564,7.825914917171531e-05,0.00020300858425541425,-0.00012037993744892795,20.0,6.16,4.356
0.0001678000680667571,0.00030749067594578106,0.0011998553159768657,6.296787191648347e-05,0.00025103271671074456,9.580772919851986e-05,40.0,6.16,4.356
0.00017636914765958804,0.000319014726121838,0.0012104028804563703,4.012539868488843e-05,0.0002624674546955136,0.0004272760249074027,60.0,6.16,4.356
0.00018234377858962605,0.00033732992883563783,0.001359029311162683,1.4789902599867064e-05,0.00021728958803682189,0.0008030956293302025,80.0,6.16,4.356
0.0001889804378199564,0.0003654863865456305,0.00154005878166378,-5.513351331802065e-06,0.00016475980372266405,-7.653447711133905e-05,100.0,6.16,4.356
0.00018963595717329192,0.0003805675167639561,0.0016847928819647008,-2.3876212631953423e-05,0.00016770278473099225,-7.054009787227906e-05,120.0,6.16,4.356
0.00018503605676936703,0.0003826006457055839,0.0017637303197587406,-4.000921547362063e-05,0.00016613268566530203,-5.893899849852259e-05,140.0,6.16,4.356
0.00018151139728568238,0.00037385237464057175,0.0017880175839296067,-5.234716266989247e-05,0.00015995590593587827,-4.4153206942716566e-05,160.0,6.16,4.356
0.00018367220533639476,0.0003583975477432917,0.0017698282608223403,-6.0894312970100624e-05,0.00015092954018241914,-2.9513809225761748e-05,180.0,6.16,4.356
0.00018187680923538495,0.00036657126504352445,0.0017300088195918455,-6.511006549155874e-05,0.00013936684655845315,-1.5242900611900219e-05,200.0,6.16,4.356
0.00018327610328924937,0.00039629478770151827,0.001244507996373216,0.0001195683408556169,3.4265470746077276e-05,-0.0003189724884387629,0.0,6.247999999999999,6.16
0.00017175714088518462,0.000407121524555153,0.0017311202244799072,0.00013822593625400763,4.32764096678244e-05,-0.0005923072607867622,20.0,6.247999999999999,6.16
0.0001712574109567288,0.0003279879208122373,0.0020018758814236205,0.0001509461554063763,9.643929248792313e-05,-0.0007853038765746183,40.0,6.247999999999999,6.16
0.00017932376365133412,0.00033134313299133713,0.002208137229250477,0.00015437920568531536,0.00018290918890591525,-0.0008475833056152626,60.0,6.247999999999999,6.16
0.0001837741252155862,0.0003429338431529352,0.0022951895643125845,0.0001431586132864497,0.00028187168862974914,-0.0006979520187008193,80.0,6.247999999999999,6.16
0.0001895277956310405,0.00036876922472849446,0.0021853073475263073,0.00011273225997807985,0.0003584465639463042,-0.0002651027344204992,100.0,6.247999999999999,6.16
0.00018947578151540026,0.0003826348465834498,0.0018517481910361937,7.384132694799313e-05,0.0003722502312387649,0.00030004646734753816,120.0,6.247999999999999,6.16
0.00018591256166867716,0.0003829769820345461,0.001788550309922757,3.513434856720608e-05,0.0003066271390116377,0.000873737370622097,140.0,6.247999999999999,6.16
0.00018318695605608852,0.00037356511158259767,0.0017989966356423868,9.941275539333985e-06,0.00020165277786905067,0.0012559093707261272,160.0,6.247999999999999,6.16
0.00017824612961848642,0.0003704558419037876,0.0017790579679786386,-3.0006773241074773e-06,0.00012123094740162753,-0.00011897271278139414,180.0,6.247999999999999,6.16
0.00016399206891553464,0.00035478384028572724,0.0017554813915911002,-1.0327391036515081e-05,0.00011549298360080402,-0.0001018459716363408,200.0,6.247999999999999,6.16
0.00014792729191649638,0.00035418439832960217,0.000840863572158077,-5.1194936021156916e-05,0.00022551761400722723,0.00022463732878384994,0.0,6.776,6.247999999999999
0.0001685929711871582,0.000320404206465128,0.0010414008004396922,-6.171659008554778e-05,0.00022392241866154867,5.904906298070023e-05,20.0,6.776,6.247999999999999
0.0001749517203151792,0.00032414763363636267,0.0011709457225493225,-8.114351158694183e-05,0.00022704095902013297,1.2428962313350557e-05,40.0,6.776,6.247999999999999
0.00018408639985492253,0.00034703902501877665,0.0013755910807255762,-0.00010569912389766613,0.00023239424739764043,2.2930715750815454e-05,60.0,6.776,6.247999999999999
0.00019176549604419933,0.00037652100826210345,0.0016008961617553813,-0.00013200092193403292,0.00023082561542463648,8.765516746950075e-05,80.0,6.776,6.247999999999999
0.00019159391564296482,0.0003885264316125442,0.0018533989484436596,-0.00015420940132873165,0.00021392894700797134,0.0002155136101432741,100.0,6.776,6.247999999999999
0.00018638660930547755,0.00039127669478789,0.0021771562368914795,-0.00016745253457042908,0.00017859841304218078,0.00043367052134284453,120.0,6.776,6.247999999999999
0.0001753707231324679,0.00038040700418944586,0.0023755580020844583,-0.0001681541337569413,0.00011432726441208658,0.0008963054307973522,140.0,6.776,6.247999999999999
0.0001669284735718917,0.0003614837468869274,0.0023991962063520966,-0.00016106657468937445,2.7906040599845765e-05,0.0017580279066756565,160.0,6.776,6.247999999999999
0.00016068568816116714,0.00034026892939534184,0.0023150169816784335,-0.00014320011918272961,-8.018535992158936e-05,0.0016094394739392041,180.0,6.776,6.247999999999999
0.00014480248655867763,0.0003293989738875966,0.0021914180128970295,-0.00012456694551813538,-0.00014513130823607924,0.0013469122811753766,200.0,6.776,6.247999999999999
0.0002788113855750839,0.0008444953633871435,0.0027633108145029765,-0.0001437180240610889,0.000153316408508019,0.000763847676398424,0.0,7.435999999999999,6.776
0.00024428120435971985,0.0005941367026634487,0.002211668614788597,-0.00015042437153131634,9.265240253256493e-05,0.0007485433935068689,20.0,7.435999999999999,6.776
