,state,state_p,act,r_disp,s,s_p
3433,"(8e-05, 1.892)","(8e-05, 0.88)",140.0,1.16,18021,18007
3434,"(8e-05, 1.892)","(8e-05, 0.88)",150.0,1.155,18021,18007
3435,"(8e-05, 1.892)","(8e-05, 0.88)",160.0,1.162424,18021,18007
3436,"(8.1e-05, 1.892)","(8.1e-05, 0.88)",170.0,1.157424,507,493
3437,"(8.2e-05, 1.892)","(8.2e-05, 0.88)",180.0,1.165102,10932,10918
3438,"(8.3e-05, 1.892)","(8.3e-05, 0.88)",190.0,1.147424,21357,21343
3439,"(8.5e-05, 1.892)","(8.5e-05, 0.88)",200.0,1.142424,13990,13976
3440,"(9.7e-05, 0.88)","(9.7e-05, 0.924)",10.0,1.251198,27042,27041
3441,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",20.0,1.397407,16061,16060
3442,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",30.0,1.460728,16061,16060
3443,"(9.5e-05, 0.88)","(9.5e-05, 0.924)",40.0,1.48495,5914,5913
3444,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",50.0,1.47995,23706,23705
3445,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",60.0,1.47495,23706,23705
3446,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",70.0,1.46995,23706,23705
3447,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",80.0,1.46495,23706,23705
3448,"(9.5e-05, 0.88)","(9.5e-05, 0.924)",90.0,1.475,5914,5913
3449,"(9.5e-05, 0.88)","(9.5e-05, 0.924)",100.0,1.47,5914,5913
3450,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",110.0,1.465,16061,16060
3451,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",120.0,1.46,16061,16060
3452,"(9.7e-05, 0.88)","(9.7e-05, 0.924)",130.0,1.43995,27042,27041
3453,"(9.7e-05, 0.88)","(9.7e-05, 0.924)",140.0,1.43495,27042,27041
3454,"(9.8e-05, 0.88)","(9.8e-05, 0.924)",150.0,1.42995,8972,8971
3455,"(9.9e-05, 0.88)","(9.9e-05, 0.924)",160.0,1.42495,19119,19118
3456,"(9.9e-05, 0.88)","(9.9e-05, 0.924)",170.0,1.41995,19119,19118
3457,"(0.0001, 0.88)","(0.0001, 0.924)",180.0,1.41495,1605,1604
3458,"(0.0001, 0.88)","(0.0001, 0.924)",190.0,1.40995,1605,1604
3459,"(9.9e-05, 0.88)","(9.9e-05, 0.924)",200.0,1.40495,19119,19118
3460,"(9.7e-05, 0.88)","(9.7e-05, 0.924)",10.0,1.259463,27042,27041
3461,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",20.0,1.39367,16061,16060
3462,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",30.0,1.470437,16061,16060
3463,"(9.5e-05, 0.88)","(9.5e-05, 0.924)",40.0,1.494851,5914,5913
3464,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",50.0,1.489851,23706,23705
3465,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",60.0,1.484851,23706,23705
3466,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",70.0,1.479851,23706,23705
3467,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",80.0,1.474851,23706,23705
3468,"(9.5e-05, 0.88)","(9.5e-05, 0.924)",90.0,1.485,5914,5913
3469,"(9.5e-05, 0.88)","(9.5e-05, 0.924)",100.0,1.48,5914,5913
3470,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",110.0,1.475,16061,16060
3471,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",120.0,1.47,16061,16060
3472,"(9.7e-05, 0.88)","(9.7e-05, 0.924)",130.0,1.449851,27042,27041
3473,"(9.7e-05, 0.88)","(9.7e-05, 0.924)",140.0,1.444851,27042,27041
3474,"(9.8e-05, 0.88)","(9.8e-05, 0.924)",150.0,1.439851,8972,8971
3475,"(9.9e-05, 0.88)","(9.9e-05, 0.924)",160.0,1.434851,19119,19118
3476,"(9.9e-05, 0.88)","(9.9e-05, 0.924)",170.0,1.429851,19119,19118
3477,"(0.0001, 0.88)","(0.0001, 0.924)",180.0,1.424851,1605,1604
3478,"(0.0001, 0.88)","(0.0001, 0.924)",190.0,1.419851,1605,1604
3479,"(9.9e-05, 0.88)","(9.9e-05, 0.924)",200.0,1.414851,19119,19118
3480,"(9.7e-05, 0.88)","(9.7e-05, 0.924)",10.0,1.253333,27042,27041
3481,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",20.0,1.388148,16061,16060
3482,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",30.0,1.451019,16061,16060
3483,"(9.5e-05, 0.88)","(9.5e-05, 0.924)",40.0,1.47505,5914,5913
3484,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",50.0,1.47005,23706,23705
3485,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",60.0,1.46505,23706,23705
3486,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",70.0,1.46005,23706,23705
3487,"(9.4e-05, 0.88)","(9.4e-05, 0.924)",80.0,1.45505,23706,23705
3488,"(9.5e-05, 0.88)","(9.5e-05, 0.924)",90.0,1.465,5914,5913
3489,"(9.5e-05, 0.88)","(9.5e-05, 0.924)",100.0,1.46,5914,5913
3490,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",110.0,1.455,16061,16060
3491,"(9.6e-05, 0.88)","(9.6e-05, 0.924)",120.0,1.45,16061,16060
3492,"(9.7e-05, 0.88)","(9.7e-05, 0.924)",130.0,1.445,27042,27041
3493,"(9.7e-05, 0.88)","(9.7e-05, 0.924)",140.0,1.42505,27042,27041
3494,"(9.8e-05, 0.88)","(9.8e-05, 0.924)",150.0,1.42005,8972,8971
3495,"(9.9e-05, 0.88)","(9.9e-05, 0.924)",160.0,1.41505,19119,19118
3496,"(9.9e-05, 0.88)","(9.9e-05, 0.924)",170.0,1.41005,19119,19118
3497,"(0.0001, 0.88)","(0.0001, 0.924)",180.0,1.40505,1605,1604
3498,"(0.0001, 0.88)","(0.0001, 0.924)",190.0,1.40005,1605,1604
3499,"(9.9e-05, 0.88)","(9.9e-05, 0.924)",200.0,1.39505,19119,19118
3500,"(7.5e-05, 0.924)","(7.5e-05, 3.124)",10.0,1.081207,22454,22490
3501,"(7.9e-05, 0.924)","(7.9e-05, 3.124)",20.0,1.163913,7859,7895
3502,"(8.3e-05, 0.924)","(8.3e-05, 3.124)",30.0,1.236656,21342,21378
3503,"(8.6e-05, 0.924)","(8.6e-05, 3.124)",40.0,1.2925,24817,24853
3504,"(8.7e-05, 0.924)","(8.7e-05, 3.124)",50.0,1.334712,7025,7061
3505,"(8.6e-05, 0.924)","(8.6e-05, 3.124)",60.0,1.37,24817,24853
3506,"(8.5e-05, 0.924)","(8.5e-05, 3.124)",70.0,1.396818,13975,14011
3507,"(8e-05, 0.924)","(8e-05, 3.124)",80.0,1.425116,18006,18042
3508,"(7.5e-05, 0.924)","(7.5e-05, 3.124)",90.0,1.408846,22454,22490
3509,"(6.8e-05, 0.924)","(6.8e-05, 3.124)",100.0,1.35,5774,5810
3510,"(6.1e-05, 0.924)","(6.1e-05, 3.124)",110.0,1.304712,16894,16930
3511,"(5.4e-05, 0.924)","(5.4e-05, 3.124)",120.0,1.261678,353,389
3512,"(4.4e-05, 0.924)","(4.4e-05, 3.124)",130.0,1.212027,8693,8729
3513,"(3.6e-05, 0.924)","(3.6e-05, 3.124)",140.0,1.173421,9666,9702
3514,"(2.7e-05, 0.924)","(2.7e-05, 3.124)",150.0,1.136538,214,250
3515,"(1.8e-05, 0.924)","(1.8e-05, 3.124)",160.0,1.108679,18701,18737
3516,"(1.1e-05, 0.924)","(1.1e-05, 3.124)",170.0,1.074509,2299,2335
3517,"(5e-06, 0.924)","(5e-06, 3.124)",180.0,1.041737,24400,24436
3518,"(1e-06, 0.924)","(1e-06, 3.124)",190.0,1.016765,10500,10536
3519,"(3e-06, 0.924)","(3e-06, 3.124)",200.0,0.992486,3272,3308
3520,"(7.5e-05, 0.924)","(7.5e-05, 3.124)",10.0,1.07546,22454,22490
3521,"(7.9e-05, 0.924)","(7.9e-05, 3.124)",20.0,1.157702,7859,7895
3522,"(8.3e-05, 0.924)","(8.3e-05, 3.124)",30.0,1.230033,21342,21378
3523,"(8.6e-05, 0.924)","(8.6e-05, 3.124)",40.0,1.285556,24817,24853
3524,"(8.7e-05, 0.924)","(8.7e-05, 3.124)",50.0,1.327518,7025,7061
3525,"(8.6e-05, 0.924)","(8.6e-05, 3.124)",60.0,1.362593,24817,24853
3526,"(8.5e-05, 0.924)","(8.5e-05, 3.124)",70.0,1.389242,13975,14011
3527,"(8e-05, 0.924)","(8e-05, 3.124)",80.0,1.417364,18006,18042
3528,"(7.5e-05, 0.924)","(7.5e-05, 3.124)",90.0,1.401154,22454,22490
3529,"(6.8e-05, 0.924)","(6.8e-05, 3.124)",100.0,1.342593,5774,5810
3530,"(6.1e-05, 0.924)","(6.1e-05, 3.124)",110.0,1.297518,16894,16930
3531,"(5.4e-05, 0.924)","(5.4e-05, 3.124)",120.0,1.254685,353,389
3532,"(4.4e-05, 0.924)","(4.4e-05, 3.124)",130.0,1.20527,8693,8729
3533,"(3.6e-05, 0.924)","(3.6e-05, 3.124)",140.0,1.166842,9666,9702
3534,"(2.7e-05, 0.924)","(2.7e-05, 3.124)",150.0,1.130128,214,250
3535,"(1.8e-05, 0.924)","(1.8e-05, 3.124)",160.0,1.10239,18701,18737
3536,"(1.1e-05, 0.924)","(1.1e-05, 3.124)",170.0,1.068374,2299,2335
3537,"(5e-06, 0.924)","(5e-06, 3.124)",180.0,1.035749,24400,24436
3538,"(1e-06, 0.924)","(1e-06, 3.124)",190.0,1.010882,10500,10536
3539,"(3e-06, 0.924)","(3e-06, 3.124)",200.0,0.986705,3272,3308
3540,"(7.5e-05, 0.924)","(7.5e-05, 3.124)",10.0,1.07927,22454,22490
3541,"(7.9e-05, 0.924)","(7.9e-05, 3.124)",20.0,1.166829,7859,7895
3542,"(8.3e-05, 0.924)","(8.3e-05, 3.124)",30.0,1.246438,21342,21378
3543,"(8.6e-05, 0.924)","(8.6e-05, 3.124)",40.0,1.301918,24817,24853
3544,"(8.7e-05, 0.924)","(8.7e-05, 3.124)",50.0,1.353571,7025,7061
3545,"(8.6e-05, 0.924)","(8.6e-05, 3.124)",60.0,1.39963,24817,24853
3546,"(8.5e-05, 0.924)","(8.5e-05, 3.124)",70.0,1.427121,13975,14011
3547,"(8e-05, 0.924)","(8e-05, 3.124)",80.0,1.456124,18006,18042
3548,"(7.5e-05, 0.924)","(7.5e-05, 3.124)",90.0,1.439615,22454,22490
3549,"(6.8e-05, 0.924)","(6.8e-05, 3.124)",100.0,1.37963,5774,5810
3550,"(6.1e-05, 0.924)","(6.1e-05, 3.124)",110.0,1.333489,16894,16930
3551,"(5.4e-05, 0.924)","(5.4e-05, 3.124)",120.0,1.28965,353,389
3552,"(4.4e-05, 0.924)","(4.4e-05, 3.124)",130.0,1.239054,8693,8729
3553,"(3.6e-05, 0.924)","(3.6e-05, 3.124)",140.0,1.199737,9666,9702
3554,"(2.7e-05, 0.924)","(2.7e-05, 3.124)",150.0,1.162179,214,250
3555,"(1.8e-05, 0.924)","(1.8e-05, 3.124)",160.0,1.133836,18701,18737
3556,"(1.1e-05, 0.924)","(1.1e-05, 3.124)",170.0,1.099049,2299,2335
3557,"(5e-06, 0.924)","(5e-06, 3.124)",180.0,1.065689,24400,24436
3558,"(1e-06, 0.924)","(1e-06, 3.124)",190.0,1.040294,10500,10536
3559,"(3e-06, 0.924)","(3e-06, 3.124)",200.0,1.015607,3272,3308
3560,"(9.2e-05, 3.124)","(9.2e-05, 4.4)",10.0,1.0575,2752,2691
3561,"(9.5e-05, 3.124)","(9.5e-05, 4.4)",20.0,1.101111,5949,5888
3562,"(9.9e-05, 3.124)","(9.9e-05, 4.4)",30.0,1.149384,19154,19093
3563,"(0.000105, 3.124)","(0.000105, 4.4)",40.0,1.185674,26104,26043
3564,"(0.000111, 3.124)","(0.000111, 4.4)",50.0,1.180674,3864,3803
3565,"(0.000117, 3.124)","(0.000117, 4.4)",60.0,1.134384,10119,10058
3566,"(0.000124, 3.124)","(0.000124, 4.4)",70.0,1.090828,27216,27155
3567,"(0.000131, 3.124)","(0.000131, 4.4)",80.0,1.049744,15262,15201
3568,"(0.000138, 3.124)","(0.000138, 4.4)",90.0,1.010901,4003,3942
3569,"(0.000146, 3.124)","(0.000146, 4.4)",100.0,0.974096,3030,2969
3570,"(0.000153, 3.124)","(0.000153, 4.4)",110.0,-0.055,19432,19371
3571,"(0.000161, 3.124)","(0.000161, 4.4)",120.0,-1.083529,18459,18398
3572,"(0.000168, 3.124)","(0.000168, 4.4)",130.0,-1.112059,7478,7417
3573,"(0.000175, 3.124)","(0.000175, 4.4)",140.0,-1.134706,24158,24097
3574,"(0.000181, 3.124)","(0.000181, 4.4)",150.0,-1.157353,2057,1996
3575,"(0.000186, 3.124)","(0.000186, 4.4)",160.0,-1.174118,26521,26460
3576,"(0.000188, 3.124)","(0.000188, 4.4)",170.0,-1.190882,18598,18537
3577,"(0.000185, 3.124)","(0.000185, 4.4)",180.0,-1.201765,15540,15479
3578,"(0.000179, 3.124)","(0.000179, 4.4)",190.0,-1.206765,9424,9363
3579,"(0.00017, 3.124)","(0.00017, 4.4)",200.0,-1.205882,28606,28545
3580,"(9.2e-05, 3.124)","(9.2e-05, 4.4)",10.0,-0.005,2752,2691
3581,"(9.5e-05, 3.124)","(9.5e-05, 4.4)",20.0,-1.07087,5949,5888
3582,"(9.9e-05, 3.124)","(9.9e-05, 4.4)",30.0,-1.136739,19154,19093
3583,"(0.000105, 3.124)","(0.000105, 4.4)",40.0,-1.193913,26104,26043
3584,"(0.000111, 3.124)","(0.000111, 4.4)",50.0,-1.251087,3864,3803
3585,"(0.000117, 3.124)","(0.000117, 4.4)",60.0,-1.299565,10119,10058
3586,"(0.000124, 3.124)","(0.000124, 4.4)",70.0,-1.348043,27216,27155
3587,"(0.000131, 3.124)","(0.000131, 4.4)",80.0,-1.396522,15262,15201
3588,"(0.000138, 3.124)","(0.000138, 4.4)",90.0,-1.445,4003,3942
3589,"(0.000146, 3.124)","(0.000146, 4.4)",100.0,-1.493478,3030,2969
3590,"(0.000153, 3.124)","(0.000153, 4.4)",110.0,-1.533261,19432,19371
3591,"(0.000161, 3.124)","(0.000161, 4.4)",120.0,-1.573043,18459,18398
3592,"(0.000168, 3.124)","(0.000168, 4.4)",130.0,-1.612826,7478,7417
3593,"(0.000175, 3.124)","(0.000175, 4.4)",140.0,-1.643913,24158,24097
3594,"(0.000181, 3.124)","(0.000181, 4.4)",150.0,-1.675,2057,1996
3595,"(0.000186, 3.124)","(0.000186, 4.4)",160.0,-1.697391,26521,26460
3596,"(0.000188, 3.124)","(0.000188, 4.4)",170.0,-1.719783,18598,18537
3597,"(0.000185, 3.124)","(0.000185, 4.4)",180.0,-1.733478,15540,15479
3598,"(0.000179, 3.124)","(0.000179, 4.4)",190.0,-1.738478,9424,9363
3599,"(0.00017, 3.124)","(0.00017, 4.4)",200.0,-1.734783,28606,28545
3600,"(9.2e-05, 3.124)","(9.2e-05, 4.4)",10.0,1.060089,2752,2691
3601,"(9.5e-05, 3.124)","(9.5e-05, 4.4)",20.0,1.108012,5949,5888
3602,"(9.9e-05, 3.124)","(9.9e-05, 4.4)",30.0,1.153831,19154,19093
3603,"(0.000105, 3.124)","(0.000105, 4.4)",40.0,1.188054,26104,26043
3604,"(0.000111, 3.124)","(0.000111, 4.4)",50.0,1.225,3864,3803
3605,"(0.000117, 3.124)","(0.000117, 4.4)",60.0,1.202877,10119,10058
3606,"(0.000124, 3.124)","(0.000124, 4.4)",70.0,1.157053,27216,27155
3607,"(0.000131, 3.124)","(0.000131, 4.4)",80.0,1.113846,15262,15201
3608,"(0.000138, 3.124)","(0.000138, 4.4)",90.0,1.073012,4003,3942
3609,"(0.000146, 3.124)","(0.000146, 4.4)",100.0,1.034337,3030,2969
3610,"(0.000153, 3.124)","(0.000153, 4.4)",110.0,1.003824,19432,19371
3611,"(0.000161, 3.124)","(0.000161, 4.4)",120.0,0.974483,18459,18398
3612,"(0.000168, 3.124)","(0.000168, 4.4)",130.0,0.946236,7478,7417
3613,"(0.000175, 3.124)","(0.000175, 4.4)",140.0,-1.075556,24158,24097
3614,"(0.000181, 3.124)","(0.000181, 4.4)",150.0,-1.097222,2057,1996
3615,"(0.000186, 3.124)","(0.000186, 4.4)",160.0,-1.113333,26521,26460
3616,"(0.000188, 3.124)","(0.000188, 4.4)",170.0,-1.129444,18598,18537
3617,"(0.000185, 3.124)","(0.000185, 4.4)",180.0,-1.14,15540,15479
3618,"(0.000179, 3.124)","(0.000179, 4.4)",190.0,-1.145,9424,9363
3619,"(0.00017, 3.124)","(0.00017, 4.4)",200.0,-1.144444,28606,28545
3620,"(0.000124, 4.4)","(0.000124, 4.708)",10.0,1.063493,27155,27154
3621,"(0.00013, 4.4)","(0.00013, 4.708)",20.0,1.120435,4915,4914
3622,"(0.000134, 4.4)","(0.000134, 4.708)",30.0,1.166818,18259,18258
3623,"(0.000138, 4.4)","(0.000138, 4.708)",40.0,1.205131,3942,3941
3624,"(0.000142, 4.4)","(0.000142, 4.708)",50.0,1.226337,17286,17285
3625,"(0.000144, 4.4)","(0.000144, 4.708)",60.0,1.241739,10197,10196
3626,"(0.000145, 4.4)","(0.000145, 4.708)",70.0,1.236739,20483,20482
3627,"(0.000144, 4.4)","(0.000144, 4.708)",80.0,1.224865,10197,10196
3628,"(0.00014, 4.4)","(0.00014, 4.708)",90.0,1.206337,25070,25069
3629,"(0.000136, 4.4)","(0.000136, 4.708)",100.0,1.194681,11170,11169
3630,"(0.000127, 4.4)","(0.000127, 4.708)",110.0,1.176579,1718,1717
3631,"(0.000116, 4.4)","(0.000116, 4.708)",120.0,1.171579,28267,28266
3632,"(0.000102, 4.4)","(0.000102, 4.708)",130.0,1.160131,22568,22567
3633,"(8.8e-05, 4.4)","(8.8e-05, 4.708)",140.0,1.161579,17008,17007
3634,"(6.9e-05, 4.4)","(6.9e-05, 4.708)",150.0,1.156579,15896,15895
3635,"(5.3e-05, 4.4)","(5.3e-05, 4.708)",160.0,1.158095,17842,17841
3636,"(3.7e-05, 4.4)","(3.7e-05, 4.708)",170.0,1.153095,19927,19926
3637,"(2.1e-05, 4.4)","(2.1e-05, 4.708)",180.0,1.154681,22151,22150
3638,"(1e-05, 4.4)","(1e-05, 4.708)",190.0,1.156337,19788,19787
3639,"(3e-06, 4.4)","(3e-06, 4.708)",200.0,1.164865,3247,3246
3640,"(0.000124, 4.4)","(0.000124, 4.708)",10.0,1.063966,27155,27154
3641,"(0.00013, 4.4)","(0.00013, 4.708)",20.0,1.132857,4915,4914
3642,"(0.000134, 4.4)","(0.000134, 4.708)",30.0,1.188883,18259,18258
3643,"(0.000138, 4.4)","(0.000138, 4.708)",40.0,1.238883,3942,3941
3644,"(0.000142, 4.4)","(0.000142, 4.708)",50.0,1.273429,17286,17285
3645,"(0.000144, 4.4)","(0.000144, 4.708)",60.0,1.289149,10197,10196
3646,"(0.000145, 4.4)","(0.000145, 4.708)",70.0,1.291203,20483,20482
3647,"(0.000144, 4.4)","(0.000144, 4.708)",80.0,1.279149,10197,10196
3648,"(0.00014, 4.4)","(0.00014, 4.708)",90.0,1.267169,25070,25069
3649,"(0.000136, 4.4)","(0.000136, 4.708)",100.0,1.255263,11170,11169
3650,"(0.000127, 4.4)","(0.000127, 4.708)",110.0,1.250263,1718,1717
3651,"(0.000116, 4.4)","(0.000116, 4.708)",120.0,1.238429,28267,28266
3652,"(0.000102, 4.4)","(0.000102, 4.708)",130.0,1.226667,22568,22567
3653,"(8.8e-05, 4.4)","(8.8e-05, 4.708)",140.0,1.228429,17008,17007
3654,"(6.9e-05, 4.4)","(6.9e-05, 4.708)",150.0,1.237169,15896,15895
3655,"(5.3e-05, 4.4)","(5.3e-05, 4.708)",160.0,1.232169,17842,17841
3656,"(3.7e-05, 4.4)","(3.7e-05, 4.708)",170.0,1.227169,19927,19926
3657,"(2.1e-05, 4.4)","(2.1e-05, 4.708)",180.0,1.229149,22151,22150
3658,"(1e-05, 4.4)","(1e-05, 4.708)",190.0,1.231203,19788,19787
3659,"(3e-06, 4.4)","(3e-06, 4.708)",200.0,1.240541,3247,3246
3660,"(0.000124, 4.4)","(0.000124, 4.708)",10.0,1.073431,27155,27154
3661,"(0.00013, 4.4)","(0.00013, 4.708)",20.0,1.145462,4915,4914
3662,"(0.000134, 4.4)","(0.000134, 4.708)",30.0,1.223739,18259,18258
3663,"(0.000138, 4.4)","(0.000138, 4.708)",40.0,1.289524,3942,3941
3664,"(0.000142, 4.4)","(0.000142, 4.708)",50.0,1.32968,17286,17285
3665,"(0.000144, 4.4)","(0.000144, 4.708)",60.0,1.365939,10197,10196
3666,"(0.000145, 4.4)","(0.000145, 4.708)",70.0,1.397292,20483,20482
3667,"(0.000144, 4.4)","(0.000144, 4.708)",80.0,1.38487,10197,10196
3668,"(0.00014, 4.4)","(0.00014, 4.708)",90.0,1.37987,25070,25069
3669,"(0.000136, 4.4)","(0.000136, 4.708)",100.0,1.37487,11170,11169
3670,"(0.000127, 4.4)","(0.000127, 4.708)",110.0,1.377292,1718,1717
3671,"(0.000116, 4.4)","(0.000116, 4.708)",120.0,1.372292,28267,28266
3672,"(0.000102, 4.4)","(0.000102, 4.708)",130.0,1.367292,22568,22567
3673,"(8.8e-05, 4.4)","(8.8e-05, 4.708)",140.0,1.377368,17008,17007
3674,"(6.9e-05, 4.4)","(6.9e-05, 4.708)",150.0,1.387766,15896,15895
3675,"(5.3e-05, 4.4)","(5.3e-05, 4.708)",160.0,1.375026,17842,17841
3676,"(3.7e-05, 4.4)","(3.7e-05, 4.708)",170.0,1.370026,19927,19926
3677,"(2.1e-05, 4.4)","(2.1e-05, 4.708)",180.0,1.372766,22151,22150
3678,"(1e-05, 4.4)","(1e-05, 4.708)",190.0,1.375588,19788,19787
3679,"(3e-06, 4.4)","(3e-06, 4.708)",200.0,1.386486,3247,3246
3680,"(0.000124, 4.708)","(0.000124, 5.852)",10.0,1.211049,27154,27190
3681,"(0.000131, 4.708)","(0.000131, 5.852)",20.0,1.286053,15200,15236
3682,"(0.000136, 4.708)","(0.000136, 5.852)",30.0,1.289636,11169,11205
3683,"(0.00014, 4.708)","(0.00014, 5.852)",40.0,1.234777,25069,25105
3684,"(0.000142, 4.708)","(0.000142, 5.852)",50.0,1.17622,17285,17321
3685,"(0.000141, 4.708)","(0.000141, 5.852)",60.0,1.122047,7277,7313
3686,"(0.000137, 4.708)","(0.000137, 5.852)",70.0,1.084318,21594,21630
3687,"(0.000129, 4.708)","(0.000129, 5.852)",80.0,1.054444,22706,22742
3688,"(0.000116, 4.708)","(0.000116, 5.852)",90.0,1.031503,28266,28302
3689,"(0.000102, 4.708)","(0.000102, 5.852)",100.0,1.00914,22567,22603
3690,"(8.4e-05, 4.708)","(8.4e-05, 5.852)",110.0,0.987328,3663,3699
3691,"(6.6e-05, 4.708)","(6.6e-05, 5.852)",120.0,0.976842,12837,12873
3692,"(4.6e-05, 4.708)","(4.6e-05, 5.852)",130.0,0.977328,1300,1336
3693,"(3e-05, 4.708)","(3e-05, 5.852)",140.0,0.983476,3385,3421
3694,"(1.5e-05, 4.708)","(1.5e-05, 5.852)",150.0,0.978476,15617,15653
3695,"(5e-06, 4.708)","(5e-06, 5.852)",160.0,0.97914,24374,24410
3696,"(1e-06, 4.708)","(1e-06, 5.852)",170.0,0.979865,10474,10510
3697,"(7e-06, 4.708)","(7e-06, 5.852)",180.0,0.986503,16590,16626
3698,"(1.1e-05, 4.708)","(1.1e-05, 5.852)",190.0,0.993398,2273,2309
3699,"(1.5e-05, 4.708)","(1.5e-05, 5.852)",200.0,1.006742,15617,15653
3700,"(0.000124, 4.708)","(0.000124, 5.852)",10.0,1.215994,27154,27190
3701,"(0.000131, 4.708)","(0.000131, 5.852)",20.0,1.337561,15200,15236
3702,"(0.000136, 4.708)","(0.000136, 5.852)",30.0,1.374937,11169,11205
3703,"(0.00014, 4.708)","(0.00014, 5.852)",40.0,1.344198,25069,25105
3704,"(0.000142, 4.708)","(0.000142, 5.852)",50.0,1.298353,17285,17321
3705,"(0.000141, 4.708)","(0.000141, 5.852)",60.0,1.254884,7277,7313
3706,"(0.000137, 4.708)","(0.000137, 5.852)",70.0,1.213588,21594,21630
3707,"(0.000129, 4.708)","(0.000129, 5.852)",80.0,1.187778,22706,22742
3708,"(0.000116, 4.708)","(0.000116, 5.852)",90.0,1.16265,28266,28302
3709,"(0.000102, 4.708)","(0.000102, 5.852)",100.0,1.138172,22567,22603
3710,"(8.4e-05, 4.708)","(8.4e-05, 5.852)",110.0,1.114312,3663,3699
3711,"(6.6e-05, 4.708)","(6.6e-05, 5.852)",120.0,1.103158,12837,12873
3712,"(4.6e-05, 4.708)","(4.6e-05, 5.852)",130.0,1.104312,1300,1336
3713,"(3e-05, 4.708)","(3e-05, 5.852)",140.0,1.111818,3385,3421
3714,"(1.5e-05, 4.708)","(1.5e-05, 5.852)",150.0,1.113172,15617,15653
3715,"(5e-06, 4.708)","(5e-06, 5.852)",160.0,1.108172,24374,24410
3716,"(1e-06, 4.708)","(1e-06, 5.852)",170.0,1.109595,10474,10510
3717,"(7e-06, 4.708)","(7e-06, 5.852)",180.0,1.124286,16590,16626
3718,"(1.1e-05, 4.708)","(1.1e-05, 5.852)",190.0,1.125994,2273,2309
3719,"(1.5e-05, 4.708)","(1.5e-05, 5.852)",200.0,1.134637,15617,15653
3720,"(0.000124, 4.708)","(0.000124, 5.852)",10.0,1.232569,27154,27190
3721,"(0.000131, 4.708)","(0.000131, 5.852)",20.0,1.364233,15200,15236
3722,"(0.000136, 4.708)","(0.000136, 5.852)",30.0,1.411752,11169,11205
3723,"(0.00014, 4.708)","(0.00014, 5.852)",40.0,1.38,25069,25105
3724,"(0.000142, 4.708)","(0.000142, 5.852)",50.0,1.324398,17285,17321
3725,"(0.000141, 4.708)","(0.000141, 5.852)",60.0,1.272326,7277,7313
3726,"(0.000137, 4.708)","(0.000137, 5.852)",70.0,1.237727,21594,21630
3727,"(0.000129, 4.708)","(0.000129, 5.852)",80.0,1.204444,22706,22742
3728,"(0.000116, 4.708)","(0.000116, 5.852)",90.0,1.179044,28266,28302
3729,"(0.000102, 4.708)","(0.000102, 5.852)",100.0,1.154301,22567,22603
3730,"(8.4e-05, 4.708)","(8.4e-05, 5.852)",110.0,1.130185,3663,3699
3731,"(6.6e-05, 4.708)","(6.6e-05, 5.852)",120.0,1.118947,12837,12873
3732,"(4.6e-05, 4.708)","(4.6e-05, 5.852)",130.0,1.120185,1300,1336
3733,"(3e-05, 4.708)","(3e-05, 5.852)",140.0,1.127861,3385,3421
3734,"(1.5e-05, 4.708)","(1.5e-05, 5.852)",150.0,1.129301,15617,15653
3735,"(5e-06, 4.708)","(5e-06, 5.852)",160.0,1.124301,24374,24410
3736,"(1e-06, 4.708)","(1e-06, 5.852)",170.0,1.125811,10474,10510
3737,"(7e-06, 4.708)","(7e-06, 5.852)",180.0,1.127391,16590,16626
3738,"(1.1e-05, 4.708)","(1.1e-05, 5.852)",190.0,1.142569,2273,2309
3739,"(1.5e-05, 4.708)","(1.5e-05, 5.852)",200.0,1.151397,15617,15653
3740,"(6.9e-05, 5.852)","(6.9e-05, 2.948)",10.0,1.002246,15931,15983
3741,"(7.3e-05, 5.852)","(7.3e-05, 2.948)",20.0,1.012059,1475,1527
3742,"(7.6e-05, 5.852)","(7.6e-05, 2.948)",30.0,1.01463,4672,4724
3743,"(7.8e-05, 5.852)","(7.8e-05, 2.948)",40.0,1.017313,25939,25991
