,state,state_p,act,r_vel,s,s_p
310,"(2.2e-05, 3.256)","(2.2e-05, 2.156)",110.0,2.364162,29334,29336
311,"(1.9e-05, 3.256)","(1.9e-05, 2.156)",120.0,2.248571,422,424
312,"(1.7e-05, 3.256)","(1.7e-05, 2.156)",130.0,2.130652,17936,17938
313,"(1.5e-05, 3.256)","(1.5e-05, 2.156)",140.0,2.034167,34616,34618
314,"(1.5e-05, 3.256)","(1.5e-05, 2.156)",150.0,1.945,34616,34618
315,"(1.5e-05, 3.256)","(1.5e-05, 2.156)",160.0,1.871691,34616,34618
316,"(1.6e-05, 3.256)","(1.6e-05, 2.156)",170.0,1.79407,26415,26417
317,"(1.6e-05, 3.256)","(1.6e-05, 2.156)",180.0,1.72982,26415,26417
318,"(1.7e-05, 3.256)","(1.7e-05, 2.156)",190.0,1.669192,17936,17938
319,"(1.7e-05, 3.256)","(1.7e-05, 2.156)",200.0,1.611864,17936,17938
320,"(4.8e-05, 2.156)","(4.8e-05, 3.3)",10.0,1.101599,24610,24611
321,"(3.9e-05, 2.156)","(3.9e-05, 3.3)",20.0,1.207877,47406,47407
322,"(3.2e-05, 2.156)","(3.2e-05, 3.3)",30.0,1.314268,53383,53384
323,"(2.7e-05, 2.156)","(2.7e-05, 3.3)",40.0,1.428505,41151,41152
324,"(2.5e-05, 2.156)","(2.5e-05, 3.3)",50.0,1.515636,3343,3344
325,"(2.5e-05, 2.156)","(2.5e-05, 3.3)",60.0,1.561241,3343,3344
326,"(2.6e-05, 2.156)","(2.6e-05, 3.3)",70.0,1.591866,50325,50326
327,"(2.7e-05, 2.156)","(2.7e-05, 3.3)",80.0,1.586866,41151,41152
328,"(3e-05, 2.156)","(3e-05, 3.3)",90.0,1.55207,15436,15437
329,"(3.3e-05, 2.156)","(3.3e-05, 3.3)",100.0,1.512724,44487,44488
330,"(3.5e-05, 2.156)","(3.5e-05, 3.3)",110.0,1.469476,26834,26835
331,"(3.8e-05, 2.156)","(3.8e-05, 3.3)",120.0,1.428055,980,981
332,"(4.1e-05, 2.156)","(4.1e-05, 3.3)",130.0,1.388333,29892,29893
333,"(4.4e-05, 2.156)","(4.4e-05, 3.3)",140.0,1.350195,4038,4039
334,"(4.7e-05, 2.156)","(4.7e-05, 3.3)",150.0,1.317971,32811,32812
335,"(5e-05, 2.156)","(5e-05, 3.3)",160.0,1.2825,6957,6958
336,"(5.2e-05, 2.156)","(5.2e-05, 3.3)",170.0,1.256538,45043,45044
337,"(5.5e-05, 2.156)","(5.5e-05, 3.3)",180.0,1.235228,19050,19051
338,"(5.7e-05, 2.156)","(5.7e-05, 3.3)",190.0,1.206493,1536,1537
339,"(5.9e-05, 2.156)","(5.9e-05, 3.3)",200.0,1.189941,39066,39067
360,"(4.8e-05, 2.156)","(4.8e-05, 3.3)",10.0,1.091154,24610,24611
361,"(3.9e-05, 2.156)","(3.9e-05, 3.3)",20.0,1.188198,47406,47407
362,"(3.2e-05, 2.156)","(3.2e-05, 3.3)",30.0,1.301832,53383,53384
363,"(2.7e-05, 2.156)","(2.7e-05, 3.3)",40.0,1.375105,41151,41152
364,"(2.5e-05, 2.156)","(2.5e-05, 3.3)",50.0,1.447325,3343,3344
365,"(2.5e-05, 2.156)","(2.5e-05, 3.3)",60.0,1.481364,3343,3344
366,"(2.6e-05, 2.156)","(2.6e-05, 3.3)",70.0,1.505541,50325,50326
367,"(2.7e-05, 2.156)","(2.7e-05, 3.3)",80.0,1.47711,41151,41152
368,"(3e-05, 2.156)","(3e-05, 3.3)",90.0,1.449382,15436,15437
369,"(3.3e-05, 2.156)","(3.3e-05, 3.3)",100.0,1.411538,44487,44488
370,"(3.5e-05, 2.156)","(3.5e-05, 3.3)",110.0,1.364929,26834,26835
371,"(3.8e-05, 2.156)","(3.8e-05, 3.3)",120.0,1.325417,980,981
372,"(4.1e-05, 2.156)","(4.1e-05, 3.3)",130.0,1.292143,29892,29893
373,"(4.4e-05, 2.156)","(4.4e-05, 3.3)",140.0,1.26,4038,4039
374,"(4.7e-05, 2.156)","(4.7e-05, 3.3)",150.0,1.224674,32811,32812
375,"(5e-05, 2.156)","(5e-05, 3.3)",160.0,1.198846,6957,6958
376,"(5.2e-05, 2.156)","(5.2e-05, 3.3)",170.0,1.165784,45043,45044
377,"(5.5e-05, 2.156)","(5.5e-05, 3.3)",180.0,1.145294,19050,19051
378,"(5.7e-05, 2.156)","(5.7e-05, 3.3)",190.0,1.121463,1536,1537
379,"(5.9e-05, 2.156)","(5.9e-05, 3.3)",200.0,1.098198,39066,39067
380,"(4e-06, 3.3)","(4e-06, 3.212)",10.0,1.164697,20580,20581
381,"(2e-06, 3.3)","(2e-06, 3.212)",20.0,1.358794,37399,37400
382,"(7e-06, 3.3)","(7e-06, 3.212)",30.0,1.566967,49631,49632
383,"(1.5e-05, 3.3)","(1.5e-05, 3.212)",40.0,1.775349,34619,34620
384,"(2.3e-05, 3.3)","(2.3e-05, 3.212)",50.0,1.975,21136,21137
385,"(3.2e-05, 3.3)","(3.2e-05, 3.212)",60.0,2.150791,53384,53385
386,"(4e-05, 3.3)","(4e-05, 3.212)",70.0,1.996579,38650,38651
387,"(4.6e-05, 3.3)","(4.6e-05, 3.212)",80.0,1.870891,41708,41709
388,"(5.3e-05, 3.3)","(5.3e-05, 3.212)",90.0,1.758738,35870,35871
389,"(5.7e-05, 3.3)","(5.7e-05, 3.212)",100.0,1.665556,1537,1538
390,"(6e-05, 3.3)","(6e-05, 3.212)",110.0,1.587553,30449,30450
391,"(6.4e-05, 3.3)","(6.4e-05, 3.212)",120.0,1.509106,51577,51578
392,"(6.5e-05, 3.3)","(6.5e-05, 3.212)",130.0,1.442813,42264,42265
393,"(6.5e-05, 3.3)","(6.5e-05, 3.212)",140.0,1.386604,42264,42265
394,"(6.3e-05, 3.3)","(6.3e-05, 3.212)",150.0,1.328636,4456,4457
395,"(5.7e-05, 3.3)","(5.7e-05, 3.212)",160.0,1.279155,1537,1538
396,"(4.3e-05, 3.3)","(4.3e-05, 3.212)",170.0,1.232406,13074,13075
397,"(2e-05, 3.3)","(2e-05, 3.212)",180.0,1.192392,46851,46852
398,"(2.7e-05, 3.3)","(2.7e-05, 3.212)",190.0,1.150161,41152,41153
399,"(7.8e-05, 3.3)","(7.8e-05, 3.212)",200.0,1.113836,39484,39485
400,"(4e-06, 3.3)","(4e-06, 3.212)",10.0,1.171647,20580,20581
401,"(2e-06, 3.3)","(2e-06, 3.212)",20.0,1.364126,37399,37400
402,"(7e-06, 3.3)","(7e-06, 3.212)",30.0,1.576093,49631,49632
403,"(1.5e-05, 3.3)","(1.5e-05, 3.212)",40.0,1.79106,34619,34620
404,"(2.3e-05, 3.3)","(2.3e-05, 3.212)",50.0,2.000773,21136,21137
405,"(3.2e-05, 3.3)","(3.2e-05, 3.212)",60.0,2.190339,53384,53385
406,"(4e-05, 3.3)","(4e-05, 3.212)",70.0,2.033421,38650,38651
407,"(4.6e-05, 3.3)","(4.6e-05, 3.212)",80.0,1.905545,41708,41709
408,"(5.3e-05, 3.3)","(5.3e-05, 3.212)",90.0,1.791449,35870,35871
409,"(5.7e-05, 3.3)","(5.7e-05, 3.212)",100.0,1.696667,1537,1538
410,"(6e-05, 3.3)","(6e-05, 3.212)",110.0,1.61734,30449,30450
411,"(6.4e-05, 3.3)","(6.4e-05, 3.212)",120.0,1.537561,51577,51578
412,"(6.5e-05, 3.3)","(6.5e-05, 3.212)",130.0,1.470156,42264,42265
413,"(6.5e-05, 3.3)","(6.5e-05, 3.212)",140.0,1.413019,42264,42265
414,"(6.3e-05, 3.3)","(6.3e-05, 3.212)",150.0,1.354091,4456,4457
415,"(5.7e-05, 3.3)","(5.7e-05, 3.212)",160.0,1.303803,1537,1538
416,"(4.3e-05, 3.3)","(4.3e-05, 3.212)",170.0,1.256297,13074,13075
417,"(2e-05, 3.3)","(2e-05, 3.212)",180.0,1.215648,46851,46852
418,"(2.7e-05, 3.3)","(2.7e-05, 3.212)",190.0,1.172742,41152,41153
419,"(7.8e-05, 3.3)","(7.8e-05, 3.212)",200.0,1.135849,39484,39485
420,"(4e-06, 3.3)","(4e-06, 3.212)",10.0,1.152191,20580,20581
421,"(2e-06, 3.3)","(2e-06, 3.212)",20.0,1.325907,37399,37400
422,"(7e-06, 3.3)","(7e-06, 3.212)",30.0,1.495917,49631,49632
423,"(1.5e-05, 3.3)","(1.5e-05, 3.212)",40.0,1.667805,34619,34620
424,"(2.3e-05, 3.3)","(2.3e-05, 3.212)",50.0,1.835215,21136,21137
425,"(3.2e-05, 3.3)","(3.2e-05, 3.212)",60.0,1.924802,53384,53385
426,"(4e-05, 3.3)","(4e-05, 3.212)",70.0,1.786053,38650,38651
427,"(4.6e-05, 3.3)","(4.6e-05, 3.212)",80.0,1.672871,41708,41709
428,"(5.3e-05, 3.3)","(5.3e-05, 3.212)",90.0,1.571822,35870,35871
429,"(5.7e-05, 3.3)","(5.7e-05, 3.212)",100.0,1.487778,1537,1538
430,"(6e-05, 3.3)","(6e-05, 3.212)",110.0,1.41734,30449,30450
431,"(6.4e-05, 3.3)","(6.4e-05, 3.212)",120.0,1.346504,51577,51578
432,"(6.5e-05, 3.3)","(6.5e-05, 3.212)",130.0,1.286562,42264,42265
433,"(6.5e-05, 3.3)","(6.5e-05, 3.212)",140.0,1.23566,42264,42265
434,"(6.3e-05, 3.3)","(6.3e-05, 3.212)",150.0,1.183182,4456,4457
435,"(5.7e-05, 3.3)","(5.7e-05, 3.212)",160.0,1.13831,1537,1538
436,"(4.3e-05, 3.3)","(4.3e-05, 3.212)",170.0,1.095887,13074,13075
437,"(2e-05, 3.3)","(2e-05, 3.212)",180.0,1.059502,46851,46852
438,"(2.7e-05, 3.3)","(2.7e-05, 3.212)",190.0,1.021129,41152,41153
439,"(7.8e-05, 3.3)","(7.8e-05, 3.212)",200.0,0.98805,39484,39485
440,"(9.8e-05, 3.212)","(9.8e-05, 3.476)",10.0,1.182661,31423,31424
441,"(0.000117, 3.212)","(0.000117, 3.476)",20.0,1.398537,31979,31980
442,"(0.00014, 3.212)","(0.00014, 3.476)",30.0,1.646871,53663,53664
443,"(0.00016, 3.212)","(0.00016, 3.476)",40.0,1.905,45323,45324
444,"(0.000174, 3.212)","(0.000174, 3.476)",50.0,2.164573,33647,33648
445,"(0.00018, 3.212)","(0.00018, 3.476)",60.0,2.37625,36705,36706
446,"(0.000177, 3.212)","(0.000177, 3.476)",70.0,2.229706,7654,7655
447,"(0.000171, 3.212)","(0.000171, 3.476)",80.0,2.089032,4735,4736
448,"(0.000154, 3.212)","(0.000154, 3.476)",90.0,1.981316,41987,41988
449,"(0.000135, 3.212)","(0.000135, 3.476)",100.0,1.875,41431,41432
450,"(0.000111, 3.212)","(0.000111, 3.476)",110.0,1.785637,29060,29061
451,"(8.7e-05, 3.212)","(8.7e-05, 3.476)",120.0,1.710115,17106,17107
452,"(8.6e-05, 3.212)","(8.6e-05, 3.476)",130.0,1.633529,25724,25725
453,"(8.5e-05, 3.212)","(8.5e-05, 3.476)",140.0,1.568298,33925,33926
454,"(8.4e-05, 3.212)","(8.4e-05, 3.476)",150.0,1.507192,42821,42822
455,"(8.4e-05, 3.212)","(8.4e-05, 3.476)",160.0,1.454884,42821,42822
456,"(8.4e-05, 3.212)","(8.4e-05, 3.476)",170.0,1.405323,42821,42822
457,"(8.3e-05, 3.212)","(8.3e-05, 3.476)",180.0,1.358276,51995,51996
458,"(8.3e-05, 3.212)","(8.3e-05, 3.476)",190.0,1.317844,51995,51996
459,"(8.3e-05, 3.212)","(8.3e-05, 3.476)",200.0,1.283234,51995,51996
460,"(9.8e-05, 3.212)","(9.8e-05, 3.476)",10.0,1.172515,31423,31424
461,"(0.000117, 3.212)","(0.000117, 3.476)",20.0,1.367163,31979,31980
462,"(0.00014, 3.212)","(0.00014, 3.476)",30.0,1.570657,53663,53664
463,"(0.00016, 3.212)","(0.00016, 3.476)",40.0,1.772793,45323,45324
464,"(0.000174, 3.212)","(0.000174, 3.476)",50.0,1.985101,33647,33648
465,"(0.00018, 3.212)","(0.00018, 3.476)",60.0,2.05377,36705,36706
466,"(0.000177, 3.212)","(0.000177, 3.476)",70.0,1.91598,7654,7655
467,"(0.000171, 3.212)","(0.000171, 3.476)",80.0,1.794101,4735,4736
468,"(0.000154, 3.212)","(0.000154, 3.476)",90.0,1.700614,41987,41988
469,"(0.000135, 3.212)","(0.000135, 3.476)",100.0,1.608333,41431,41432
470,"(0.000111, 3.212)","(0.000111, 3.476)",110.0,1.530657,29060,29061
471,"(8.7e-05, 3.212)","(8.7e-05, 3.476)",120.0,1.464904,17106,17107
472,"(8.6e-05, 3.212)","(8.6e-05, 3.476)",130.0,1.398235,25724,25725
473,"(8.5e-05, 3.212)","(8.5e-05, 3.476)",140.0,1.341348,33925,33926
474,"(8.4e-05, 3.212)","(8.4e-05, 3.476)",150.0,1.288014,42821,42822
475,"(8.4e-05, 3.212)","(8.4e-05, 3.476)",160.0,1.242259,42821,42822
476,"(8.4e-05, 3.212)","(8.4e-05, 3.476)",170.0,1.198871,42821,42822
477,"(8.3e-05, 3.212)","(8.3e-05, 3.476)",180.0,1.157649,51995,51996
478,"(8.3e-05, 3.212)","(8.3e-05, 3.476)",190.0,1.122125,51995,51996
479,"(8.3e-05, 3.212)","(8.3e-05, 3.476)",200.0,1.091617,51995,51996
500,"(0.000101, 3.476)","(0.000101, 3.388)",10.0,1.063571,5570,5571
501,"(0.000102, 3.476)","(0.000102, 3.388)",20.0,1.130244,52413,52414
502,"(9.9e-05, 3.476)","(9.9e-05, 3.388)",30.0,1.179888,23223,23224
503,"(9.4e-05, 3.476)","(9.4e-05, 3.388)",40.0,1.230836,11408,11409
504,"(8.8e-05, 3.476)","(8.8e-05, 3.388)",50.0,1.264655,7933,7934
505,"(8.3e-05, 3.476)","(8.3e-05, 3.388)",60.0,1.300961,51996,51997
506,"(7.9e-05, 3.476)","(7.9e-05, 3.388)",70.0,1.300714,31007,31008
507,"(7.6e-05, 3.476)","(7.6e-05, 3.388)",80.0,1.305324,1956,1957
508,"(7.3e-05, 3.476)","(7.3e-05, 3.388)",90.0,1.281241,27949,27950
509,"(7.1e-05, 3.476)","(7.1e-05, 3.388)",100.0,1.262281,45602,45603
510,"(7e-05, 3.476)","(7e-05, 3.388)",110.0,1.239118,54498,54499
511,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",120.0,1.212109,7377,7378
512,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",130.0,1.185836,7377,7378
513,"(6.8e-05, 3.476)","(6.8e-05, 3.388)",140.0,1.160263,16551,16552
514,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",150.0,1.135356,7377,7378
515,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",160.0,1.114888,7377,7378
516,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",170.0,1.087414,7377,7378
517,"(7e-05, 3.476)","(7e-05, 3.388)",180.0,1.067895,54498,54499
518,"(7e-05, 3.476)","(7e-05, 3.388)",190.0,1.048731,54498,54499
519,"(7.1e-05, 3.476)","(7.1e-05, 3.388)",200.0,1.033333,45602,45603
520,"(0.000101, 3.476)","(0.000101, 3.388)",10.0,1.047174,5570,5571
521,"(0.000102, 3.476)","(0.000102, 3.388)",20.0,1.09,52413,52414
522,"(9.9e-05, 3.476)","(9.9e-05, 3.388)",30.0,1.137381,23223,23224
523,"(9.4e-05, 3.476)","(9.4e-05, 3.388)",40.0,1.166275,11408,11409
524,"(8.8e-05, 3.476)","(8.8e-05, 3.388)",50.0,1.197222,7933,7934
525,"(8.3e-05, 3.476)","(8.3e-05, 3.388)",60.0,1.200508,51996,51997
526,"(7.9e-05, 3.476)","(7.9e-05, 3.388)",70.0,1.212423,31007,31008
527,"(7.6e-05, 3.476)","(7.6e-05, 3.388)",80.0,1.211724,1956,1957
528,"(7.3e-05, 3.476)","(7.3e-05, 3.388)",90.0,1.202423,27949,27950
529,"(7.1e-05, 3.476)","(7.1e-05, 3.388)",100.0,1.197423,45602,45603
530,"(7e-05, 3.476)","(7e-05, 3.388)",110.0,1.179694,54498,54499
531,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",120.0,1.158121,7377,7378
532,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",130.0,1.14098,7377,7378
533,"(6.8e-05, 3.476)","(6.8e-05, 3.388)",140.0,1.116275,16551,16552
534,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",150.0,1.099757,7377,7378
535,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",160.0,1.079744,7377,7378
536,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",170.0,1.063734,7377,7378
537,"(7e-05, 3.476)","(7e-05, 3.388)",180.0,1.040841,54498,54499
538,"(7e-05, 3.476)","(7e-05, 3.388)",190.0,1.021923,54498,54499
539,"(7.1e-05, 3.476)","(7.1e-05, 3.388)",200.0,1.003343,45602,45603
540,"(0.000101, 3.476)","(0.000101, 3.388)",10.0,1.063047,5570,5571
541,"(0.000102, 3.476)","(0.000102, 3.388)",20.0,1.121661,52413,52414
542,"(9.9e-05, 3.476)","(9.9e-05, 3.388)",30.0,1.180364,23223,23224
543,"(9.4e-05, 3.476)","(9.4e-05, 3.388)",40.0,1.229135,11408,11409
544,"(8.8e-05, 3.476)","(8.8e-05, 3.388)",50.0,1.259698,7933,7934
545,"(8.3e-05, 3.476)","(8.3e-05, 3.388)",60.0,1.273249,51996,51997
546,"(7.9e-05, 3.476)","(7.9e-05, 3.388)",70.0,1.287344,31007,31008
547,"(7.6e-05, 3.476)","(7.6e-05, 3.388)",80.0,1.272727,1956,1957
548,"(7.3e-05, 3.476)","(7.3e-05, 3.388)",90.0,1.258249,27949,27950
549,"(7.1e-05, 3.476)","(7.1e-05, 3.388)",100.0,1.239286,45602,45603
550,"(7e-05, 3.476)","(7e-05, 3.388)",110.0,1.207238,54498,54499
551,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",120.0,1.18055,7377,7378
552,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",130.0,1.154595,7377,7378
553,"(6.8e-05, 3.476)","(6.8e-05, 3.388)",140.0,1.129336,16551,16552
554,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",150.0,1.104739,7377,7378
555,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",160.0,1.084516,7377,7378
556,"(6.9e-05, 3.476)","(6.9e-05, 3.388)",170.0,1.061032,7377,7378
557,"(7e-05, 3.476)","(7e-05, 3.388)",180.0,1.038125,54498,54499
558,"(7e-05, 3.476)","(7e-05, 3.388)",190.0,1.019198,54498,54499
559,"(7.1e-05, 3.476)","(7.1e-05, 3.388)",200.0,0.997264,45602,45603
560,"(0.000106, 3.388)","(0.000106, 3.432)",10.0,1.123571,17664,17665
561,"(0.00011, 3.388)","(0.00011, 3.432)",20.0,1.259076,37680,37681
562,"(0.000106, 3.388)","(0.000106, 3.432)",30.0,1.38323,17664,17665
563,"(9.9e-05, 3.388)","(9.9e-05, 3.432)",40.0,1.499231,23224,23225
564,"(9.7e-05, 3.388)","(9.7e-05, 3.432)",50.0,1.612306,40043,40044
565,"(9.5e-05, 3.388)","(9.5e-05, 3.432)",60.0,1.641958,2513,2514
566,"(9.2e-05, 3.388)","(9.2e-05, 3.432)",70.0,1.537139,28506,28507
567,"(9e-05, 3.388)","(9e-05, 3.432)",80.0,1.436636,46020,46021
568,"(8.7e-05, 3.388)","(8.7e-05, 3.432)",90.0,1.35323,17108,17109
569,"(8.5e-05, 3.388)","(8.5e-05, 3.432)",100.0,1.283333,33927,33928
570,"(8.3e-05, 3.388)","(8.3e-05, 3.432)",110.0,1.219194,51997,51998
571,"(8.2e-05, 3.388)","(8.2e-05, 3.432)",120.0,1.160077,5015,5016
572,"(8.1e-05, 3.388)","(8.1e-05, 3.432)",130.0,1.114104,14189,14190
573,"(8e-05, 3.388)","(8e-05, 3.432)",140.0,1.062616,22807,22808
574,"(8e-05, 3.388)","(8e-05, 3.432)",150.0,1.018426,22807,22808
575,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",160.0,0.980403,31008,31009
576,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",170.0,0.944316,31008,31009
577,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",180.0,-0.09,31008,31009
578,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",190.0,-1.120316,31008,31009
579,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",200.0,-1.150633,31008,31009
580,"(0.000106, 3.388)","(0.000106, 3.432)",10.0,1.124825,17664,17665
581,"(0.00011, 3.388)","(0.00011, 3.432)",20.0,1.262727,37680,37681
582,"(0.000106, 3.388)","(0.000106, 3.432)",30.0,1.391114,17664,17665
583,"(9.9e-05, 3.388)","(9.9e-05, 3.432)",40.0,1.52067,23224,23225
584,"(9.7e-05, 3.388)","(9.7e-05, 3.432)",50.0,1.634794,40043,40044
585,"(9.5e-05, 3.388)","(9.5e-05, 3.432)",60.0,1.673704,2513,2514
586,"(9.2e-05, 3.388)","(9.2e-05, 3.432)",70.0,1.56699,28506,28507
587,"(9e-05, 3.388)","(9e-05, 3.432)",80.0,1.464673,46020,46021
588,"(8.7e-05, 3.388)","(8.7e-05, 3.432)",90.0,1.379779,17108,17109
589,"(8.5e-05, 3.388)","(8.5e-05, 3.432)",100.0,1.30865,33927,33928
590,"(8.3e-05, 3.388)","(8.3e-05, 3.432)",110.0,1.243387,51997,51998
591,"(8.2e-05, 3.388)","(8.2e-05, 3.432)",120.0,1.183243,5015,5016
592,"(8.1e-05, 3.388)","(8.1e-05, 3.432)",130.0,1.136493,14189,14190
593,"(8e-05, 3.388)","(8e-05, 3.432)",140.0,1.084122,22807,22808
594,"(8e-05, 3.388)","(8e-05, 3.432)",150.0,1.039187,22807,22808
595,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",160.0,1.000537,31008,31009
596,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",170.0,0.96386,31008,31009
597,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",180.0,0.928987,31008,31009
598,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",190.0,-1.101211,31008,31009
599,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",200.0,-1.131056,31008,31009
600,"(0.000106, 3.388)","(0.000106, 3.432)",10.0,1.11485,17664,17665
601,"(0.00011, 3.388)","(0.00011, 3.432)",20.0,1.230664,37680,37681
602,"(0.000106, 3.388)","(0.000106, 3.432)",30.0,1.331847,17664,17665
603,"(9.9e-05, 3.388)","(9.9e-05, 3.432)",40.0,1.424444,23224,23225
604,"(9.7e-05, 3.388)","(9.7e-05, 3.432)",50.0,1.516237,40043,40044
605,"(9.5e-05, 3.388)","(9.5e-05, 3.432)",60.0,1.552011,2513,2514
606,"(9.2e-05, 3.388)","(9.2e-05, 3.432)",70.0,1.452562,28506,28507
607,"(9e-05, 3.388)","(9e-05, 3.432)",80.0,1.357196,46020,46021
608,"(8.7e-05, 3.388)","(8.7e-05, 3.432)",90.0,1.278009,17108,17109
609,"(8.5e-05, 3.388)","(8.5e-05, 3.432)",100.0,1.211603,33927,33928
610,"(8.3e-05, 3.388)","(8.3e-05, 3.432)",110.0,1.150645,51997,51998
611,"(8.2e-05, 3.388)","(8.2e-05, 3.432)",120.0,1.09444,5015,5016
612,"(8.1e-05, 3.388)","(8.1e-05, 3.432)",130.0,1.050672,14189,14190
613,"(8e-05, 3.388)","(8e-05, 3.432)",140.0,1.001685,22807,22808
614,"(8e-05, 3.388)","(8e-05, 3.432)",150.0,0.959602,22807,22808
615,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",160.0,0.923356,31008,31009
616,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",170.0,-1.111756,31008,31009
617,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",180.0,-1.146856,31008,31009
618,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",190.0,-1.178612,31008,31009
619,"(7.9e-05, 3.388)","(7.9e-05, 3.432)",200.0,-1.210368,31008,31009
620,"(5e-06, 3.432)","(5e-06, 2.86)",10.0,1.125268,11827,11818
621,"(1.8e-05, 3.432)","(1.8e-05, 2.86)",20.0,1.261552,9047,9038
622,"(2.5e-05, 3.432)","(2.5e-05, 2.86)",30.0,1.403269,3348,3339
623,"(2.6e-05, 3.432)","(2.6e-05, 2.86)",40.0,1.532632,50330,50321
624,"(2.2e-05, 3.432)","(2.2e-05, 2.86)",50.0,1.651136,29341,29332
625,"(1.4e-05, 3.432)","(1.4e-05, 2.86)",60.0,1.757879,43797,43788
626,"(4e-06, 3.432)","(4e-06, 2.86)",70.0,1.700294,20584,20575
627,"(2e-06, 3.432)","(2e-06, 2.86)",80.0,1.580879,37403,37394
628,"(7e-06, 3.432)","(7e-06, 2.86)",90.0,1.483497,49635,49626
629,"(1.2e-05, 3.432)","(1.2e-05, 2.86)",100.0,1.396078,5850,5841
630,"(1.8e-05, 3.432)","(1.8e-05, 2.86)",110.0,1.323505,9047,9038
631,"(2.2e-05, 3.432)","(2.2e-05, 2.86)",120.0,1.256964,29341,29332
632,"(2.6e-05, 3.432)","(2.6e-05, 2.86)",130.0,1.201094,50330,50321
633,"(3e-05, 3.432)","(3e-05, 2.86)",140.0,1.149008,15441,15432
634,"(3.5e-05, 3.432)","(3.5e-05, 2.86)",150.0,1.100299,26839,26830
635,"(3.8e-05, 3.432)","(3.8e-05, 2.86)",160.0,1.054615,985,976
636,"(4.1e-05, 3.432)","(4.1e-05, 2.86)",170.0,1.015746,29897,29888
637,"(4.4e-05, 3.432)","(4.4e-05, 2.86)",180.0,0.974982,4043,4034
638,"(4.7e-05, 3.432)","(4.7e-05, 2.86)",190.0,0.940088,32816,32807
639,"(5e-05, 3.432)","(5e-05, 2.86)",200.0,0.906826,6962,6953
640,"(5e-06, 3.432)","(5e-06, 2.86)",10.0,1.021316,11827,11818
641,"(1.8e-05, 3.432)","(1.8e-05, 2.86)",20.0,1.039327,9047,9038
642,"(2.5e-05, 3.432)","(2.5e-05, 2.86)",30.0,1.048636,3348,3339
643,"(2.6e-05, 3.432)","(2.6e-05, 2.86)",40.0,1.058341,50330,50321
644,"(2.2e-05, 3.432)","(2.2e-05, 2.86)",50.0,1.068458,29341,29332
645,"(1.4e-05, 3.432)","(1.4e-05, 2.86)",60.0,1.084286,43797,43788
646,"(4e-06, 3.432)","(4e-06, 2.86)",70.0,1.09,20584,20575
647,"(2e-06, 3.432)","(2e-06, 2.86)",80.0,1.095922,37403,37394
648,"(7e-06, 3.432)","(7e-06, 2.86)",90.0,1.096463,49635,49626
649,"(1.2e-05, 3.432)","(1.2e-05, 2.86)",100.0,1.097059,5850,5841
650,"(1.8e-05, 3.432)","(1.8e-05, 2.86)",110.0,1.038458,9047,9038
651,"(2.2e-05, 3.432)","(2.2e-05, 2.86)",120.0,0.984643,29341,29332
652,"(2.6e-05, 3.432)","(2.6e-05, 2.86)",130.0,0.939292,50330,50321
653,"(3e-05, 3.432)","(3e-05, 2.86)",140.0,-1.104188,15441,15432
654,"(3.5e-05, 3.432)","(3.5e-05, 2.86)",150.0,-1.14765,26839,26830
655,"(3.8e-05, 3.432)","(3.8e-05, 2.86)",160.0,-1.191111,985,976
656,"(4.1e-05, 3.432)","(4.1e-05, 2.86)",170.0,-1.230299,29897,29888
657,"(4.4e-05, 3.432)","(4.4e-05, 2.86)",180.0,-1.273761,4043,4034
658,"(4.7e-05, 3.432)","(4.7e-05, 2.86)",190.0,-1.312949,32816,32807
659,"(5e-05, 3.432)","(5e-05, 2.86)",200.0,-1.352137,6962,6953
660,"(6e-06, 3.432)","(6e-06, 2.86)",10.0,1.135794,2792,2783
