s,a,r,sp
280,19,27.409063,276
280,20,27.309063,276
277,1,11.192882,275
277,2,20.162799,275
277,3,26.363532,276
277,4,29.679563,277
277,5,30.341109,279
277,6,30.903372,280
277,7,29.626656,282
277,8,27.838917,284
277,9,24.340775,285
277,10,21.383304,276
277,11,18.343503,276
277,12,15.392095,276
277,13,13.54916,276
277,14,10.364192,276
277,15,8.707696,276
277,16,7.177001,276
277,17,7.568753,276
277,18,9.123781,276
277,19,10.274411,276
277,20,13.074552,276
275,1,13.52987,272
275,2,13.42987,271
275,3,13.32987,270
275,4,13.22987,269
275,5,13.12987,269
275,6,12.698635,268
275,7,4.456072,269
275,8,-3.140229,270
275,9,-11.743033,272
275,10,-21.335439,274
275,11,-28.75312,276
275,12,-34.626512,279
275,13,-39.876399,282
275,14,-43.245977,285
275,15,-44.551737,287
275,16,-44.487494,288
275,17,-43.332383,287
275,18,-42.531856,275
275,19,-40.279784,275
275,20,-40.286318,275
276,1,0.82905,272
276,2,0.111961,271
276,3,-1.569255,270
276,4,-4.779201,269
276,5,-8.683186,269
276,6,-16.810229,268
276,7,-29.270326,269
276,8,-40.296494,270
276,9,-51.166435,272
276,10,-60.759046,274
276,11,-68.175705,276
276,12,-74.049026,279
276,13,-79.30917,282
276,14,-82.669595,285
276,15,-83.975355,287
276,16,-83.913349,288
276,17,-82.756451,287
276,18,-81.956621,275
276,19,-79.574938,275
276,20,-76.192397,275
276,1,-2.608838,272
276,2,-13.67389,271
276,3,-30.416646,270
276,4,-44.980499,269
276,5,-57.36708,269
276,6,-68.466186,268
276,7,-77.521005,269
276,8,-86.825533,270
276,9,-97.695475,272
276,10,-107.288017,274
276,11,-114.704862,276
276,12,-120.578189,279
276,13,-125.831433,282
276,14,-129.198566,285
276,15,-130.504327,287
276,16,-130.44251,288
276,17,-132.432309,287
276,18,-142.799864,275
276,19,-153.097698,275
276,20,-163.32581,275
275,1,3.39582,327
275,2,2.604564,327
275,3,-13.348083,327
275,4,-28.846271,326
275,5,-42.602678,326
275,6,-54.583088,327
275,7,-64.866625,327
275,8,-76.410891,327
275,9,-87.349441,328
275,10,-95.660235,328
275,11,-101.500664,329
275,12,-105.826743,330
275,13,-109.012988,332
275,14,-109.88565,335
275,15,-108.676445,338
275,16,-106.613232,343
275,17,-104.575086,343
275,18,-103.091703,341
275,19,-102.981229,340
275,20,-100.105604,339
275,1,0.992277,327
275,2,-0.697747,327
275,3,-4.299322,327
275,4,-20.706104,326
275,5,-35.350604,326
275,6,-48.208163,327
275,7,-59.337185,327
275,8,-71.134855,327
275,9,-82.073409,328
275,10,-90.384742,328
275,11,-96.225048,329
275,12,-100.551112,330
275,13,-103.736954,332
275,14,-104.609392,335
275,15,-103.404763,338
275,16,-101.336338,343
275,17,-99.567237,343
275,18,-96.83974,341
275,19,-94.500317,340
275,20,-89.962539,339
272,1,10.655723,327
272,2,10.555723,327
272,3,10.455723,327
272,4,10.355723,326
272,5,10.255723,326
272,6,10.155723,327
272,7,10.055723,327
272,8,9.955723,327
272,9,9.855723,328
272,10,9.755723,328
272,11,9.655723,329
272,12,9.555723,330
272,13,9.455723,332
272,14,9.355723,335
272,15,9.255723,338
272,16,9.155723,343
272,17,9.055723,343
272,18,8.955723,341
272,19,8.855723,340
272,20,8.755723,339
343,1,19.923789,282
343,2,37.300955,283
343,3,53.907894,285
343,4,56.295861,287
343,5,56.195861,289
343,6,56.095861,290
343,7,55.995861,289
343,8,55.895861,288
343,9,55.795861,286
343,10,55.695861,284
343,11,55.595861,281
343,12,55.495861,277
343,13,55.395861,275
343,14,55.295861,272
343,15,55.195861,270
343,16,55.095861,268
343,17,54.995861,267
343,18,54.895861,266
343,19,54.795861,265
343,20,54.695861,265
327,1,3.138412,282
327,2,4.472635,283
327,3,4.240142,285
327,4,2.423318,287
327,5,-0.596496,289
327,6,-16.378016,290
327,7,-29.636403,289
327,8,-41.694361,288
327,9,-50.947122,286
327,10,-57.114859,284
327,11,-60.42396,281
327,12,-61.302419,277
327,13,-60.076088,275
327,14,-57.555834,272
327,15,-54.66859,270
327,16,-51.495841,268
327,17,-49.428572,267
327,18,-64.322961,266
327,19,-79.12059,265
327,20,-93.821459,265
327,1,14.046099,282
327,2,23.896702,283
327,3,31.416098,285
327,4,37.831709,287
327,5,38.291864,289
327,6,38.244415,290
327,7,35.755557,289
327,8,33.120492,288
327,9,26.607637,286
327,10,20.439751,284
327,11,17.128795,281
327,12,16.25234,277
327,13,17.473497,275
327,14,20.116959,272
327,15,22.3815,270
327,16,25.11111,268
327,17,24.864216,267
327,18,28.962114,266
327,19,32.266918,265
327,20,37.215737,265
267,1,5.78446,279
267,2,9.12652,279
267,3,12.096456,278
267,4,14.96867,277
267,5,18.136088,276
267,6,20.11033,274
267,7,20.688506,272
267,8,20.355289,269
267,9,21.983777,267
267,10,20.591805,277
267,11,21.329083,277
267,12,20.749928,277
267,13,18.864234,277
267,14,17.387022,277
267,15,17.444288,277
267,16,18.976416,277
267,17,19.837185,277
267,18,19.623587,277
267,19,21.476127,277
267,20,21.505874,277
285,1,22.192268,279
285,2,32.831628,279
285,3,32.731628,278
285,4,32.631628,277
285,5,32.531628,276
285,6,32.431628,274
285,7,32.331628,272
285,8,32.231628,269
285,9,32.131628,267
285,10,32.031628,277
285,11,31.931628,277
285,12,31.831628,277
285,13,31.731628,277
285,14,31.631628,277
285,15,31.531628,277
285,16,31.431628,277
285,17,31.331628,277
285,18,31.231628,277
285,19,31.131628,277
285,20,31.031628,277
285,1,22.192285,279
285,2,32.83161,279
285,3,32.73161,278
285,4,32.63161,277
285,5,32.53161,276
285,6,32.43161,274
285,7,32.33161,272
285,8,32.23161,269
285,9,32.13161,267
285,10,32.03161,277
285,11,31.93161,277
285,12,31.83161,277
285,13,31.73161,277
285,14,31.63161,277
285,15,31.53161,277
285,16,31.43161,277
285,17,31.33161,277
285,18,31.23161,277
285,19,31.13161,277
285,20,31.03161,277
279,1,13.233618,177
279,2,25.322532,176
279,3,33.060731,176
279,4,37.796391,176
279,5,37.696391,176
279,6,37.596391,176
279,7,37.496391,176
279,8,37.396391,176
279,9,37.296391,176
279,10,37.196391,176
279,11,37.096391,176
279,12,36.996391,176
279,13,36.896391,177
279,14,36.796391,177
279,15,36.696391,177
279,16,36.596391,178
279,17,36.496391,179
279,18,36.396391,180
279,19,36.296391,181
279,20,36.196391,183
276,1,12.501112,177
276,2,22.701037,176
276,3,32.691417,176
276,4,38.668629,176
276,5,38.62885,176
276,6,38.589072,176
276,7,38.549293,176
276,8,38.509508,176
276,9,38.469722,176
276,10,38.429937,176
276,11,38.390152,176
276,12,38.350366,176
276,13,38.310581,177
276,14,38.270796,177
276,15,38.23101,177
276,16,38.191225,178
276,17,38.15144,179
276,18,38.111654,180
276,19,38.071869,181
276,20,38.032084,183
277,1,14.957762,177
277,2,26.95032,176
277,3,36.019869,176
277,4,43.206017,176
277,5,48.974009,176
277,6,54.285918,176
277,7,45.147832,176
277,8,34.782241,176
277,9,25.817636,176
277,10,16.260587,176
277,11,7.932267,176
277,12,1.022886,176
277,13,-4.324701,177
277,14,-8.089219,177
277,15,-10.345966,177
277,16,-11.200093,178
277,17,-11.491151,179
277,18,-11.188497,180
277,19,-10.145592,181
277,20,-9.082956,183
176,1,9.32512,172
176,2,11.341258,172
176,3,11.241258,171
176,4,11.141258,170
176,5,11.041258,170
176,6,10.941258,170
176,7,10.841258,169
176,8,9.197424,169
176,9,2.613165,170
176,10,-4.943247,171
176,11,-12.355569,172
176,12,-19.534772,173
176,13,-26.604693,175
176,14,-33.039664,177
176,15,-38.91618,180
176,16,-44.132559,182
176,17,-48.592401,184
176,18,-52.933957,186
176,19,-55.805195,188
176,20,-57.802715,189
176,1,7.728922,172
176,2,7.628922,172
176,3,7.528922,171
176,4,7.428922,170
176,5,7.328922,170
176,6,7.228922,170
176,7,7.128922,169
176,8,7.028922,169
176,9,6.928922,170
176,10,6.828922,171
176,11,6.728922,172
176,12,6.628922,173
176,13,6.528922,175
176,14,6.428922,177
176,15,6.328922,180
176,16,6.228922,182
176,17,6.128922,184
176,18,6.028922,186
176,19,5.928922,188
176,20,5.828922,189
179,1,4.495774,172
179,2,7.257239,172
179,3,8.051182,171
179,4,7.302457,170
179,5,0.473479,170
179,6,-6.854707,170
179,7,-14.213544,169
179,8,-21.646401,169
179,9,-29.021029,170
179,10,-36.577428,171
179,11,-43.989748,172
179,12,-51.16897,173
179,13,-58.23887,175
179,14,-64.673865,177
179,15,-70.550355,180
179,16,-75.766757,182
179,17,-80.226487,184
179,18,-84.567042,186
179,19,-87.439398,188
179,20,-95.163326,189
188,1,3.28792,226
188,2,-4.702231,226
188,3,-12.351341,226
188,4,-19.501493,226
188,5,-26.519933,226
188,6,-33.480072,226
188,7,-40.426837,226
188,8,-47.558549,226
188,9,-54.572696,226
188,10,-61.280043,227
188,11,-68.179117,227
188,12,-75.013186,227
188,13,-81.629347,228
188,14,-88.06282,230
188,15,-94.084659,232
188,16,-99.658547,237
188,17,-104.630142,239
188,18,-109.479802,239
188,19,-113.340703,238
188,20,-116.360957,237
169,1,-0.1,226
169,2,-0.2,226
169,3,-0.3,226
169,4,-0.4,226
169,5,-0.5,226
169,6,-0.6,226
169,7,-0.7,226
169,8,-0.8,226
169,9,-0.9,226
169,10,-1.0,227
169,11,-1.1,227
169,12,-1.2,227
169,13,-1.3,228
169,14,-1.4,230
169,15,-1.5,232
169,16,-1.6,237
169,17,-1.7,239
169,18,-1.8,239
169,19,-1.9,238
169,20,-2.0,237
177,1,-0.1,226
177,2,-0.2,226
177,3,-0.3,226
177,4,-0.4,226
177,5,-0.5,226
177,6,-0.6,226
177,7,-0.7,226
177,8,-0.8,226
177,9,-0.9,226
177,10,-1.0,227
177,11,-1.1,227
177,12,-1.2,227
177,13,-1.3,228
177,14,-1.4,230
177,15,-1.5,232
177,16,-1.6,237
177,17,-1.7,239
177,18,-1.8,239
177,19,-1.9,238
177,20,-2.0,237
239,1,8.5939,229
239,2,8.716967,230
