s,a,r,sp
1662,14,1.196667,32585
1662,15,1.191667,23130
1662,16,1.186667,14915
1662,17,1.169717,27315
1662,18,1.141481,18325
1662,19,1.114091,10110
1662,20,1.0875,21890
4142,1,1.099,13830
4142,2,1.159492,1430
4142,3,1.206239,21890
4142,4,1.234545,18325
4142,5,1.252778,27315
4142,6,1.25972,23130
4142,7,1.25472,19410
4142,8,1.261887,16000
4142,9,1.256887,12435
4142,10,1.251887,12435
4142,11,1.246887,3910
4142,12,1.254286,16000
4142,13,1.249286,7785
4142,14,1.244286,32585
4142,15,1.21472,23130
4142,16,1.186055,14915
4142,17,1.158243,27315
4142,18,1.120526,18325
4142,19,1.094655,10110
4142,20,1.069492,21890
23130,1,-0.005,28773
23130,2,-1.019434,32648
23130,3,-1.024434,23193
23130,4,-1.038868,14978
23130,5,-1.053302,18388
23130,6,-1.058302,10173
23130,7,-1.072736,13893
23130,8,-1.068302,5213
23130,9,-1.073302,30168
23130,10,-1.078302,20868
23130,11,-1.083302,12653
23130,12,-1.078868,4128
23130,13,-1.083868,28928
23130,14,-1.088868,19628
23130,15,-1.093868,11568
23130,16,-1.136604,23348
23130,17,-1.169906,15133
23130,18,-1.203208,27533
23130,19,-1.236509,18543
23130,20,-1.269811,31563
21890,1,1.004009,28773
21890,2,1.008182,32648
21890,3,1.003182,23193
21890,4,0.998182,14978
21890,5,0.993182,18388
21890,6,0.988182,10173
21890,7,0.983182,13893
21890,8,0.987523,5213
21890,9,0.982523,30168
21890,10,0.987037,20868
21890,11,0.982037,12653
21890,12,0.986729,4128
21890,13,0.981729,28928
21890,14,0.986604,19628
21890,15,0.962037,11568
21890,16,-0.08,23348
21890,17,-1.111786,15133
21890,18,-1.143571,27533
21890,19,-1.175357,18543
21890,20,-1.207143,31563
32585,1,-1.014615,28773
32585,2,-1.029231,32648
32585,3,-1.034231,23193
32585,4,-1.058462,14978
32585,5,-1.073077,18388
32585,6,-1.078077,10173
32585,7,-1.092692,13893
32585,8,-1.088077,5213
32585,9,-1.093077,30168
32585,10,-1.098077,20868
32585,11,-1.103077,12653
32585,12,-1.098462,4128
32585,13,-1.103462,28928
32585,14,-1.108462,19628
32585,15,-1.113462,11568
32585,16,-1.156923,23348
32585,17,-1.190769,15133
32585,18,-1.224615,27533
32585,19,-1.258462,18543
32585,20,-1.292308,31563
13893,1,1.025769,3053
13893,2,1.020769,3053
13893,3,1.015769,3053
13893,4,1.010769,3053
13893,5,1.005769,3053
13893,6,1.000769,3053
13893,7,0.995769,3053
13893,8,0.990769,3053
13893,9,0.985769,3053
13893,10,0.980769,3053
13893,11,0.975769,3053
13893,12,0.970769,3053
13893,13,0.965769,3053
13893,14,0.960769,3053
13893,15,0.955769,3053
13893,16,0.950769,3053
13893,17,0.945769,3053
13893,18,0.940769,3053
13893,19,0.935769,3053
13893,20,0.930769,3053
11568,1,1.056538,3053
11568,2,1.051538,3053
11568,3,1.046538,3053
11568,4,1.041538,3053
11568,5,1.036538,3053
11568,6,1.031538,3053
11568,7,1.026538,3053
11568,8,1.021538,3053
11568,9,1.016538,3053
11568,10,1.011538,3053
11568,11,1.006538,3053
11568,12,1.001538,3053
11568,13,0.996538,3053
11568,14,0.991538,3053
11568,15,0.986538,3053
11568,16,0.981538,3053
11568,17,0.976538,3053
11568,18,0.971538,3053
11568,19,0.966538,3053
11568,20,0.961538,3053
27533,1,1.071923,3053
27533,2,1.050606,15298
27533,3,1.061923,3053
27533,4,1.056923,3053
27533,5,1.051923,3053
27533,6,1.046923,3053
27533,7,1.041923,3053
27533,8,1.036923,3053
27533,9,1.031923,3053
27533,10,1.026923,3053
27533,11,1.021923,3053
27533,12,1.016923,3053
27533,13,1.011923,3053
27533,14,1.006923,3053
27533,15,1.001923,3053
27533,16,0.996923,3053
27533,17,0.991923,3053
27533,18,0.986923,3053
27533,19,0.981923,3053
27533,20,0.976923,3053
3053,1,1.129328,11539
3053,2,1.235902,11539
3053,3,1.306739,32774
3053,4,1.349369,19599
3053,5,1.369495,28899
3053,6,1.351818,24714
3053,7,1.346818,8904
3053,8,1.341818,13864
3053,9,1.349495,31379
3053,10,1.357407,14949
3053,11,1.365561,19444
3053,12,1.373962,16034
3053,13,1.396538,12469
3053,14,1.350561,12469
3053,15,1.306818,3944
3053,16,1.265133,7819
3053,17,1.214145,32619
3053,18,1.176667,23164
3053,19,1.140772,2704
3053,20,1.106349,27349
3053,1,1.137857,11539
8904,1,1.142059,26320
8904,2,1.16,14230
8904,3,1.166818,14230
8904,4,1.161818,14230
8904,5,1.156818,26320
8904,6,1.151818,26320
8904,7,1.146818,26320
8904,8,1.141818,5550
8904,9,1.136818,5550
8904,10,1.131818,17640
8904,11,1.126818,17640
8904,12,1.133878,17640
8904,13,1.128878,30505
8904,14,1.123878,17640
8904,15,1.118878,17640
8904,16,1.113878,17640
8904,17,1.096818,5550
8904,18,1.091818,26320
8904,19,1.086818,26320
8904,20,1.081818,14230
3944,1,1.045,26320
3944,2,1.050606,14230
3944,3,1.045606,14230
3944,4,1.040606,14230
3944,5,1.035606,26320
3944,6,1.030606,26320
3944,7,1.025606,26320
3944,8,1.020606,5550
3944,9,1.015606,5550
3944,10,1.010606,17640
3944,11,1.005606,17640
3944,12,1.000606,17640
3944,13,0.995606,30505
3944,14,0.990606,17640
3944,15,0.985606,17640
3944,16,0.980606,17640
3944,17,0.975606,5550
3944,18,0.970606,26320
3944,19,0.965606,26320
3944,20,0.960606,14230
32774,1,1.151863,26320
32774,2,1.181919,14230
32774,3,1.176919,14230
32774,4,1.171919,14230
32774,5,1.166919,26320
32774,6,1.161919,26320
32774,7,1.156919,26320
32774,8,1.151919,5550
32774,9,1.146919,5550
32774,10,1.141919,17640
32774,11,1.136919,17640
32774,12,1.144082,17640
32774,13,1.139082,30505
32774,14,1.134082,17640
32774,15,1.129082,17640
32774,16,1.124082,17640
32774,17,1.119082,5550
32774,18,1.101919,26320
32774,19,1.096919,26320
32774,20,1.091919,14230
26320,1,1.132931,15471
26320,2,1.24,33141
26320,3,1.315645,29266
26320,4,1.390256,4466
26320,5,1.448214,4466
26320,6,1.417368,29266
26320,7,1.387414,19966
26320,8,1.335,23686
26320,9,1.285645,7101
26320,10,1.239062,22446
26320,11,1.195,5706
26320,12,1.153235,746
26320,13,1.12205,29421
26320,14,1.091972,23841
26320,15,1.055137,19036
26320,16,1.027383,14541
26320,17,1.000526,9581
26320,18,0.981429,4776
26320,19,0.955955,33451
26320,20,0.937736,15781
26320,1,1.126034,15471
26320,2,1.232424,33141
26320,3,1.307581,29266
26320,4,1.381709,4466
26320,5,1.439286,4466
26320,6,1.408596,29266
26320,7,1.378793,19966
26320,8,1.326667,23686
26320,9,1.277581,7101
26320,10,1.23125,22446
26320,11,1.187424,5706
26320,12,1.154815,746
26320,13,1.114856,29421
26320,14,1.08493,23841
26320,15,1.048288,19036
26320,16,1.020671,14541
26320,17,1.001093,9581
26320,18,0.974935,4776
26320,19,0.949586,33451
26320,20,0.931447,15781
17640,1,1.131986,15471
17640,2,1.23812,33141
17640,3,1.32371,29266
17640,4,1.398803,4466
17640,5,1.444027,4466
17640,6,1.42614,29266
17640,7,1.383803,19966
17640,8,1.343333,23686
17640,9,1.29371,7101
17640,10,1.246875,22446
17640,11,1.202576,5706
17640,12,1.160588,746
17640,13,1.120714,29421
17640,14,1.090839,23841
17640,15,1.061986,19036
17640,16,1.034094,14541
17640,17,1.007105,9581
17640,18,0.980968,4776
17640,19,0.962325,33451
17640,20,0.9375,15781
22446,1,1.285076,16256
22446,2,1.472456,28966
22446,3,1.564439,19666
22446,4,1.605,32841
22446,5,1.615777,11606
22446,6,1.626863,2926
22446,7,1.621863,15171
22446,8,1.616863,27571
22446,9,1.611863,6801
22446,10,1.606863,31601
22446,11,1.601863,10366
22446,12,1.596863,22146
22446,13,1.591863,1686
22446,14,1.586863,14086
22446,15,1.581863,26176
22446,16,1.593267,5406
22446,17,1.588267,17496
22446,18,1.583267,30361
22446,19,1.595,9126
22446,20,1.59,21061
7101,1,1.281822,16256
7101,2,1.44614,28966
7101,3,1.536402,19666
7101,4,1.576154,32841
7101,5,1.58665,11606
7101,6,1.597451,2926
7101,7,1.592451,15171
7101,8,1.587451,27571
7101,9,1.582451,6801
7101,10,1.577451,31601
7101,11,1.572451,10366
7101,12,1.567451,22146
7101,13,1.562451,1686
7101,14,1.557451,14086
7101,15,1.552451,26176
7101,16,1.563564,5406
7101,17,1.558564,17496
7101,18,1.553564,30361
7101,19,1.565,9126
7101,20,1.56,21061
33141,1,1.260625,16256
33141,2,1.423628,28966
33141,3,1.499019,19666
33141,4,1.537692,32841
33141,5,1.547816,11606
33141,6,1.558235,2926
33141,7,1.553235,15171
33141,8,1.548235,27571
33141,9,1.543235,6801
33141,10,1.538235,31601
33141,11,1.533235,10366
33141,12,1.528235,22146
33141,13,1.523235,1686
33141,14,1.518235,14086
33141,15,1.513235,26176
33141,16,1.52396,5406
33141,17,1.51896,17496
33141,18,1.51396,30361
33141,19,1.525,9126
33141,20,1.52,21061
1686,1,1.106111,3023
1686,2,1.176441,27668
1686,3,1.223938,6898
1686,4,1.252727,10463
1686,5,1.247727,14183
1686,6,1.242727,30458
1686,7,1.237727,543
1686,8,1.232727,16508
1686,9,1.239404,19918
1686,10,1.246296,11858
1686,11,1.253411,23638
1686,12,1.273333,23638
1686,13,1.268333,23638
1686,14,1.214404,33093
1686,15,1.175,29218
1686,16,1.126897,12943
1686,17,1.091471,26273
1686,18,1.057541,31698
1686,19,1.025,11703
1686,20,0.985271,24878
32841,1,1.076967,3023
32841,2,1.127931,27668
32841,3,1.163571,6898
32841,4,1.18,10463
32841,5,1.175,14183
32841,6,1.17,30458
32841,7,1.165,543
32841,8,1.16,16508
32841,9,1.166009,19918
32841,10,1.172222,11858
32841,11,1.178645,23638
32841,12,1.197143,23638
32841,13,1.192143,23638
32841,14,1.141009,33093
32841,15,1.103571,29218
32841,16,1.057931,12943
32841,17,1.024244,26273
32841,18,0.991967,31698
32841,19,0.961,11703
32841,20,0.923256,24878
28966,1,1.06877,3023
28966,2,1.11931,27668
28966,3,1.154643,6898
28966,4,1.170909,10463
28966,5,1.165909,14183
28966,6,1.160909,30458
28966,7,1.155909,543
28966,8,1.150909,16508
28966,9,1.156835,19918
28966,10,1.162963,11858
28966,11,1.169299,23638
28966,12,1.187619,23638
28966,13,1.182619,23638
28966,14,1.131835,33093
28966,15,1.094643,29218
28966,16,1.04931,12943
28966,17,1.01584,26273
28966,18,0.98377,31698
28966,19,0.953,11703
28966,20,0.915504,24878
11858,1,1.179397,13830
11858,2,1.326,1430
11858,3,1.424655,21890
11858,4,1.484505,18325
11858,5,1.521296,27315
11858,6,1.530748,23130
11858,7,1.540472,19410
11858,8,1.535472,16000
11858,9,1.530472,12435
11858,10,1.525472,12435
11858,11,1.520472,3910
11858,12,1.530476,16000
11858,13,1.481296,7785
11858,14,1.434505,32585
11858,15,1.377174,23130
11858,16,1.335254,14915
11858,17,1.295165,27315
11858,18,1.256774,18325
11858,19,1.219961,10110
11858,20,1.194574,21890
23638,1,1.169825,13830
23638,2,1.312835,1430
23638,3,1.420897,21890
23638,4,1.493514,18325
23638,5,1.530556,27315
23638,6,1.540093,23130
23638,7,1.549906,19410
23638,8,1.544906,16000
23638,9,1.539906,12435
23638,10,1.534906,12435
23638,11,1.529906,3910
23638,12,1.54,16000
23638,13,1.476284,7785
23638,14,1.43,32585
23638,15,1.38587,23130
23638,16,1.331765,14915
23638,17,1.292049,27315
23638,18,1.254,18325
23638,19,1.2175,10110
23638,20,1.192308,21890
29218,1,1.179932,13830
29218,2,1.320769,1430
29218,3,1.438782,21890
29218,4,1.510973,18325
29218,5,1.562156,27315
29218,6,1.571852,23130
29218,7,1.581822,19410
29218,8,1.576822,16000
29218,9,1.587075,12435
29218,10,1.582075,12435
29218,11,1.592619,3910
29218,12,1.556822,16000
29218,13,1.493559,7785
29218,14,1.434348,32585
29218,15,1.391102,23130
29218,16,1.349752,14915
29218,17,1.310161,27315
29218,18,1.272205,18325
29218,19,1.235769,10110
29218,20,1.210606,21890
23130,1,1.054406,3146
23130,2,1.06,3146
23130,3,1.065808,3146
23130,4,1.060808,23606
23130,5,1.055808,23606
23130,6,1.050808,23606
23130,7,1.045808,23606
23130,8,1.040808,3146
23130,9,1.035808,3146
23130,10,1.030808,3146
23130,11,1.025808,15391
23130,12,1.020808,15391
23130,13,1.015808,27791
23130,14,1.010808,27791
23130,15,1.005808,27791
23130,16,1.000808,27791
23130,17,0.995808,27791
23130,18,0.990808,27791
23130,19,0.985808,27791
23130,20,0.980808,27791
21890,1,1.054406,3146
21890,2,1.06,3146
21890,3,1.065808,3146
21890,4,1.060808,23606
21890,5,1.055808,23606
21890,6,1.050808,23606
21890,7,1.045808,23606
21890,8,1.051837,3146
21890,9,1.046837,3146
21890,10,1.041837,3146
21890,11,1.025808,15391
21890,12,1.020808,15391
21890,13,1.015808,27791
21890,14,1.010808,27791
21890,15,1.005808,27791
21890,16,1.000808,27791
21890,17,0.995808,27791
21890,18,0.990808,27791
21890,19,0.985808,27791
21890,20,0.980808,27791
16000,1,1.015,3146
16000,2,1.01,3146
16000,3,1.015303,3146
16000,4,1.010303,23606
16000,5,1.005303,23606
16000,6,1.000303,23606
16000,7,0.995303,23606
16000,8,0.990303,3146
16000,9,0.985303,3146
16000,10,0.980303,3146
16000,11,0.975303,15391
16000,12,0.970303,15391
16000,13,0.965303,27791
16000,14,0.960303,27791
16000,15,0.965816,27791
16000,16,0.960816,27791
16000,17,0.955816,27791
16000,18,0.950816,27791
16000,19,0.945816,27791
16000,20,0.940816,27791
23606,1,1.160517,10682
23606,2,1.29,31917
23606,3,1.381694,18897
23606,4,1.449565,18897
23606,5,1.483929,31917
23606,6,1.506364,10682
23606,7,1.515459,22462
23606,8,1.510459,2002
23606,9,1.519815,26492
23606,10,1.529439,5722
23606,11,1.524439,17812
23606,12,1.462523,17812
23606,13,1.404565,30677
23606,14,1.350168,30677
23606,15,1.310246,30677
23606,16,1.272,17812
23606,17,1.235312,26492
23606,18,1.200076,14402
23606,19,1.166194,22462
23606,20,1.133577,10682
23606,3,1.393333,18897
27791,1,1.158265,10682
27791,2,1.295344,31917
27791,3,1.398223,18897
27791,4,1.466957,18897
27791,5,1.501786,31917
27791,6,1.524545,10682
27791,7,1.533807,22462
27791,8,1.528807,2002
27791,9,1.538333,26492
27791,10,1.548131,5722
27791,11,1.528333,17812
27791,12,1.466786,17812
27791,13,1.409138,30677
27791,14,1.366975,30677
27791,15,1.315244,30677
27791,16,1.277143,17812
27791,17,1.240581,26492
27791,18,1.205455,14402
27791,19,1.171667,22462
27791,20,1.13913,10682
17812,1,1.095,5453
17812,2,1.181083,17543
17812,3,1.283611,9173
17812,4,1.365185,12893
17812,5,1.424612,4368
17812,6,1.478065,29168
17812,7,1.510455,19868
17812,8,1.531429,19868
17812,9,1.539746,19868
17812,10,1.548291,19868
17812,11,1.503333,33043
17812,12,1.448065,33043
17812,13,1.395938,11808
17812,14,1.346667,3128
17812,15,1.3,15373
17812,16,1.255714,7003
17812,17,1.222692,31803
17812,18,1.182109,10568
17812,19,1.151667,14288
17812,20,1.114286,5608
30677,1,1.088567,5453
30677,2,1.181083,17543
30677,3,1.283611,9173
30677,4,1.365185,12893
30677,5,1.424612,4368
30677,6,1.478065,29168
30677,7,1.510455,19868
30677,8,1.531429,19868
30677,9,1.539746,19868
30677,10,1.548291,19868
30677,11,1.503333,33043
30677,12,1.448065,33043
30677,13,1.395938,11808
30677,14,1.346667,3128
30677,15,1.3,15373
30677,16,1.255714,7003
30677,17,1.222692,31803
30677,18,1.182109,10568
30677,19,1.151667,14288
30677,20,1.114286,5608
2002,1,1.096796,5453
2002,2,1.177097,17543
2002,3,1.280775,9173
2002,4,1.353134,12893
2002,5,1.4125,4368
2002,6,1.453871,29168
2002,7,1.485661,19868
2002,8,1.506218,19868
2002,9,1.514322,19868
2002,10,1.52265,19868
2002,11,1.478333,33043
2002,12,1.423871,33043
2002,13,1.3725,11808
2002,14,1.323939,3128
2002,15,1.277941,15373
2002,16,1.234286,7003
2002,17,1.201713,31803
2002,18,1.161701,10568
2002,19,1.131667,14288
2002,20,1.094805,5608
26223,1,1.072419,26223
26223,2,1.141724,17543
26223,3,1.222037,9173
26223,4,1.294961,12893
26223,5,1.332724,4368
26223,6,1.361667,29168
26223,7,1.380254,19868
26223,8,1.399655,19868
26223,9,1.407174,19868
26223,10,1.389655,19868
26223,11,1.336667,33043
26223,12,1.286774,33043
26223,13,1.239688,11808
26223,14,1.195152,3128
26223,15,1.152941,15373
26223,16,1.112857,7003
26223,17,1.082832,31803
26223,18,1.046054,10568
26223,19,1.018333,14288
26223,20,0.984416,5608
19868,1,1.07625,26223
19868,2,1.158919,17543
19868,3,1.247774,9173
19868,4,1.310769,12893
19868,5,1.359,4368
19868,6,1.388033,29168
19868,7,1.418782,19868
19868,8,1.426102,19868
19868,9,1.433632,19868
19868,10,1.441379,19868
19868,11,1.386667,33043
19868,12,1.335161,33043
19868,13,1.286562,11808
19868,14,1.240606,3128
19868,15,1.197059,15373
19868,16,1.155714,7003
19868,17,1.12479,31803
19868,18,1.086871,10568
19868,19,1.058333,14288
19868,20,1.023377,5608
15373,1,1.087025,26223
15373,2,1.168808,17543
15373,3,1.265576,9173
15373,4,1.328485,12893
15373,5,1.387698,4368
15373,6,1.417154,29168
15373,7,1.448333,19868
15373,8,1.468475,19868
15373,9,1.476368,19868
15373,10,1.471368,19868
15373,11,1.428333,33043
15373,12,1.375484,33043
15373,13,1.325625,11808
15373,14,1.278485,3128
15373,15,1.233824,15373
15373,16,1.191429,7003
15373,17,1.159755,31803
15373,18,1.120884,10568
15373,19,1.091667,14288
15373,20,1.055844,5608
31803,1,1.080714,140
31803,2,1.16284,16105
31803,3,1.243278,32690
31803,4,1.308671,27420
31803,5,1.351812,10215
31803,6,1.38791,26025
31803,7,1.426538,8975
31803,8,1.444375,12695
31803,9,1.451063,16260
31803,10,1.389394,19670
31803,11,1.342059,11610
31803,12,1.287518,15175
31803,13,1.245345,18585
31803,14,1.205168,10370
31803,15,1.16683,14090
31803,16,1.130191,17500
31803,17,1.1025,9130
31803,18,1.068537,12850
31803,19,1.042725,16415
31803,20,1.017647,19825
5608,1,1.083889,140
5608,2,1.170723,16105
5608,3,1.266046,32690
5608,4,1.331724,27420
5608,5,1.385072,10215
5608,6,1.432687,26025
5608,7,1.461183,8975
5608,8,1.49125,12695
5608,9,1.498307,16260
5608,10,1.434848,19670
5608,11,1.386176,11610
5608,12,1.330071,15175
5608,13,1.286724,18585
5608,14,1.245436,10370
5608,15,1.206046,14090
5608,16,1.168408,17500
5608,17,1.14,9130
5608,18,1.105122,12850
5608,19,1.078653,16415
5608,20,1.052941,19825
14288,1,1.084888,140
14288,2,1.165758,16105
14288,3,1.261316,32690
14288,4,1.317931,27420
14288,5,1.370683,10215
14288,6,1.417761,26025
14288,7,1.445916,8975
14288,8,1.475625,12695
14288,9,1.482559,16260
14288,10,1.419697,19670
14288,11,1.371471,11610
14288,12,1.315887,15175
14288,13,1.272931,18585
14288,14,1.232013,10370
14288,15,1.192974,14090
14288,16,1.155669,17500
14288,17,1.1275,9130
14288,18,1.092927,12850
14288,19,1.066677,16415
14288,20,1.041176,19825
15175,1,1.063966,11476
15175,2,1.117273,15041
15175,3,1.143879,31471
15175,4,1.107273,13956
15175,5,1.072345,30231
15175,6,1.038966,316
15175,7,0.998333,4191
15175,8,0.96813,28991
15175,9,-1.069194,19691
15175,10,-1.098387,11631
15175,11,-1.14371,23411
15175,12,-1.180968,15196
15175,13,-1.218226,6826
15175,14,-1.263548,10391
15175,15,-1.292742,1711
15175,16,-1.33,26201
15175,17,-1.367258,30386
15175,18,-1.396452,471
15175,19,-1.43371,4346
15175,20,-1.462903,8221
8975,1,1.031697,11476
8975,2,1.056038,15041
8975,3,1.082087,31471
8975,4,1.087843,13956
8975,5,1.05119,30231
8975,6,0.997273,316
8975,7,-1.061549,4191
8975,8,-1.110796,28991
8975,9,-1.160044,19691
8975,10,-1.200442,11631
8975,11,-1.24969,23411
8975,12,-1.290088,15196
8975,13,-1.330487,6826
8975,14,-1.379735,10391
8975,15,-1.411283,1711
8975,16,-1.451681,26201
8975,17,-1.49208,30386
8975,18,-1.523628,471
8975,19,-1.564027,4346
8975,20,-1.595575,8221
16105,1,1.024703,11476
16105,2,1.03,15041
16105,3,1.014703,31471
16105,4,1.02,13956
16105,5,-1.034615,30231
16105,6,-1.087692,316
16105,7,-1.150385,4191
16105,8,-1.203462,28991
16105,9,-1.256538,19691
16105,10,-1.3,11631
16105,11,-1.353077,23411
16105,12,-1.396538,15196
16105,13,-1.44,6826
16105,14,-1.493077,10391
16105,15,-1.526923,1711
16105,16,-1.570385,26201
16105,17,-1.613846,30386
16105,18,-1.647692,471
16105,19,-1.691154,4346
16105,20,-1.725,8221
15196,1,1.007658,9314
15196,2,1.015641,29309
15196,3,1.010641,27914
15196,4,0.999108,14429
15196,5,0.981289,789
15196,6,-0.03,8539
15196,7,-1.05375,28069
15196,8,-1.0775,14584
15196,9,-1.10125,9624
15196,10,-1.11875,4819
15196,11,-1.1425,8694
15196,12,-1.16,20319
15196,13,-1.1775,8694
15196,14,-1.20125,13344
15196,15,-1.225,26674
15196,16,-1.2425,20164
15196,17,-1.26,26519
15196,18,-1.27125,29309
15196,19,-1.27625,15359
15196,20,-1.275,26209
30231,1,1.001897,9314
30231,2,-0.01,29309
30231,3,-1.021849,27914
30231,4,-1.040548,14429
30231,5,-1.059247,789
30231,6,-1.084795,8539
30231,7,-1.110342,28069
30231,8,-1.13589,14584
30231,9,-1.161438,9624
30231,10,-1.180137,4819
30231,11,-1.212534,8694
30231,12,-1.251781,20319
30231,13,-1.277329,8694
30231,14,-1.309726,13344
30231,15,-1.335274,26674
30231,16,-1.353973,20164
30231,17,-1.372671,26519
30231,18,-1.384521,29309
30231,19,-1.389521,15359
30231,20,-1.387671,26209
19536,1,-1.020504,9314
19536,2,-1.041008,29309
19536,3,-1.061512,27914
19536,4,-1.089767,14429
19536,5,-1.110271,789
19536,6,-1.154031,8539
19536,7,-1.197791,28069
19536,8,-1.24155,14584
19536,9,-1.28531,9624
19536,10,-1.32907,4819
19536,11,-1.365078,8694
19536,12,-1.408837,20319
19536,13,-1.437093,8694
19536,14,-1.473101,13344
19536,15,-1.501357,26674
19536,16,-1.52186,20164
19536,17,-1.542364,26519
19536,18,-1.555116,29309
19536,19,-1.560116,15359
19536,20,-1.557364,26209
14429,1,1.046887,27681
14429,2,1.09396,18691
14429,3,1.134485,1796
14429,4,1.153684,9236
14429,5,1.167513,4431
14429,6,1.181957,11871
14429,7,1.170405,31866
14429,8,1.158925,17761
14429,9,1.147513,4586
14429,10,1.13617,23806
14429,11,1.124894,22566
14429,12,1.113684,21481
14429,13,1.102539,20241
14429,14,1.097539,19156
14429,15,1.098684,5981
14429,16,1.099894,13421
14429,17,1.094894,20396
14429,18,1.09617,3656
14429,19,1.103925,7531
14429,20,1.118579,32331
13344,1,1.063441,27681
13344,2,1.136939,18691
13344,3,1.196207,1796
13344,4,1.245766,9236
13344,5,1.294249,4431
13344,6,1.340732,11871
13344,7,1.37,31866
13344,8,1.379192,17761
13344,9,1.381396,4586
13344,10,1.391026,23806
13344,11,1.386026,22566
13344,12,1.388454,21481
13344,13,1.406204,20241
13344,14,1.416772,19156
13344,15,1.411772,5981
13344,16,1.406772,13421
13344,17,1.401772,20396
13344,18,1.404681,3656
13344,19,1.415753,7531
13344,20,1.435519,32331
20164,1,1.059639,27681
20164,2,1.119032,18691
20164,3,1.176489,1796
20164,4,1.235605,9236
20164,5,1.289554,4431
20164,6,1.322657,11871
20164,7,1.337549,31866
20164,8,1.36,17761
20164,9,1.369141,4586
20164,10,1.37132,23806
20164,11,1.380897,22566
20164,12,1.383299,21481
20164,13,1.400969,20241
20164,14,1.403684,19156
20164,15,1.406481,5981
20164,16,1.401481,13421
20164,17,1.396481,20396
20164,18,1.399362,3656
20164,19,1.410376,7531
20164,20,1.430055,32331
24891,1,1.102143,24970
24891,2,1.131104,30395
24891,3,1.154811,10400
24891,4,1.157215,11640
24891,5,1.095482,20940
24891,6,1.045145,27450
24891,7,1.004106,12570
24891,8,0.976393,18305
24891,9,-0.045,15980
24891,10,-1.066129,7765
24891,11,-1.076505,18305
24891,12,-1.081505,30085
24891,13,-1.075753,28845
24891,14,-0.07,27450
24891,15,0.93587,13965
24891,16,0.947624,9005
24891,17,0.954106,4200
24891,18,0.972857,19700
24891,19,0.999118,11640
24891,20,1.020482,2960
3656,1,1.200607,4355
3656,2,1.340785,30395
3656,3,1.459286,10400
3656,4,1.48,11640
3656,5,1.475,20940
3656,6,1.427627,27450
3656,7,1.390414,12570
3656,8,1.369836,18305
3656,9,1.342097,15980
3656,10,1.315079,7765
3656,11,1.302895,18305
3656,12,1.297895,30085
3656,13,1.30734,28845
3656,14,1.317097,27450
3656,15,1.312097,13965
3656,16,1.329836,9005
3656,17,1.332582,4200
3656,18,1.343333,19700
3656,19,1.354438,11640
3656,20,1.382759,2960
20241,1,1.167414,24970
20241,2,1.276486,30395
20241,3,1.376813,10400
20241,4,1.422424,11640
20241,5,1.366813,20940
20241,6,1.322273,27450
20241,7,1.279917,12570
20241,8,1.260546,18305
20241,9,1.23457,15980
20241,10,1.209259,7765
20241,11,1.197632,18305
20241,12,1.192632,30085
20241,13,1.200957,28845
20241,14,1.202727,27450
20241,15,1.211486,13965
20241,16,1.213478,9005
20241,17,1.229917,4200
20241,18,1.232222,19700
20241,19,1.242079,11640
20241,20,1.26,2960
18305,1,-1.073702,15079
18305,2,-1.147405,10274
18305,3,-1.213473,17404
18305,4,-1.264275,16319
18305,5,-1.315076,27634
18305,6,-1.358244,5469
18305,7,-1.386145,29184
18305,8,-1.421679,31819
18305,9,-1.457214,21279
18305,10,-1.485115,23759
18305,11,-1.505382,2059
18305,12,-1.510382,13219
18305,13,-1.507748,33369
18305,14,-1.497481,7329
18305,15,-1.487214,22674
18305,16,-1.492214,14614
18305,17,-1.481947,26704
18305,18,-1.471679,14614
18305,19,-1.461412,22674
18305,20,-1.451145,19109
27450,1,-0.005,15079
27450,2,-1.016452,10274
27450,3,-1.027903,17404
27450,4,-1.045806,16319
27450,5,-1.070161,27634
27450,6,-1.120323,5469
27450,7,-1.164032,29184
27450,8,-1.207742,31819
27450,9,-1.238548,21279
27450,10,-1.262903,23759
27450,11,-1.280806,2059
27450,12,-1.285806,13219
27450,13,-1.284355,33369
27450,14,-1.276452,7329
27450,15,-1.262097,22674
27450,16,-1.247742,14614
27450,17,-1.259194,26704
27450,18,-1.270645,14614
27450,19,-1.275645,22674
27450,20,-1.280645,19109
12570,1,-1.032778,15079
12570,2,-1.0725,10274
12570,3,-1.119167,17404
12570,4,-1.165833,16319
12570,5,-1.205556,27634
12570,6,-1.238333,5469
12570,7,-1.271111,29184
12570,8,-1.296944,31819
12570,9,-1.329722,21279
12570,10,-1.355556,23759
12570,11,-1.374444,2059
12570,12,-1.379444,13219
12570,13,-1.3775,33369
12570,14,-1.368611,7329
12570,15,-1.366667,22674
12570,16,-1.364722,14614
12570,17,-1.355833,26704
12570,18,-1.346944,14614
12570,19,-1.338056,22674
12570,20,-1.322222,19109
2059,1,1.062358,11928
2059,2,1.115683,3248
2059,3,1.168908,11928
2059,4,1.20619,16578
2059,5,1.223485,21228
2059,6,1.210964,1853
2059,7,1.19119,15338
2059,8,1.171765,16423
2059,9,1.138908,5418
2059,10,1.113842,27583
2059,11,1.083122,24793
2059,12,1.065683,13943
2059,13,1.048514,2783
2059,14,1.037527,16113
2059,15,1.020745,24638
2059,16,1.015745,19523
2059,17,1.004947,15028
