a
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
6
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
1
1
1
5
4
1
3
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
3
1
5
3
1
7
2
3
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
8
1
7
2
2
1
1
1
5
4
7
7
3
3
3
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
5
6
9
1
1
1
9
6
5
7
7
2
2
6
3
2
1
1
2
2
1
1
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
9
1
9
19
9
19
19
2
7
2
2
4
5
6
20
5
3
20
3
2
2
3
2
1
1
2
2
4
4
4
4
4
4
4
4
4
4
4
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
2
2
2
2
2
3
3
4
5
5
1
11
18
18
5
4
4
3
3
20
20
3
3
3
6
6
2
8
8
8
8
8
8
8
8
2
2
2
2
2
2
2
2
2
2
17
3
1
1
3
9
9
19
13
18
6
19
18
19
15
9
9
9
9
12
12
12
12
12
3
14
14
18
18
18
18
18
18
18
18
18
18
18
10
10
10
10
10
10
10
10
10
10
10
10
10
15
15
15
15
15
15
18
17
17
20
5
17
18
7
8
8
17
17
17
17
17
17
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
