,state,state_p,act,r_vel
0,"(0.0, 2.86)","(5e-06, 3.08)",10.0,-0.005
1,"(0.0, 2.86)","(1.8e-05, 3.08)",20.0,-0.01
2,"(0.0, 2.86)","(2.5e-05, 3.08)",30.0,-0.015
3,"(0.0, 2.86)","(2.6e-05, 3.08)",40.0,-0.02
4,"(0.0, 2.86)","(2.2e-05, 3.08)",50.0,-1.053169
5,"(0.0, 2.86)","(1.4e-05, 3.08)",60.0,-1.142676
6,"(0.0, 2.86)","(4e-06, 3.08)",70.0,-1.232183
7,"(0.0, 2.86)","(2e-06, 3.08)",80.0,-1.32169
8,"(0.0, 2.86)","(7e-06, 3.08)",90.0,-1.404155
9,"(0.0, 2.86)","(1.2e-05, 3.08)",100.0,-1.48662
10,"(0.0, 2.86)","(1.8e-05, 3.08)",110.0,-1.562042
11,"(0.0, 2.86)","(2.2e-05, 3.08)",120.0,-1.637465
12,"(0.0, 2.86)","(2.6e-05, 3.08)",130.0,-1.705845
13,"(0.0, 2.86)","(3e-05, 3.08)",140.0,-1.774225
14,"(0.0, 2.86)","(3.5e-05, 3.08)",150.0,-1.842606
15,"(0.0, 2.86)","(3.8e-05, 3.08)",160.0,-1.910986
16,"(0.0, 2.86)","(4.1e-05, 3.08)",170.0,-1.972324
17,"(0.0, 2.86)","(4.4e-05, 3.08)",180.0,-2.040704
18,"(0.0, 2.86)","(4.7e-05, 3.08)",190.0,-2.102042
19,"(0.0, 2.86)","(5e-05, 3.08)",200.0,-2.16338
20,"(4.4e-05, 3.08)","(9.4e-05, 2.508)",10.0,1.12689
21,"(4.4e-05, 3.08)","(0.00011, 2.508)",20.0,1.273482
22,"(4.4e-05, 3.08)","(0.000124, 2.508)",30.0,1.440696
23,"(4.4e-05, 3.08)","(0.000135, 2.508)",40.0,1.595169
24,"(4.4e-05, 3.08)","(0.00014, 2.508)",50.0,1.755186
25,"(4.4e-05, 3.08)","(0.000138, 2.508)",60.0,1.912568
26,"(4.4e-05, 3.08)","(0.000129, 2.508)",70.0,2.048333
27,"(4.4e-05, 3.08)","(0.000112, 2.508)",80.0,2.066227
28,"(4.4e-05, 3.08)","(9.3e-05, 2.508)",90.0,2.038333
29,"(4.4e-05, 3.08)","(8e-05, 2.508)",100.0,1.974648
30,"(4.4e-05, 3.08)","(7.9e-05, 2.508)",110.0,1.914178
31,"(4.4e-05, 3.08)","(7.8e-05, 2.508)",120.0,1.856667
32,"(4.4e-05, 3.08)","(7.6e-05, 2.508)",130.0,1.801883
33,"(4.4e-05, 3.08)","(7.6e-05, 2.508)",140.0,1.755397
34,"(4.4e-05, 3.08)","(7.5e-05, 2.508)",150.0,1.716277
35,"(4.4e-05, 3.08)","(7.4e-05, 2.508)",160.0,1.66772
36,"(4.4e-05, 3.08)","(7.3e-05, 2.508)",170.0,1.641727
37,"(4.4e-05, 3.08)","(7.3e-05, 2.508)",180.0,1.601176
38,"(4.4e-05, 3.08)","(7.3e-05, 2.508)",190.0,1.581385
39,"(4.4e-05, 3.08)","(7.2e-05, 2.508)",200.0,1.552299
40,"(5e-06, 3.08)","(9.4e-05, 2.508)",10.0,1.105577
41,"(5e-06, 3.08)","(0.00011, 2.508)",20.0,1.222
42,"(5e-06, 3.08)","(0.000124, 2.508)",30.0,1.364104
43,"(5e-06, 3.08)","(0.000135, 2.508)",40.0,1.470323
44,"(5e-06, 3.08)","(0.00014, 2.508)",50.0,1.613298
45,"(5e-06, 3.08)","(0.000138, 2.508)",60.0,1.674797
46,"(5e-06, 3.08)","(0.000129, 2.508)",70.0,1.715
47,"(5e-06, 3.08)","(0.000112, 2.508)",80.0,1.71
48,"(5e-06, 3.08)","(9.3e-05, 2.508)",90.0,1.678881
49,"(5e-06, 3.08)","(8e-05, 2.508)",100.0,1.63
50,"(5e-06, 3.08)","(7.9e-05, 2.508)",110.0,1.595
51,"(5e-06, 3.08)","(7.8e-05, 2.508)",120.0,1.544167
52,"(5e-06, 3.08)","(7.6e-05, 2.508)",130.0,1.495811
53,"(5e-06, 3.08)","(7.6e-05, 2.508)",140.0,1.454752
54,"(5e-06, 3.08)","(7.5e-05, 2.508)",150.0,1.425
55,"(5e-06, 3.08)","(7.4e-05, 2.508)",160.0,1.391338
56,"(5e-06, 3.08)","(7.3e-05, 2.508)",170.0,1.354252
57,"(5e-06, 3.08)","(7.3e-05, 2.508)",180.0,1.327178
58,"(5e-06, 3.08)","(7.3e-05, 2.508)",190.0,1.30077
59,"(5e-06, 3.08)","(7.2e-05, 2.508)",200.0,1.279104
60,"(1.8e-05, 3.08)","(9.4e-05, 2.508)",10.0,1.105577
61,"(1.8e-05, 3.08)","(0.00011, 2.508)",20.0,1.225294
62,"(1.8e-05, 3.08)","(0.000124, 2.508)",30.0,1.339839
63,"(1.8e-05, 3.08)","(0.000135, 2.508)",40.0,1.475146
64,"(1.8e-05, 3.08)","(0.00014, 2.508)",50.0,1.579167
65,"(1.8e-05, 3.08)","(0.000138, 2.508)",60.0,1.643913
66,"(1.8e-05, 3.08)","(0.000129, 2.508)",70.0,1.688881
67,"(1.8e-05, 3.08)","(0.000112, 2.508)",80.0,1.690337
68,"(1.8e-05, 3.08)","(9.3e-05, 2.508)",90.0,1.659797
69,"(1.8e-05, 3.08)","(8e-05, 2.508)",100.0,1.636131
70,"(1.8e-05, 3.08)","(7.9e-05, 2.508)",110.0,1.583298
71,"(1.8e-05, 3.08)","(7.8e-05, 2.508)",120.0,1.533103
72,"(1.8e-05, 3.08)","(7.6e-05, 2.508)",130.0,1.501102
73,"(1.8e-05, 3.08)","(7.6e-05, 2.508)",140.0,1.459801
74,"(1.8e-05, 3.08)","(7.5e-05, 2.508)",150.0,1.420146
75,"(1.8e-05, 3.08)","(7.4e-05, 2.508)",160.0,1.386667
76,"(1.8e-05, 3.08)","(7.3e-05, 2.508)",170.0,1.35875
77,"(1.8e-05, 3.08)","(7.3e-05, 2.508)",180.0,1.322844
78,"(1.8e-05, 3.08)","(7.3e-05, 2.508)",190.0,1.30077
79,"(1.8e-05, 3.08)","(7.2e-05, 2.508)",200.0,1.279104
80,"(0.000138, 2.508)","(3.2e-05, 2.992)",10.0,1.045725
81,"(0.000138, 2.508)","(3.6e-05, 2.992)",20.0,1.040725
82,"(0.000138, 2.508)","(3.7e-05, 2.992)",30.0,1.035725
83,"(0.000138, 2.508)","(3.4e-05, 2.992)",40.0,1.030725
84,"(0.000138, 2.508)","(2.9e-05, 2.992)",50.0,1.025725
85,"(0.000138, 2.508)","(2.2e-05, 2.992)",60.0,1.005714
86,"(0.000138, 2.508)","(1.5e-05, 2.992)",70.0,-1.076379
87,"(0.000138, 2.508)","(1e-05, 2.992)",80.0,-1.150345
88,"(0.000138, 2.508)","(7e-06, 2.992)",90.0,-1.231207
89,"(0.000138, 2.508)","(7e-06, 2.992)",100.0,-1.298276
90,"(0.000138, 2.508)","(7e-06, 2.992)",110.0,-1.372241
91,"(0.000138, 2.508)","(9e-06, 2.992)",120.0,-1.43931
92,"(0.000138, 2.508)","(1.1e-05, 2.992)",130.0,-1.506379
93,"(0.000138, 2.508)","(1.3e-05, 2.992)",140.0,-1.573448
94,"(0.000138, 2.508)","(1.5e-05, 2.992)",150.0,-1.633621
95,"(0.000138, 2.508)","(1.7e-05, 2.992)",160.0,-1.693793
96,"(0.000138, 2.508)","(1.9e-05, 2.992)",170.0,-1.753966
97,"(0.000138, 2.508)","(2.1e-05, 2.992)",180.0,-1.814138
98,"(0.000138, 2.508)","(2.3e-05, 2.992)",190.0,-1.87431
99,"(0.000138, 2.508)","(2.5e-05, 2.992)",200.0,-1.927586
100,"(0.000135, 2.508)","(3.2e-05, 2.992)",10.0,1.084172
101,"(0.000135, 2.508)","(3.6e-05, 2.992)",20.0,1.161233
102,"(0.000135, 2.508)","(3.7e-05, 2.992)",30.0,1.22413
103,"(0.000135, 2.508)","(3.4e-05, 2.992)",40.0,1.265714
104,"(0.000135, 2.508)","(2.9e-05, 2.992)",50.0,1.260714
105,"(0.000135, 2.508)","(2.2e-05, 2.992)",60.0,1.191429
106,"(0.000135, 2.508)","(1.5e-05, 2.992)",70.0,1.09745
107,"(0.000135, 2.508)","(1e-05, 2.992)",80.0,1.022112
108,"(0.000135, 2.508)","(7e-06, 2.992)",90.0,-1.050848
109,"(0.000135, 2.508)","(7e-06, 2.992)",100.0,-1.10848
110,"(0.000135, 2.508)","(7e-06, 2.992)",110.0,-1.171959
111,"(0.000135, 2.508)","(9e-06, 2.992)",120.0,-1.229591
112,"(0.000135, 2.508)","(1.1e-05, 2.992)",130.0,-1.287222
113,"(0.000135, 2.508)","(1.3e-05, 2.992)",140.0,-1.344854
114,"(0.000135, 2.508)","(1.5e-05, 2.992)",150.0,-1.396637
115,"(0.000135, 2.508)","(1.7e-05, 2.992)",160.0,-1.448421
116,"(0.000135, 2.508)","(1.9e-05, 2.992)",170.0,-1.500205
117,"(0.000135, 2.508)","(2.1e-05, 2.992)",180.0,-1.551988
118,"(0.000135, 2.508)","(2.3e-05, 2.992)",190.0,-1.603772
119,"(0.000135, 2.508)","(2.5e-05, 2.992)",200.0,-1.649708
120,"(7.5e-05, 2.508)","(3.2e-05, 2.992)",10.0,1.036667
121,"(7.5e-05, 2.508)","(3.6e-05, 2.992)",20.0,1.058376
122,"(7.5e-05, 2.508)","(3.7e-05, 2.992)",30.0,1.062586
123,"(7.5e-05, 2.508)","(3.4e-05, 2.992)",40.0,1.048376
124,"(7.5e-05, 2.508)","(2.9e-05, 2.992)",50.0,-1.057
125,"(7.5e-05, 2.508)","(2.2e-05, 2.992)",60.0,-1.15
126,"(7.5e-05, 2.508)","(1.5e-05, 2.992)",70.0,-1.243
127,"(7.5e-05, 2.508)","(1e-05, 2.992)",80.0,-1.328
128,"(7.5e-05, 2.508)","(7e-06, 2.992)",90.0,-1.421
129,"(7.5e-05, 2.508)","(7e-06, 2.992)",100.0,-1.498
130,"(7.5e-05, 2.508)","(7e-06, 2.992)",110.0,-1.583
131,"(7.5e-05, 2.508)","(9e-06, 2.992)",120.0,-1.66
132,"(7.5e-05, 2.508)","(1.1e-05, 2.992)",130.0,-1.737
133,"(7.5e-05, 2.508)","(1.3e-05, 2.992)",140.0,-1.814
134,"(7.5e-05, 2.508)","(1.5e-05, 2.992)",150.0,-1.883
135,"(7.5e-05, 2.508)","(1.7e-05, 2.992)",160.0,-1.952
136,"(7.5e-05, 2.508)","(1.9e-05, 2.992)",170.0,-2.021
137,"(7.5e-05, 2.508)","(2.1e-05, 2.992)",180.0,-2.09
138,"(7.5e-05, 2.508)","(2.3e-05, 2.992)",190.0,-2.159
139,"(7.5e-05, 2.508)","(2.5e-05, 2.992)",200.0,-2.22
140,"(1.5e-05, 2.992)","(8.1e-05, 3.256)",10.0,1.187201
141,"(1.5e-05, 2.992)","(8e-05, 3.256)",20.0,1.402541
142,"(1.5e-05, 2.992)","(7.8e-05, 3.256)",30.0,1.656875
143,"(1.5e-05, 2.992)","(7.6e-05, 3.256)",40.0,1.916652
144,"(1.5e-05, 2.992)","(7.3e-05, 3.256)",50.0,2.181186
145,"(1.5e-05, 2.992)","(7e-05, 3.256)",60.0,2.401818
146,"(1.5e-05, 2.992)","(6.6e-05, 3.256)",70.0,2.369494
147,"(1.5e-05, 2.992)","(6.3e-05, 3.256)",80.0,2.212632
148,"(1.5e-05, 2.992)","(6.1e-05, 3.256)",90.0,2.084353
149,"(1.5e-05, 2.992)","(5.9e-05, 3.256)",100.0,1.968868
150,"(1.5e-05, 2.992)","(5.7e-05, 3.256)",110.0,1.872928
151,"(1.5e-05, 2.992)","(5.6e-05, 3.256)",120.0,1.784828
152,"(1.5e-05, 2.992)","(5.5e-05, 3.256)",130.0,1.703595
153,"(1.5e-05, 2.992)","(5.5e-05, 3.256)",140.0,1.635179
154,"(1.5e-05, 2.992)","(5.4e-05, 3.256)",150.0,1.571154
155,"(1.5e-05, 2.992)","(5.4e-05, 3.256)",160.0,1.511078
156,"(1.5e-05, 2.992)","(5.4e-05, 3.256)",170.0,1.454568
157,"(1.5e-05, 2.992)","(5.5e-05, 3.256)",180.0,1.406503
158,"(1.5e-05, 2.992)","(5.5e-05, 3.256)",190.0,1.355847
159,"(1.5e-05, 2.992)","(5.6e-05, 3.256)",200.0,1.312541
160,"(2.1e-05, 2.992)","(8.1e-05, 3.256)",10.0,1.197667
161,"(2.1e-05, 2.992)","(8e-05, 3.256)",20.0,1.412713
162,"(2.1e-05, 2.992)","(7.8e-05, 3.256)",30.0,1.686887
163,"(2.1e-05, 2.992)","(7.6e-05, 3.256)",40.0,1.95807
164,"(2.1e-05, 2.992)","(7.3e-05, 3.256)",50.0,2.175
165,"(2.1e-05, 2.992)","(7e-05, 3.256)",60.0,2.356243
166,"(2.1e-05, 2.992)","(6.6e-05, 3.256)",70.0,2.498708
167,"(2.1e-05, 2.992)","(6.3e-05, 3.256)",80.0,2.333684
168,"(2.1e-05, 2.992)","(6.1e-05, 3.256)",90.0,2.198781
169,"(2.1e-05, 2.992)","(5.9e-05, 3.256)",100.0,2.077358
170,"(2.1e-05, 2.992)","(5.7e-05, 3.256)",110.0,1.976532
171,"(2.1e-05, 2.992)","(5.6e-05, 3.256)",120.0,1.883966
172,"(2.1e-05, 2.992)","(5.5e-05, 3.256)",130.0,1.798636
173,"(2.1e-05, 2.992)","(5.5e-05, 3.256)",140.0,1.726813
174,"(2.1e-05, 2.992)","(5.4e-05, 3.256)",150.0,1.659615
175,"(2.1e-05, 2.992)","(5.4e-05, 3.256)",160.0,1.59658
176,"(2.1e-05, 2.992)","(5.4e-05, 3.256)",170.0,1.537302
177,"(2.1e-05, 2.992)","(5.5e-05, 3.256)",180.0,1.486923
178,"(2.1e-05, 2.992)","(5.5e-05, 3.256)",190.0,1.433814
179,"(2.1e-05, 2.992)","(5.6e-05, 3.256)",200.0,1.388449
180,"(1.1e-05, 2.992)","(8.1e-05, 3.256)",10.0,1.18232
181,"(1.1e-05, 2.992)","(8e-05, 3.256)",20.0,1.391361
182,"(1.1e-05, 2.992)","(7.8e-05, 3.256)",30.0,1.633
183,"(1.1e-05, 2.992)","(7.6e-05, 3.256)",40.0,1.878618
184,"(1.1e-05, 2.992)","(7.3e-05, 3.256)",50.0,2.132068
185,"(1.1e-05, 2.992)","(7e-05, 3.256)",60.0,2.379357
186,"(1.1e-05, 2.992)","(6.6e-05, 3.256)",70.0,2.279607
187,"(1.1e-05, 2.992)","(6.3e-05, 3.256)",80.0,2.128421
188,"(1.1e-05, 2.992)","(6.1e-05, 3.256)",90.0,2.004751
189,"(1.1e-05, 2.992)","(5.9e-05, 3.256)",100.0,1.893396
190,"(1.1e-05, 2.992)","(5.7e-05, 3.256)",110.0,1.800856
191,"(1.1e-05, 2.992)","(5.6e-05, 3.256)",120.0,1.715862
192,"(1.1e-05, 2.992)","(5.5e-05, 3.256)",130.0,1.637479
193,"(1.1e-05, 2.992)","(5.5e-05, 3.256)",140.0,1.571434
194,"(1.1e-05, 2.992)","(5.4e-05, 3.256)",150.0,1.509615
195,"(1.1e-05, 2.992)","(5.4e-05, 3.256)",160.0,1.451599
196,"(1.1e-05, 2.992)","(5.4e-05, 3.256)",170.0,1.397014
197,"(1.1e-05, 2.992)","(5.5e-05, 3.256)",180.0,1.350559
198,"(1.1e-05, 2.992)","(5.5e-05, 3.256)",190.0,1.30161
199,"(1.1e-05, 2.992)","(5.6e-05, 3.256)",200.0,1.259736
200,"(7e-05, 3.256)","(1.4e-05, 2.156)",10.0,1.075153
201,"(7e-05, 3.256)","(2e-06, 2.156)",20.0,1.145102
202,"(7e-05, 3.256)","(4e-06, 2.156)",30.0,1.204828
203,"(7e-05, 3.256)","(3e-06, 2.156)",40.0,1.243393
204,"(7e-05, 3.256)","(2e-06, 2.156)",50.0,1.267237
205,"(7e-05, 3.256)","(7e-06, 2.156)",60.0,1.250543
206,"(7e-05, 3.256)","(1.4e-05, 2.156)",70.0,1.228393
207,"(7e-05, 3.256)","(1.9e-05, 2.156)",80.0,1.195808
208,"(7e-05, 3.256)","(2.6e-05, 2.156)",90.0,1.159255
209,"(7e-05, 3.256)","(3.1e-05, 2.156)",100.0,1.119421
210,"(7e-05, 3.256)","(3.6e-05, 2.156)",110.0,1.077
211,"(7e-05, 3.256)","(4e-05, 2.156)",120.0,1.045469
212,"(7e-05, 3.256)","(4.5e-05, 2.156)",130.0,1.015153
213,"(7e-05, 3.256)","(4.9e-05, 2.156)",140.0,0.982045
214,"(7e-05, 3.256)","(5.2e-05, 2.156)",150.0,0.942986
215,"(7e-05, 3.256)","(5.6e-05, 2.156)",160.0,-1.094134
216,"(7e-05, 3.256)","(5.9e-05, 2.156)",170.0,-1.130936
217,"(7e-05, 3.256)","(6.2e-05, 2.156)",180.0,-1.167739
218,"(7e-05, 3.256)","(6.5e-05, 2.156)",190.0,-1.201007
219,"(7e-05, 3.256)","(6.7e-05, 2.156)",200.0,-1.230742
220,"(3.4e-05, 3.256)","(1.5e-05, 2.156)",10.0,1.033278
221,"(3.4e-05, 3.256)","(2e-06, 2.156)",20.0,1.053725
222,"(3.4e-05, 3.256)","(4e-06, 2.156)",30.0,1.059257
223,"(3.4e-05, 3.256)","(3e-06, 2.156)",40.0,1.054257
224,"(3.4e-05, 3.256)","(2e-06, 2.156)",50.0,1.043966
225,"(3.4e-05, 3.256)","(7e-06, 2.156)",60.0,1.023398
226,"(3.4e-05, 3.256)","(1.4e-05, 2.156)",70.0,0.993436
227,"(3.4e-05, 3.256)","(1.9e-05, 2.156)",80.0,0.96463
228,"(3.4e-05, 3.256)","(2.6e-05, 2.156)",90.0,-1.063433
229,"(3.4e-05, 3.256)","(3.1e-05, 2.156)",100.0,-1.096083
230,"(3.4e-05, 3.256)","(3.6e-05, 2.156)",110.0,-1.151774
231,"(3.4e-05, 3.256)","(4e-05, 2.156)",120.0,-1.202857
232,"(3.4e-05, 3.256)","(4.5e-05, 2.156)",130.0,-1.25394
233,"(3.4e-05, 3.256)","(4.9e-05, 2.156)",140.0,-1.305023
234,"(3.4e-05, 3.256)","(5.2e-05, 2.156)",150.0,-1.356106
235,"(3.4e-05, 3.256)","(5.6e-05, 2.156)",160.0,-1.402581
236,"(3.4e-05, 3.256)","(5.9e-05, 2.156)",170.0,-1.449055
237,"(3.4e-05, 3.256)","(6.2e-05, 2.156)",180.0,-1.49553
238,"(3.4e-05, 3.256)","(6.5e-05, 2.156)",190.0,-1.537396
239,"(3.4e-05, 3.256)","(6.7e-05, 2.156)",200.0,-1.574654
240,"(5.6e-05, 3.256)","(1.5e-05, 2.156)",10.0,1.101557
241,"(5.6e-05, 3.256)","(2e-06, 2.156)",20.0,1.213565
242,"(5.6e-05, 3.256)","(4e-06, 2.156)",30.0,1.317237
243,"(5.6e-05, 3.256)","(3e-06, 2.156)",40.0,1.426429
244,"(5.6e-05, 3.256)","(2e-06, 2.156)",50.0,1.503302
245,"(5.6e-05, 3.256)","(7e-06, 2.156)",60.0,1.539767
246,"(5.6e-05, 3.256)","(1.4e-05, 2.156)",70.0,1.559488
247,"(5.6e-05, 3.256)","(1.9e-05, 2.156)",80.0,1.523707
248,"(5.6e-05, 3.256)","(2.6e-05, 2.156)",90.0,1.489091
249,"(5.6e-05, 3.256)","(3.1e-05, 2.156)",100.0,1.45
250,"(5.6e-05, 3.256)","(3.6e-05, 2.156)",110.0,1.407094
251,"(5.6e-05, 3.256)","(4e-05, 2.156)",120.0,1.361053
252,"(5.6e-05, 3.256)","(4.5e-05, 2.156)",130.0,1.321986
253,"(5.6e-05, 3.256)","(4.9e-05, 2.156)",140.0,1.28906
254,"(5.6e-05, 3.256)","(5.2e-05, 2.156)",150.0,1.257237
255,"(5.6e-05, 3.256)","(5.6e-05, 2.156)",160.0,1.222251
256,"(5.6e-05, 3.256)","(5.9e-05, 2.156)",170.0,1.196646
257,"(5.6e-05, 3.256)","(6.2e-05, 2.156)",180.0,1.167764
258,"(5.6e-05, 3.256)","(6.5e-05, 2.156)",190.0,1.147331
259,"(5.6e-05, 3.256)","(6.7e-05, 2.156)",200.0,1.123565
260,"(3e-06, 2.156)","(2.7e-05, 3.3)",10.0,1.203202
261,"(3e-06, 2.156)","(2.3e-05, 3.3)",20.0,1.42985
262,"(3e-06, 2.156)","(2.3e-05, 3.3)",30.0,1.702489
263,"(3e-06, 2.156)","(2.3e-05, 3.3)",40.0,1.964456
264,"(3e-06, 2.156)","(2.5e-05, 3.3)",50.0,2.138842
265,"(3e-06, 2.156)","(2.6e-05, 3.3)",60.0,2.305366
266,"(3e-06, 2.156)","(2.6e-05, 3.3)",70.0,2.484737
267,"(3e-06, 2.156)","(2.6e-05, 3.3)",80.0,2.657183
268,"(3e-06, 2.156)","(2.5e-05, 3.3)",90.0,2.52547
269,"(3e-06, 2.156)","(2.4e-05, 3.3)",100.0,2.374051
270,"(3e-06, 2.156)","(2.2e-05, 3.3)",110.0,2.238413
271,"(3e-06, 2.156)","(1.9e-05, 3.3)",120.0,2.128571
272,"(3e-06, 2.156)","(1.7e-05, 3.3)",130.0,2.016522
273,"(3e-06, 2.156)","(1.5e-05, 3.3)",140.0,1.924792
274,"(3e-06, 2.156)","(1.5e-05, 3.3)",150.0,1.84
275,"(3e-06, 2.156)","(1.5e-05, 3.3)",160.0,1.770242
276,"(3e-06, 2.156)","(1.6e-05, 3.3)",170.0,1.696395
277,"(3e-06, 2.156)","(1.6e-05, 3.3)",180.0,1.635225
278,"(3e-06, 2.156)","(1.7e-05, 3.3)",190.0,1.577489
279,"(3e-06, 2.156)","(1.7e-05, 3.3)",200.0,1.522881
280,"(4.9e-05, 2.156)","(2.7e-05, 3.3)",10.0,1.235
281,"(4.9e-05, 2.156)","(2.3e-05, 3.3)",20.0,1.497599
282,"(4.9e-05, 2.156)","(2.3e-05, 3.3)",30.0,1.660676
283,"(4.9e-05, 2.156)","(2.3e-05, 3.3)",40.0,1.823866
284,"(4.9e-05, 2.156)","(2.5e-05, 3.3)",50.0,1.99126
285,"(4.9e-05, 2.156)","(2.6e-05, 3.3)",60.0,2.155022
286,"(4.9e-05, 2.156)","(2.6e-05, 3.3)",70.0,2.315711
287,"(4.9e-05, 2.156)","(2.6e-05, 3.3)",80.0,2.490612
288,"(4.9e-05, 2.156)","(2.5e-05, 3.3)",90.0,2.650652
289,"(4.9e-05, 2.156)","(2.4e-05, 3.3)",100.0,2.817052
290,"(4.9e-05, 2.156)","(2.2e-05, 3.3)",110.0,2.91506
291,"(4.9e-05, 2.156)","(1.9e-05, 3.3)",120.0,2.774286
292,"(4.9e-05, 2.156)","(1.7e-05, 3.3)",130.0,2.630652
293,"(4.9e-05, 2.156)","(1.5e-05, 3.3)",140.0,2.513333
294,"(4.9e-05, 2.156)","(1.5e-05, 3.3)",150.0,2.405
295,"(4.9e-05, 2.156)","(1.5e-05, 3.3)",160.0,2.316135
296,"(4.9e-05, 2.156)","(1.6e-05, 3.3)",170.0,2.221977
297,"(4.9e-05, 2.156)","(1.6e-05, 3.3)",180.0,2.144234
298,"(4.9e-05, 2.156)","(1.7e-05, 3.3)",190.0,2.070939
299,"(4.9e-05, 2.156)","(1.7e-05, 3.3)",200.0,2.001695
300,"(4e-05, 2.156)","(2.7e-05, 3.3)",10.0,1.22762
301,"(4e-05, 2.156)","(2.3e-05, 3.3)",20.0,1.481909
302,"(4e-05, 2.156)","(2.3e-05, 3.3)",30.0,1.692407
303,"(4e-05, 2.156)","(2.3e-05, 3.3)",40.0,1.861633
304,"(4e-05, 2.156)","(2.5e-05, 3.3)",50.0,2.023889
305,"(4e-05, 2.156)","(2.6e-05, 3.3)",60.0,2.197053
306,"(4e-05, 2.156)","(2.6e-05, 3.3)",70.0,2.366042
307,"(4e-05, 2.156)","(2.6e-05, 3.3)",80.0,2.535419
308,"(4e-05, 2.156)","(2.5e-05, 3.3)",90.0,2.699048
309,"(4e-05, 2.156)","(2.4e-05, 3.3)",100.0,2.867722
310,"(4e-05, 2.156)","(2.2e-05, 3.3)",110.0,2.705479
311,"(4e-05, 2.156)","(1.9e-05, 3.3)",120.0,2.574286
312,"(4e-05, 2.156)","(1.7e-05, 3.3)",130.0,2.440435
313,"(4e-05, 2.156)","(1.5e-05, 3.3)",140.0,2.331042
314,"(4e-05, 2.156)","(1.5e-05, 3.3)",150.0,2.23
315,"(4e-05, 2.156)","(1.5e-05, 3.3)",160.0,2.147053
316,"(4e-05, 2.156)","(1.6e-05, 3.3)",170.0,2.059186
317,"(4e-05, 2.156)","(1.6e-05, 3.3)",180.0,1.986577
318,"(4e-05, 2.156)","(1.7e-05, 3.3)",190.0,1.9181
319,"(4e-05, 2.156)","(1.7e-05, 3.3)",200.0,1.85339
320,"(2.5e-05, 3.3)","(4.8e-05, 3.212)",10.0,1.102417
321,"(2.5e-05, 3.3)","(3.9e-05, 3.212)",20.0,1.209718
322,"(2.5e-05, 3.3)","(3.2e-05, 3.212)",30.0,1.313221
323,"(2.5e-05, 3.3)","(2.7e-05, 3.212)",40.0,1.428161
324,"(2.5e-05, 3.3)","(2.5e-05, 3.212)",50.0,1.515925
325,"(2.5e-05, 3.3)","(2.5e-05, 3.212)",60.0,1.561912
326,"(2.5e-05, 3.3)","(2.6e-05, 3.212)",70.0,1.586723
327,"(2.5e-05, 3.3)","(2.7e-05, 3.212)",80.0,1.581723
328,"(2.5e-05, 3.3)","(3e-05, 3.212)",90.0,1.552786
329,"(2.5e-05, 3.3)","(3.3e-05, 3.212)",100.0,1.507554
330,"(2.5e-05, 3.3)","(3.5e-05, 3.212)",110.0,1.464298
331,"(2.5e-05, 3.3)","(3.8e-05, 3.212)",120.0,1.422877
332,"(2.5e-05, 3.3)","(4.1e-05, 3.212)",130.0,1.383161
333,"(2.5e-05, 3.3)","(4.4e-05, 3.212)",140.0,1.345033
334,"(2.5e-05, 3.3)","(4.7e-05, 3.212)",150.0,1.308387
335,"(2.5e-05, 3.3)","(5e-05, 3.212)",160.0,1.277367
336,"(2.5e-05, 3.3)","(5.2e-05, 3.212)",170.0,1.25142
337,"(2.5e-05, 3.3)","(5.5e-05, 3.212)",180.0,1.222121
338,"(2.5e-05, 3.3)","(5.7e-05, 3.212)",190.0,1.201407
339,"(2.5e-05, 3.3)","(5.9e-05, 3.212)",200.0,1.177286
340,"(1e-05, 3.3)","(4.8e-05, 3.212)",10.0,1.092561
341,"(1e-05, 3.3)","(3.9e-05, 3.212)",20.0,1.19178
342,"(1e-05, 3.3)","(3.2e-05, 3.212)",30.0,1.283077
343,"(1e-05, 3.3)","(2.7e-05, 3.212)",40.0,1.357551
344,"(1e-05, 3.3)","(2.5e-05, 3.212)",50.0,1.431835
345,"(1e-05, 3.3)","(2.5e-05, 3.212)",60.0,1.47
346,"(1e-05, 3.3)","(2.6e-05, 3.212)",70.0,1.476194
347,"(1e-05, 3.3)","(2.7e-05, 3.212)",80.0,1.476854
348,"(1e-05, 3.3)","(3e-05, 3.212)",90.0,1.438516
349,"(1e-05, 3.3)","(3.3e-05, 3.212)",100.0,1.412094
350,"(1e-05, 3.3)","(3.5e-05, 3.212)",110.0,1.376095
351,"(1e-05, 3.3)","(3.8e-05, 3.212)",120.0,1.341384
352,"(1e-05, 3.3)","(4.1e-05, 3.212)",130.0,1.298636
353,"(1e-05, 3.3)","(4.4e-05, 3.212)",140.0,1.266634
354,"(1e-05, 3.3)","(4.7e-05, 3.212)",150.0,1.231452
355,"(1e-05, 3.3)","(5e-05, 3.212)",160.0,1.205714
356,"(1e-05, 3.3)","(5.2e-05, 3.212)",170.0,1.176682
357,"(1e-05, 3.3)","(5.5e-05, 3.212)",180.0,1.16
358,"(1e-05, 3.3)","(5.7e-05, 3.212)",190.0,1.132273
359,"(1e-05, 3.3)","(5.9e-05, 3.212)",200.0,1.112575
