,state,state_p,act,r_vel
5243,"(5.8e-05, 4.84)","(9.6e-05, 6.16)",40.0,1.385685
5244,"(5.8e-05, 4.84)","(9.9e-05, 6.16)",50.0,1.465411
5245,"(5.8e-05, 4.84)","(0.000103, 6.16)",60.0,1.511076
5246,"(5.8e-05, 4.84)","(0.000106, 6.16)",70.0,1.523739
5247,"(5.8e-05, 4.84)","(0.00011, 6.16)",80.0,1.536812
5248,"(5.8e-05, 4.84)","(0.000114, 6.16)",90.0,1.509286
5249,"(5.8e-05, 4.84)","(0.000117, 6.16)",100.0,1.495455
5250,"(5.8e-05, 4.84)","(0.00012, 6.16)",110.0,1.477394
5251,"(5.8e-05, 4.84)","(0.000123, 6.16)",120.0,1.45532
5252,"(5.8e-05, 4.84)","(0.000125, 6.16)",130.0,1.425411
5253,"(5.8e-05, 4.84)","(0.000126, 6.16)",140.0,1.412289
5254,"(5.8e-05, 4.84)","(0.000126, 6.16)",150.0,1.403261
5255,"(5.8e-05, 4.84)","(0.000125, 6.16)",160.0,1.382366
5256,"(5.8e-05, 4.84)","(0.000121, 6.16)",170.0,1.381307
5257,"(5.8e-05, 4.84)","(0.000115, 6.16)",180.0,1.372366
5258,"(5.8e-05, 4.84)","(0.000106, 6.16)",190.0,1.367366
5259,"(5.8e-05, 4.84)","(9e-05, 6.16)",200.0,1.366307
5260,"(0.000147, 4.84)","(0.000106, 6.16)",10.0,1.111573
5261,"(0.000147, 4.84)","(9.7e-05, 6.16)",20.0,1.238038
5262,"(0.000147, 4.84)","(9.5e-05, 6.16)",30.0,1.370017
5263,"(0.000147, 4.84)","(9.6e-05, 6.16)",40.0,1.526693
5264,"(0.000147, 4.84)","(9.9e-05, 6.16)",50.0,1.673718
5265,"(0.000147, 4.84)","(0.000103, 6.16)",60.0,1.780934
5266,"(0.000147, 4.84)","(0.000106, 6.16)",70.0,1.889939
5267,"(0.000147, 4.84)","(0.00011, 6.16)",80.0,1.942544
5268,"(0.000147, 4.84)","(0.000114, 6.16)",90.0,1.998702
5269,"(0.000147, 4.84)","(0.000117, 6.16)",100.0,2.020313
5270,"(0.000147, 4.84)","(0.00012, 6.16)",110.0,1.999264
5271,"(0.000147, 4.84)","(0.000123, 6.16)",120.0,2.004935
5272,"(0.000147, 4.84)","(0.000125, 6.16)",130.0,2.010718
5273,"(0.000147, 4.84)","(0.000126, 6.16)",140.0,2.022105
5274,"(0.000147, 4.84)","(0.000126, 6.16)",150.0,2.006152
5275,"(0.000147, 4.84)","(0.000125, 6.16)",160.0,2.034362
5276,"(0.000147, 4.84)","(0.000121, 6.16)",170.0,2.063649
5277,"(0.000147, 4.84)","(0.000115, 6.16)",180.0,2.041367
5278,"(0.000147, 4.84)","(0.000106, 6.16)",190.0,2.042097
5279,"(0.000147, 4.84)","(9e-05, 6.16)",200.0,2.042857
5280,"(0.000359, 4.84)","(0.000106, 6.16)",10.0,1.08095
5281,"(0.000359, 4.84)","(9.7e-05, 6.16)",20.0,1.156963
5282,"(0.000359, 4.84)","(9.5e-05, 6.16)",30.0,1.248462
5283,"(0.000359, 4.84)","(9.6e-05, 6.16)",40.0,1.334639
5284,"(0.000359, 4.84)","(9.9e-05, 6.16)",50.0,1.409498
5285,"(0.000359, 4.84)","(0.000103, 6.16)",60.0,1.497907
5286,"(0.000359, 4.84)","(0.000106, 6.16)",70.0,1.567439
5287,"(0.000359, 4.84)","(0.00011, 6.16)",80.0,1.582222
5288,"(0.000359, 4.84)","(0.000114, 6.16)",90.0,1.639615
5289,"(0.000359, 4.84)","(0.000117, 6.16)",100.0,1.643299
5290,"(0.000359, 4.84)","(0.00012, 6.16)",110.0,1.642674
5291,"(0.000359, 4.84)","(0.000123, 6.16)",120.0,1.659895
5292,"(0.000359, 4.84)","(0.000125, 6.16)",130.0,1.645938
5293,"(0.000359, 4.84)","(0.000126, 6.16)",140.0,1.658947
5294,"(0.000359, 4.84)","(0.000126, 6.16)",150.0,1.667706
5295,"(0.000359, 4.84)","(0.000125, 6.16)",160.0,1.658095
5296,"(0.000359, 4.84)","(0.000121, 6.16)",170.0,1.676394
5297,"(0.000359, 4.84)","(0.000115, 6.16)",180.0,1.676129
5298,"(0.000359, 4.84)","(0.000106, 6.16)",190.0,1.671129
5299,"(0.000359, 4.84)","(9e-05, 6.16)",200.0,1.670889
5300,"(0.000115, 6.16)","(0.000174, 6.028)",10.0,1.317981
5301,"(0.000115, 6.16)","(0.000203, 6.028)",20.0,1.700843
5302,"(0.000115, 6.16)","(0.00023, 6.028)",30.0,2.158469
5303,"(0.000115, 6.16)","(0.000251, 6.028)",40.0,2.373258
5304,"(0.000115, 6.16)","(0.000265, 6.028)",50.0,2.572561
5305,"(0.000115, 6.16)","(0.000262, 6.028)",60.0,2.591538
5306,"(0.000115, 6.16)","(0.000252, 6.028)",70.0,2.523559
5307,"(0.000115, 6.16)","(0.000217, 6.028)",80.0,2.451228
5308,"(0.000115, 6.16)","(0.000176, 6.028)",90.0,2.368598
5309,"(0.000115, 6.16)","(0.000165, 6.028)",100.0,2.284247
5310,"(0.000115, 6.16)","(0.000167, 6.028)",110.0,2.217
5311,"(0.000115, 6.16)","(0.000168, 6.028)",120.0,2.17622
5312,"(0.000115, 6.16)","(0.000168, 6.028)",130.0,2.159543
5313,"(0.000115, 6.16)","(0.000166, 6.028)",140.0,2.154543
5314,"(0.000115, 6.16)","(0.000164, 6.028)",150.0,2.173021
5315,"(0.000115, 6.16)","(0.00016, 6.028)",160.0,2.198075
5316,"(0.000115, 6.16)","(0.000156, 6.028)",170.0,2.217703
5317,"(0.000115, 6.16)","(0.000151, 6.028)",180.0,2.212703
5318,"(0.000115, 6.16)","(0.000145, 6.028)",190.0,2.207703
5319,"(0.000115, 6.16)","(0.000139, 6.028)",200.0,2.240659
5320,"(9.6e-05, 6.16)","(0.000174, 6.028)",10.0,1.238644
5321,"(9.6e-05, 6.16)","(0.000203, 6.028)",20.0,1.502887
5322,"(9.6e-05, 6.16)","(0.00023, 6.028)",30.0,1.780107
5323,"(9.6e-05, 6.16)","(0.000251, 6.028)",40.0,2.011142
5324,"(9.6e-05, 6.16)","(0.000265, 6.028)",50.0,1.951431
5325,"(9.6e-05, 6.16)","(0.000262, 6.028)",60.0,1.839427
5326,"(9.6e-05, 6.16)","(0.000252, 6.028)",70.0,1.765613
5327,"(9.6e-05, 6.16)","(0.000217, 6.028)",80.0,1.676374
5328,"(9.6e-05, 6.16)","(0.000176, 6.028)",90.0,1.61789
5329,"(9.6e-05, 6.16)","(0.000165, 6.028)",100.0,1.558219
5330,"(9.6e-05, 6.16)","(0.000167, 6.028)",110.0,1.510333
5331,"(9.6e-05, 6.16)","(0.000168, 6.028)",120.0,1.480682
5332,"(9.6e-05, 6.16)","(0.000168, 6.028)",130.0,1.467637
5333,"(9.6e-05, 6.16)","(0.000166, 6.028)",140.0,1.462637
5334,"(9.6e-05, 6.16)","(0.000164, 6.028)",150.0,1.473813
5335,"(9.6e-05, 6.16)","(0.00016, 6.028)",160.0,1.489519
5336,"(9.6e-05, 6.16)","(0.000156, 6.028)",170.0,1.492957
5337,"(9.6e-05, 6.16)","(0.000151, 6.028)",180.0,1.513825
5338,"(9.6e-05, 6.16)","(0.000145, 6.028)",190.0,1.517637
5339,"(9.6e-05, 6.16)","(0.000139, 6.028)",200.0,1.526039
5340,"(9.7e-05, 6.16)","(0.000174, 6.028)",10.0,1.230808
5341,"(9.7e-05, 6.16)","(0.000203, 6.028)",20.0,1.479474
5342,"(9.7e-05, 6.16)","(0.00023, 6.028)",30.0,1.742764
5343,"(9.7e-05, 6.16)","(0.000251, 6.028)",40.0,1.952125
5344,"(9.7e-05, 6.16)","(0.000265, 6.028)",50.0,1.887162
5345,"(9.7e-05, 6.16)","(0.000262, 6.028)",60.0,1.789936
5346,"(9.7e-05, 6.16)","(0.000252, 6.028)",70.0,1.69061
5347,"(9.7e-05, 6.16)","(0.000217, 6.028)",80.0,1.619824
5348,"(9.7e-05, 6.16)","(0.000176, 6.028)",90.0,1.558399
5349,"(9.7e-05, 6.16)","(0.000165, 6.028)",100.0,1.500685
5350,"(9.7e-05, 6.16)","(0.000167, 6.028)",110.0,1.454333
5351,"(9.7e-05, 6.16)","(0.000168, 6.028)",120.0,1.425564
5352,"(9.7e-05, 6.16)","(0.000168, 6.028)",130.0,1.412807
5353,"(9.7e-05, 6.16)","(0.000166, 6.028)",140.0,1.407807
5354,"(9.7e-05, 6.16)","(0.000164, 6.028)",150.0,1.418404
5355,"(9.7e-05, 6.16)","(0.00016, 6.028)",160.0,1.429333
5356,"(9.7e-05, 6.16)","(0.000156, 6.028)",170.0,1.440606
5357,"(9.7e-05, 6.16)","(0.000151, 6.028)",180.0,1.43973
5358,"(9.7e-05, 6.16)","(0.000145, 6.028)",190.0,1.464229
5359,"(9.7e-05, 6.16)","(0.000139, 6.028)",200.0,1.494366
5360,"(0.000166, 6.028)","(0.000184, 4.268)",10.0,1.090406
5361,"(0.000166, 6.028)","(0.000177, 4.268)",20.0,1.121387
5362,"(0.000166, 6.028)","(0.000173, 4.268)",30.0,1.137416
5363,"(0.000166, 6.028)","(0.000172, 4.268)",40.0,1.141049
5364,"(0.000166, 6.028)","(0.000175, 4.268)",50.0,1.110531
5365,"(0.000166, 6.028)","(0.000177, 4.268)",60.0,1.024422
5366,"(0.000166, 6.028)","(0.00018, 4.268)",70.0,-1.047903
5367,"(0.000166, 6.028)","(0.000183, 4.268)",80.0,-1.107742
5368,"(0.000166, 6.028)","(0.000185, 4.268)",90.0,-1.164355
5369,"(0.000166, 6.028)","(0.000186, 4.268)",100.0,-1.21129
5370,"(0.000166, 6.028)","(0.000186, 4.268)",110.0,-1.248548
5371,"(0.000166, 6.028)","(0.000183, 4.268)",120.0,-1.279355
5372,"(0.000166, 6.028)","(0.000178, 4.268)",130.0,-1.294032
5373,"(0.000166, 6.028)","(0.000171, 4.268)",140.0,-1.302258
5374,"(0.000166, 6.028)","(0.000162, 4.268)",150.0,-1.300806
5375,"(0.000166, 6.028)","(0.00015, 4.268)",160.0,-1.289677
5376,"(0.000166, 6.028)","(0.000136, 4.268)",170.0,-1.275323
5377,"(0.000166, 6.028)","(0.000122, 4.268)",180.0,-1.270645
5378,"(0.000166, 6.028)","(0.000104, 4.268)",190.0,-1.243387
5379,"(0.000166, 6.028)","(8e-05, 4.268)",200.0,-1.225806
5400,"(0.000164, 6.028)","(0.000184, 4.268)",10.0,1.076967
5401,"(0.000164, 6.028)","(0.000177, 4.268)",20.0,1.120137
5402,"(0.000164, 6.028)","(0.000173, 4.268)",30.0,1.142895
5403,"(0.000164, 6.028)","(0.000172, 4.268)",40.0,1.146078
5404,"(0.000164, 6.028)","(0.000175, 4.268)",50.0,1.145213
5405,"(0.000164, 6.028)","(0.000177, 4.268)",60.0,1.092449
5406,"(0.000164, 6.028)","(0.00018, 4.268)",70.0,1.015955
5407,"(0.000164, 6.028)","(0.000183, 4.268)",80.0,-1.04303
5408,"(0.000164, 6.028)","(0.000185, 4.268)",90.0,-1.096515
5409,"(0.000164, 6.028)","(0.000186, 4.268)",100.0,-1.140909
5410,"(0.000164, 6.028)","(0.000186, 4.268)",110.0,-1.176212
5411,"(0.000164, 6.028)","(0.000183, 4.268)",120.0,-1.205455
5412,"(0.000164, 6.028)","(0.000178, 4.268)",130.0,-1.219545
5413,"(0.000164, 6.028)","(0.000171, 4.268)",140.0,-1.227576
5414,"(0.000164, 6.028)","(0.000162, 4.268)",150.0,-1.226515
5415,"(0.000164, 6.028)","(0.00015, 4.268)",160.0,-1.216364
5416,"(0.000164, 6.028)","(0.000136, 4.268)",170.0,-1.209242
5417,"(0.000164, 6.028)","(0.000122, 4.268)",180.0,-1.19303
5418,"(0.000164, 6.028)","(0.000104, 4.268)",190.0,-1.167727
5419,"(0.000164, 6.028)","(8e-05, 4.268)",200.0,-1.181818
5420,"(0.000183, 4.268)","(9.7e-05, 1.892)",10.0,1.117711
5421,"(0.000183, 4.268)","(0.000135, 1.892)",20.0,1.253918
5422,"(0.000183, 4.268)","(0.000166, 1.892)",30.0,1.420597
5423,"(0.000183, 4.268)","(0.000192, 1.892)",40.0,1.588924
5424,"(0.000183, 4.268)","(0.000213, 1.892)",50.0,1.726429
5425,"(0.000183, 4.268)","(0.00023, 1.892)",60.0,1.805329
5426,"(0.000183, 4.268)","(0.000242, 1.892)",70.0,1.88663
5427,"(0.000183, 4.268)","(0.000249, 1.892)",80.0,1.875625
5428,"(0.000183, 4.268)","(0.000251, 1.892)",90.0,1.852833
5429,"(0.000183, 4.268)","(0.000246, 1.892)",100.0,1.796386
5430,"(0.000183, 4.268)","(0.000228, 1.892)",110.0,1.758609
5431,"(0.000183, 4.268)","(0.000208, 1.892)",120.0,1.727172
5432,"(0.000183, 4.268)","(0.000172, 1.892)",130.0,1.681439
5433,"(0.000183, 4.268)","(0.000126, 1.892)",140.0,1.661638
5434,"(0.000183, 4.268)","(0.000103, 1.892)",150.0,1.627778
5435,"(0.000183, 4.268)","(0.000103, 1.892)",160.0,1.604066
5436,"(0.000183, 4.268)","(0.000103, 1.892)",170.0,1.5853
5437,"(0.000183, 4.268)","(0.000103, 1.892)",180.0,1.584863
5438,"(0.000183, 4.268)","(0.000103, 1.892)",190.0,1.570761
5439,"(0.000183, 4.268)","(0.000103, 1.892)",200.0,1.565761
5440,"(0.000186, 4.268)","(9.7e-05, 1.892)",10.0,1.11615
5441,"(0.000186, 4.268)","(0.000135, 1.892)",20.0,1.25097
5442,"(0.000186, 4.268)","(0.000166, 1.892)",30.0,1.388599
5443,"(0.000186, 4.268)","(0.000192, 1.892)",40.0,1.54
5444,"(0.000186, 4.268)","(0.000213, 1.892)",50.0,1.655
5445,"(0.000186, 4.268)","(0.00023, 1.892)",60.0,1.714409
5446,"(0.000186, 4.268)","(0.000242, 1.892)",70.0,1.749314
5447,"(0.000186, 4.268)","(0.000249, 1.892)",80.0,1.732727
5448,"(0.000186, 4.268)","(0.000251, 1.892)",90.0,1.688333
5449,"(0.000186, 4.268)","(0.000246, 1.892)",100.0,1.65625
5450,"(0.000186, 4.268)","(0.000228, 1.892)",110.0,1.609634
5451,"(0.000186, 4.268)","(0.000208, 1.892)",120.0,1.574731
5452,"(0.000186, 4.268)","(0.000172, 1.892)",130.0,1.536173
5453,"(0.000186, 4.268)","(0.000126, 1.892)",140.0,1.503487
5454,"(0.000186, 4.268)","(0.000103, 1.892)",150.0,1.476136
5455,"(0.000186, 4.268)","(0.000103, 1.892)",160.0,1.453708
5456,"(0.000186, 4.268)","(0.000103, 1.892)",170.0,1.435891
5457,"(0.000186, 4.268)","(0.000103, 1.892)",180.0,1.418287
5458,"(0.000186, 4.268)","(0.000103, 1.892)",190.0,1.396803
5459,"(0.000186, 4.268)","(0.000103, 1.892)",200.0,1.387738
5460,"(0.000173, 4.268)","(9.7e-05, 1.892)",10.0,1.077734
5461,"(0.000173, 4.268)","(0.000135, 1.892)",20.0,1.152162
5462,"(0.000173, 4.268)","(0.000166, 1.892)",30.0,1.228802
5463,"(0.000173, 4.268)","(0.000192, 1.892)",40.0,1.266325
5464,"(0.000173, 4.268)","(0.000213, 1.892)",50.0,1.295175
5465,"(0.000173, 4.268)","(0.00023, 1.892)",60.0,1.27303
5466,"(0.000173, 4.268)","(0.000242, 1.892)",70.0,1.198607
5467,"(0.000173, 4.268)","(0.000249, 1.892)",80.0,1.131206
5468,"(0.000173, 4.268)","(0.000251, 1.892)",90.0,1.073959
5469,"(0.000173, 4.268)","(0.000246, 1.892)",100.0,1.021174
5470,"(0.000173, 4.268)","(0.000228, 1.892)",110.0,0.972304
5471,"(0.000173, 4.268)","(0.000208, 1.892)",120.0,-1.073289
5472,"(0.000173, 4.268)","(0.000172, 1.892)",130.0,-1.114834
5473,"(0.000173, 4.268)","(0.000126, 1.892)",140.0,-1.153056
5474,"(0.000173, 4.268)","(0.000103, 1.892)",150.0,-1.191279
5475,"(0.000173, 4.268)","(0.000103, 1.892)",160.0,-1.226179
5476,"(0.000173, 4.268)","(0.000103, 1.892)",170.0,-1.254435
5477,"(0.000173, 4.268)","(0.000103, 1.892)",180.0,-1.279369
5478,"(0.000173, 4.268)","(0.000103, 1.892)",190.0,-1.30098
5479,"(0.000173, 4.268)","(0.000103, 1.892)",200.0,-1.315947
5480,"(0.000246, 1.892)","(5.4e-05, 3.124)",10.0,1.095295
5481,"(0.000246, 1.892)","(5.2e-05, 3.124)",20.0,1.204984
5482,"(0.000246, 1.892)","(5.2e-05, 3.124)",30.0,1.317143
5483,"(0.000246, 1.892)","(5.1e-05, 3.124)",40.0,1.425736
5484,"(0.000246, 1.892)","(5.1e-05, 3.124)",50.0,1.497449
5485,"(0.000246, 1.892)","(5.1e-05, 3.124)",60.0,1.492449
5486,"(0.000246, 1.892)","(5e-05, 3.124)",70.0,1.487449
5487,"(0.000246, 1.892)","(5e-05, 3.124)",80.0,1.482449
5488,"(0.000246, 1.892)","(4.9e-05, 3.124)",90.0,1.477449
5489,"(0.000246, 1.892)","(4.9e-05, 3.124)",100.0,1.472449
5490,"(0.000246, 1.892)","(4.8e-05, 3.124)",110.0,1.467449
5491,"(0.000246, 1.892)","(4.7e-05, 3.124)",120.0,1.462449
5492,"(0.000246, 1.892)","(4.7e-05, 3.124)",130.0,1.457449
5493,"(0.000246, 1.892)","(4.6e-05, 3.124)",140.0,1.452449
5494,"(0.000246, 1.892)","(4.5e-05, 3.124)",150.0,1.447449
5495,"(0.000246, 1.892)","(4.4e-05, 3.124)",160.0,1.442449
5496,"(0.000246, 1.892)","(4.4e-05, 3.124)",170.0,1.425121
5497,"(0.000246, 1.892)","(4.3e-05, 3.124)",180.0,1.390159
5498,"(0.000246, 1.892)","(4.2e-05, 3.124)",190.0,1.356362
5499,"(0.000246, 1.892)","(4.2e-05, 3.124)",200.0,1.323664
5500,"(0.000126, 1.892)","(5.4e-05, 3.124)",10.0,1.037254
5501,"(0.000126, 1.892)","(5.2e-05, 3.124)",20.0,1.072927
5502,"(0.000126, 1.892)","(5.2e-05, 3.124)",30.0,1.111904
5503,"(0.000126, 1.892)","(5.1e-05, 3.124)",40.0,1.13625
5504,"(0.000126, 1.892)","(5.1e-05, 3.124)",50.0,1.149603
5505,"(0.000126, 1.892)","(5.1e-05, 3.124)",60.0,1.163548
5506,"(0.000126, 1.892)","(5e-05, 3.124)",70.0,1.171522
5507,"(0.000126, 1.892)","(5e-05, 3.124)",80.0,1.16
5508,"(0.000126, 1.892)","(4.9e-05, 3.124)",90.0,1.148548
5509,"(0.000126, 1.892)","(4.9e-05, 3.124)",100.0,1.137166
5510,"(0.000126, 1.892)","(4.8e-05, 3.124)",110.0,1.113421
5511,"(0.000126, 1.892)","(4.7e-05, 3.124)",120.0,1.09625
5512,"(0.000126, 1.892)","(4.7e-05, 3.124)",130.0,1.073462
5513,"(0.000126, 1.892)","(4.6e-05, 3.124)",140.0,1.051212
5514,"(0.000126, 1.892)","(4.5e-05, 3.124)",150.0,1.02401
5515,"(0.000126, 1.892)","(4.4e-05, 3.124)",160.0,1.002927
5516,"(0.000126, 1.892)","(4.4e-05, 3.124)",170.0,0.977201
5517,"(0.000126, 1.892)","(4.3e-05, 3.124)",180.0,0.95717
5518,"(0.000126, 1.892)","(4.2e-05, 3.124)",190.0,0.937558
5519,"(0.000126, 1.892)","(4.2e-05, 3.124)",200.0,0.918349
5520,"(0.000103, 1.892)","(5.4e-05, 3.124)",10.0,1.037781
5521,"(0.000103, 1.892)","(5.2e-05, 3.124)",20.0,1.079385
5522,"(0.000103, 1.892)","(5.2e-05, 3.124)",30.0,1.112168
5523,"(0.000103, 1.892)","(5.1e-05, 3.124)",40.0,1.133846
5524,"(0.000103, 1.892)","(5.1e-05, 3.124)",50.0,1.149699
5525,"(0.000103, 1.892)","(5.1e-05, 3.124)",60.0,1.166319
5526,"(0.000103, 1.892)","(5e-05, 3.124)",70.0,1.17618
5527,"(0.000103, 1.892)","(5e-05, 3.124)",80.0,1.17875
5528,"(0.000103, 1.892)","(4.9e-05, 3.124)",90.0,1.189177
5529,"(0.000103, 1.892)","(4.9e-05, 3.124)",100.0,1.216234
5530,"(0.000103, 1.892)","(4.8e-05, 3.124)",110.0,1.21951
5531,"(0.000103, 1.892)","(4.7e-05, 3.124)",120.0,1.19
5532,"(0.000103, 1.892)","(4.7e-05, 3.124)",130.0,1.124024
5533,"(0.000103, 1.892)","(4.6e-05, 3.124)",140.0,1.070351
5534,"(0.000103, 1.892)","(4.5e-05, 3.124)",150.0,1.014385
5535,"(0.000103, 1.892)","(4.4e-05, 3.124)",160.0,0.968387
5536,"(0.000103, 1.892)","(4.4e-05, 3.124)",170.0,0.925363
5537,"(0.000103, 1.892)","(4.3e-05, 3.124)",180.0,-1.110513
5538,"(0.000103, 1.892)","(4.2e-05, 3.124)",190.0,-1.15141
5539,"(0.000103, 1.892)","(4.2e-05, 3.124)",200.0,-1.192308
5540,"(4.8e-05, 3.124)","(6.6e-05, 1.716)",10.0,1.081538
5541,"(4.8e-05, 3.124)","(7.2e-05, 1.716)",20.0,1.143061
5542,"(4.8e-05, 3.124)","(8.3e-05, 1.716)",30.0,1.193556
5543,"(4.8e-05, 3.124)","(9.8e-05, 1.716)",40.0,1.24257
5544,"(4.8e-05, 3.124)","(0.000121, 1.716)",50.0,1.288953
5545,"(4.8e-05, 3.124)","(0.000144, 1.716)",60.0,1.283953
5546,"(4.8e-05, 3.124)","(0.000165, 1.716)",70.0,1.186622
5547,"(4.8e-05, 3.124)","(0.000187, 1.716)",80.0,1.107208
5548,"(4.8e-05, 3.124)","(0.000205, 1.716)",90.0,1.03634
5549,"(4.8e-05, 3.124)","(0.000219, 1.716)",100.0,0.977273
5550,"(4.8e-05, 3.124)","(0.000229, 1.716)",110.0,-1.072699
5551,"(4.8e-05, 3.124)","(0.000233, 1.716)",120.0,-1.121947
5552,"(4.8e-05, 3.124)","(0.000229, 1.716)",130.0,-1.171195
5553,"(4.8e-05, 3.124)","(0.000222, 1.716)",140.0,-1.220442
5554,"(4.8e-05, 3.124)","(0.000208, 1.716)",150.0,-1.265265
5555,"(4.8e-05, 3.124)","(0.000181, 1.716)",160.0,-1.310088
5556,"(4.8e-05, 3.124)","(0.000155, 1.716)",170.0,-1.354912
5557,"(4.8e-05, 3.124)","(0.000114, 1.716)",180.0,-1.399735
5558,"(4.8e-05, 3.124)","(7.7e-05, 1.716)",190.0,-1.440133
5559,"(4.8e-05, 3.124)","(7.3e-05, 1.716)",200.0,-1.480531
5560,"(4.4e-05, 3.124)","(6.6e-05, 1.716)",10.0,1.095
5561,"(4.4e-05, 3.124)","(7.2e-05, 1.716)",20.0,1.176275
5562,"(4.4e-05, 3.124)","(8.3e-05, 1.716)",30.0,1.252016
5563,"(4.4e-05, 3.124)","(9.8e-05, 1.716)",40.0,1.317017
5564,"(4.4e-05, 3.124)","(0.000121, 1.716)",50.0,1.381977
5565,"(4.4e-05, 3.124)","(0.000144, 1.716)",60.0,1.376977
5566,"(4.4e-05, 3.124)","(0.000165, 1.716)",70.0,1.273108
5567,"(4.4e-05, 3.124)","(0.000187, 1.716)",80.0,1.188426
5568,"(4.4e-05, 3.124)","(0.000205, 1.716)",90.0,1.112895
5569,"(4.4e-05, 3.124)","(0.000219, 1.716)",100.0,1.05
5570,"(4.4e-05, 3.124)","(0.000229, 1.716)",110.0,0.997174
5571,"(4.4e-05, 3.124)","(0.000233, 1.716)",120.0,0.948333
5572,"(4.4e-05, 3.124)","(0.000229, 1.716)",130.0,-1.098058
5573,"(4.4e-05, 3.124)","(0.000222, 1.716)",140.0,-1.14438
5574,"(4.4e-05, 3.124)","(0.000208, 1.716)",150.0,-1.18657
5575,"(4.4e-05, 3.124)","(0.000181, 1.716)",160.0,-1.22876
5576,"(4.4e-05, 3.124)","(0.000155, 1.716)",170.0,-1.27095
5577,"(4.4e-05, 3.124)","(0.000114, 1.716)",180.0,-1.31314
5578,"(4.4e-05, 3.124)","(7.7e-05, 1.716)",190.0,-1.351198
5579,"(4.4e-05, 3.124)","(7.3e-05, 1.716)",200.0,-1.389256
5580,"(4.2e-05, 3.124)","(6.6e-05, 1.716)",10.0,1.10417
5581,"(4.2e-05, 3.124)","(7.2e-05, 1.716)",20.0,1.199524
5582,"(4.2e-05, 3.124)","(8.3e-05, 1.716)",30.0,1.287564
5583,"(4.2e-05, 3.124)","(9.8e-05, 1.716)",40.0,1.367978
5584,"(4.2e-05, 3.124)","(0.000121, 1.716)",50.0,1.443208
5585,"(4.2e-05, 3.124)","(0.000144, 1.716)",60.0,1.438208
5586,"(4.2e-05, 3.124)","(0.000165, 1.716)",70.0,1.337973
5587,"(4.2e-05, 3.124)","(0.000187, 1.716)",80.0,1.24934
5588,"(4.2e-05, 3.124)","(0.000205, 1.716)",90.0,1.170311
5589,"(4.2e-05, 3.124)","(0.000219, 1.716)",100.0,1.104545
5590,"(4.2e-05, 3.124)","(0.000229, 1.716)",110.0,1.049348
5591,"(4.2e-05, 3.124)","(0.000233, 1.716)",120.0,0.998333
5592,"(4.2e-05, 3.124)","(0.000229, 1.716)",130.0,0.951
5593,"(4.2e-05, 3.124)","(0.000222, 1.716)",140.0,-1.093622
5594,"(4.2e-05, 3.124)","(0.000208, 1.716)",150.0,-1.134055
5595,"(4.2e-05, 3.124)","(0.000181, 1.716)",160.0,-1.174488
5596,"(4.2e-05, 3.124)","(0.000155, 1.716)",170.0,-1.214921
5597,"(4.2e-05, 3.124)","(0.000114, 1.716)",180.0,-1.255354
5598,"(4.2e-05, 3.124)","(7.7e-05, 1.716)",190.0,-1.29185
5599,"(4.2e-05, 3.124)","(7.3e-05, 1.716)",200.0,-1.328346
5600,"(9.8e-05, 1.716)","(1e-06, 1.76)",10.0,1.212544
5601,"(9.8e-05, 1.716)","(1e-06, 1.76)",20.0,1.454135
5602,"(9.8e-05, 1.716)","(0.0, 1.76)",30.0,1.728719
5603,"(9.8e-05, 1.716)","(2e-06, 1.76)",40.0,1.897127
5604,"(9.8e-05, 1.716)","(5e-06, 1.76)",50.0,2.065361
5605,"(9.8e-05, 1.716)","(7e-06, 1.76)",60.0,2.237974
5606,"(9.8e-05, 1.716)","(9e-06, 1.76)",70.0,2.408662
5607,"(9.8e-05, 1.716)","(1.1e-05, 1.76)",80.0,2.588788
5608,"(9.8e-05, 1.716)","(1.2e-05, 1.76)",90.0,2.753387
5609,"(9.8e-05, 1.716)","(1.2e-05, 1.76)",100.0,2.660937
5610,"(9.8e-05, 1.716)","(1.2e-05, 1.76)",110.0,2.51537
5611,"(9.8e-05, 1.716)","(1.2e-05, 1.76)",120.0,2.366573
5612,"(9.8e-05, 1.716)","(1.1e-05, 1.76)",130.0,2.248333
5613,"(9.8e-05, 1.716)","(8e-06, 1.76)",140.0,2.140191
5614,"(9.8e-05, 1.716)","(5e-06, 1.76)",150.0,2.040854
5615,"(9.8e-05, 1.716)","(3e-06, 1.76)",160.0,1.94924
5616,"(9.8e-05, 1.716)","(8e-06, 1.76)",170.0,1.875452
5617,"(9.8e-05, 1.716)","(9e-06, 1.76)",180.0,1.79587
5618,"(9.8e-05, 1.716)","(8e-06, 1.76)",190.0,1.731316
5619,"(9.8e-05, 1.716)","(2e-06, 1.76)",200.0,1.670408
5620,"(0.000229, 1.716)","(1e-06, 1.76)",10.0,1.208178
5621,"(0.000229, 1.716)","(1e-06, 1.76)",20.0,1.387321
5622,"(0.000229, 1.716)","(0.0, 1.76)",30.0,1.382321
5623,"(0.000229, 1.716)","(2e-06, 1.76)",40.0,1.377321
5624,"(0.000229, 1.716)","(5e-06, 1.76)",50.0,1.372321
5625,"(0.000229, 1.716)","(7e-06, 1.76)",60.0,1.367321
5626,"(0.000229, 1.716)","(9e-06, 1.76)",70.0,1.362321
