,state,state_p,act,r_disp
7473,"(9.5e-05, 3.256)","(0.000155, 3.96)",140.0,1.068728
7474,"(9.5e-05, 3.256)","(0.000149, 3.96)",150.0,1.037994
7475,"(9.5e-05, 3.256)","(0.000139, 3.96)",160.0,1.014444
7476,"(9.5e-05, 3.256)","(0.000128, 3.96)",170.0,0.991503
7477,"(9.5e-05, 3.256)","(0.000114, 3.96)",180.0,0.974865
7478,"(9.5e-05, 3.256)","(9.5e-05, 3.96)",190.0,0.958476
7479,"(9.5e-05, 3.256)","(7.9e-05, 3.96)",200.0,0.947872
7480,"(0.000127, 3.96)","(9.2e-05, 4.4)",10.0,1.096942
7481,"(0.000127, 3.96)","(9.5e-05, 4.4)",20.0,1.191058
7482,"(0.000127, 3.96)","(9.9e-05, 4.4)",30.0,1.282143
7483,"(0.000127, 3.96)","(0.000105, 4.4)",40.0,1.364146
7484,"(0.000127, 3.96)","(0.000111, 4.4)",50.0,1.439516
7485,"(0.000127, 3.96)","(0.000117, 4.4)",60.0,1.503784
7486,"(0.000127, 3.96)","(0.000124, 4.4)",70.0,1.468311
7487,"(0.000127, 3.96)","(0.000131, 4.4)",80.0,1.415128
7488,"(0.000127, 3.96)","(0.000138, 4.4)",90.0,1.364938
7489,"(0.000127, 3.96)","(0.000146, 4.4)",100.0,1.31747
7490,"(0.000127, 3.96)","(0.000153, 4.4)",110.0,1.280294
7491,"(0.000127, 3.96)","(0.000161, 4.4)",120.0,1.244598
7492,"(0.000127, 3.96)","(0.000168, 4.4)",130.0,1.210281
7493,"(0.000127, 3.96)","(0.000175, 4.4)",140.0,1.184144
7494,"(0.000127, 3.96)","(0.000181, 4.4)",150.0,1.158696
7495,"(0.000127, 3.96)","(0.000186, 4.4)",160.0,1.14043
7496,"(0.000127, 3.96)","(0.000188, 4.4)",170.0,1.122447
7497,"(0.000127, 3.96)","(0.000185, 4.4)",180.0,1.111058
7498,"(0.000127, 3.96)","(0.000179, 4.4)",190.0,1.106058
7499,"(0.000127, 3.96)","(0.00017, 4.4)",200.0,1.107447
7500,"(0.000147, 3.96)","(9.2e-05, 4.4)",10.0,1.11593
7501,"(0.000147, 3.96)","(9.5e-05, 4.4)",20.0,1.225897
7502,"(0.000147, 3.96)","(9.9e-05, 4.4)",30.0,1.331369
7503,"(0.000147, 3.96)","(0.000105, 4.4)",40.0,1.431807
7504,"(0.000147, 3.96)","(0.000111, 4.4)",50.0,1.519872
7505,"(0.000147, 3.96)","(0.000117, 4.4)",60.0,1.598378
7506,"(0.000147, 3.96)","(0.000124, 4.4)",70.0,1.561026
7507,"(0.000147, 3.96)","(0.000131, 4.4)",80.0,1.504872
7508,"(0.000147, 3.96)","(0.000138, 4.4)",90.0,1.451894
7509,"(0.000147, 3.96)","(0.000146, 4.4)",100.0,1.401807
7510,"(0.000147, 3.96)","(0.000153, 4.4)",110.0,1.362647
7511,"(0.000147, 3.96)","(0.000161, 4.4)",120.0,1.325057
7512,"(0.000147, 3.96)","(0.000168, 4.4)",130.0,1.288933
7513,"(0.000147, 3.96)","(0.000175, 4.4)",140.0,1.261492
7514,"(0.000147, 3.96)","(0.000181, 4.4)",150.0,1.234783
7515,"(0.000147, 3.96)","(0.000186, 4.4)",160.0,1.215699
7516,"(0.000147, 3.96)","(0.000188, 4.4)",170.0,1.196915
7517,"(0.000147, 3.96)","(0.000185, 4.4)",180.0,1.185132
7518,"(0.000147, 3.96)","(0.000179, 4.4)",190.0,1.180132
7519,"(0.000147, 3.96)","(0.00017, 4.4)",200.0,1.181915
7520,"(0.000112, 3.96)","(9.2e-05, 4.4)",10.0,1.086837
7521,"(0.000112, 3.96)","(9.5e-05, 4.4)",20.0,1.17232
7522,"(0.000112, 3.96)","(9.9e-05, 4.4)",30.0,1.243824
7523,"(0.000112, 3.96)","(0.000105, 4.4)",40.0,1.309193
7524,"(0.000112, 3.96)","(0.000111, 4.4)",50.0,1.373693
7525,"(0.000112, 3.96)","(0.000117, 4.4)",60.0,1.425782
7526,"(0.000112, 3.96)","(0.000124, 4.4)",70.0,1.382219
7527,"(0.000112, 3.96)","(0.000131, 4.4)",80.0,1.331795
7528,"(0.000112, 3.96)","(0.000138, 4.4)",90.0,1.284193
7529,"(0.000112, 3.96)","(0.000146, 4.4)",100.0,1.239157
7530,"(0.000112, 3.96)","(0.000153, 4.4)",110.0,1.203824
7531,"(0.000112, 3.96)","(0.000161, 4.4)",120.0,1.169885
7532,"(0.000112, 3.96)","(0.000168, 4.4)",130.0,1.137247
7533,"(0.000112, 3.96)","(0.000175, 4.4)",140.0,1.11232
7534,"(0.000112, 3.96)","(0.000181, 4.4)",150.0,1.088043
7535,"(0.000112, 3.96)","(0.000186, 4.4)",160.0,1.070538
7536,"(0.000112, 3.96)","(0.000188, 4.4)",170.0,1.053298
7537,"(0.000112, 3.96)","(0.000185, 4.4)",180.0,1.042275
7538,"(0.000112, 3.96)","(0.000179, 4.4)",190.0,1.037275
7539,"(0.000112, 3.96)","(0.00017, 4.4)",200.0,1.038298
7540,"(0.000131, 4.4)","(9.6e-05, 3.652)",10.0,1.070269
7541,"(0.000131, 4.4)","(9.4e-05, 3.652)",20.0,1.132857
7542,"(0.000131, 4.4)","(9.2e-05, 3.652)",30.0,1.182605
7543,"(0.000131, 4.4)","(9.1e-05, 3.652)",40.0,1.222236
7544,"(0.000131, 4.4)","(9.3e-05, 3.652)",50.0,1.248885
7545,"(0.000131, 4.4)","(9.5e-05, 3.652)",60.0,1.243885
7546,"(0.000131, 4.4)","(9.8e-05, 3.652)",70.0,1.230823
7547,"(0.000131, 4.4)","(0.000102, 3.652)",80.0,1.194568
7548,"(0.000131, 4.4)","(0.000106, 3.652)",90.0,1.167121
7549,"(0.000131, 4.4)","(0.000111, 3.652)",100.0,1.133432
7550,"(0.000131, 4.4)","(0.000116, 3.652)",110.0,1.101069
7551,"(0.000131, 4.4)","(0.000122, 3.652)",120.0,1.069944
7552,"(0.000131, 4.4)","(0.000127, 3.652)",130.0,1.052318
7553,"(0.000131, 4.4)","(0.000133, 3.652)",140.0,1.034972
7554,"(0.000131, 4.4)","(0.000139, 3.652)",150.0,1.011957
7555,"(0.000131, 4.4)","(0.000145, 3.652)",160.0,0.995269
7556,"(0.000131, 4.4)","(0.000151, 3.652)",170.0,0.984519
7557,"(0.000131, 4.4)","(0.000157, 3.652)",180.0,0.97383
7558,"(0.000131, 4.4)","(0.000163, 3.652)",190.0,0.963201
7559,"(0.000131, 4.4)","(0.000169, 3.652)",200.0,0.958201
7560,"(0.000161, 4.4)","(9.6e-05, 3.652)",10.0,1.080714
7561,"(0.000161, 4.4)","(9.4e-05, 3.652)",20.0,1.159231
7562,"(0.000161, 4.4)","(9.2e-05, 3.652)",30.0,1.244669
7563,"(0.000161, 4.4)","(9.1e-05, 3.652)",40.0,1.305581
7564,"(0.000161, 4.4)","(9.3e-05, 3.652)",50.0,1.356818
7565,"(0.000161, 4.4)","(9.5e-05, 3.652)",60.0,1.368773
7566,"(0.000161, 4.4)","(9.8e-05, 3.652)",70.0,1.355244
7567,"(0.000161, 4.4)","(0.000102, 3.652)",80.0,1.333494
7568,"(0.000161, 4.4)","(0.000106, 3.652)",90.0,1.304112
7569,"(0.000161, 4.4)","(0.000111, 3.652)",100.0,1.260345
7570,"(0.000161, 4.4)","(0.000116, 3.652)",110.0,1.233136
7571,"(0.000161, 4.4)","(0.000122, 3.652)",120.0,1.206667
7572,"(0.000161, 4.4)","(0.000127, 3.652)",130.0,1.180902
7573,"(0.000161, 4.4)","(0.000133, 3.652)",140.0,1.162432
7574,"(0.000161, 4.4)","(0.000139, 3.652)",150.0,1.144251
7575,"(0.000161, 4.4)","(0.000145, 3.652)",160.0,1.132766
7576,"(0.000161, 4.4)","(0.000151, 3.652)",170.0,1.115
7577,"(0.000161, 4.4)","(0.000157, 3.652)",180.0,1.11
7578,"(0.000161, 4.4)","(0.000163, 3.652)",190.0,1.105
7579,"(0.000161, 4.4)","(0.000169, 3.652)",200.0,1.1
7580,"(0.000153, 4.4)","(9.6e-05, 3.652)",10.0,1.073431
7581,"(0.000153, 4.4)","(9.4e-05, 3.652)",20.0,1.154021
7582,"(0.000153, 4.4)","(9.2e-05, 3.652)",30.0,1.220955
7583,"(0.000153, 4.4)","(9.1e-05, 3.652)",40.0,1.274118
7584,"(0.000153, 4.4)","(9.3e-05, 3.652)",50.0,1.324693
7585,"(0.000153, 4.4)","(9.5e-05, 3.652)",60.0,1.33646
7586,"(0.000153, 4.4)","(9.8e-05, 3.652)",70.0,1.323025
7587,"(0.000153, 4.4)","(0.000102, 3.652)",80.0,1.293333
7588,"(0.000153, 4.4)","(0.000106, 3.652)",90.0,1.264524
7589,"(0.000153, 4.4)","(0.000111, 3.652)",100.0,1.22907
7590,"(0.000153, 4.4)","(0.000116, 3.652)",110.0,1.195
7591,"(0.000153, 4.4)","(0.000122, 3.652)",120.0,1.162222
7592,"(0.000153, 4.4)","(0.000127, 3.652)",130.0,1.143791
7593,"(0.000153, 4.4)","(0.000133, 3.652)",140.0,1.119189
7594,"(0.000153, 4.4)","(0.000139, 3.652)",150.0,1.107796
7595,"(0.000153, 4.4)","(0.000145, 3.652)",160.0,1.090213
7596,"(0.000153, 4.4)","(0.000151, 3.652)",170.0,1.079021
7597,"(0.000153, 4.4)","(0.000157, 3.652)",180.0,1.074021
7598,"(0.000153, 4.4)","(0.000163, 3.652)",190.0,1.062895
7599,"(0.000153, 4.4)","(0.000169, 3.652)",200.0,1.064021
7600,"(9.5e-05, 3.652)","(0.000109, 4.312)",10.0,1.033889
7601,"(9.5e-05, 3.652)","(0.000118, 4.312)",20.0,1.058571
7602,"(9.5e-05, 3.652)","(0.000124, 4.312)",30.0,1.078567
7603,"(9.5e-05, 3.652)","(0.000128, 4.312)",40.0,1.086509
7604,"(9.5e-05, 3.652)","(0.000131, 4.312)",50.0,1.081509
7605,"(9.5e-05, 3.652)","(0.000132, 4.312)",60.0,1.076509
7606,"(9.5e-05, 3.652)","(0.000132, 4.312)",70.0,1.058567
7607,"(9.5e-05, 3.652)","(0.00013, 4.312)",80.0,1.040925
7608,"(9.5e-05, 3.652)","(0.000127, 4.312)",90.0,1.0175
7609,"(9.5e-05, 3.652)","(0.000122, 4.312)",100.0,1.000562
7610,"(9.5e-05, 3.652)","(0.000113, 4.312)",110.0,0.983889
7611,"(9.5e-05, 3.652)","(0.000102, 4.312)",120.0,0.967473
7612,"(9.5e-05, 3.652)","(8.9e-05, 4.312)",130.0,0.951304
7613,"(9.5e-05, 3.652)","(7.8e-05, 4.312)",140.0,0.940811
7614,"(9.5e-05, 3.652)","(6.1e-05, 4.312)",150.0,-0.075
7615,"(9.5e-05, 3.652)","(4.6e-05, 4.312)",160.0,-0.08
7616,"(9.5e-05, 3.652)","(3.2e-05, 4.312)",170.0,-1.090348
7617,"(9.5e-05, 3.652)","(2e-05, 4.312)",180.0,-1.100695
7618,"(9.5e-05, 3.652)","(8e-06, 4.312)",190.0,-1.105695
7619,"(9.5e-05, 3.652)","(2e-06, 4.312)",200.0,-1.110695
7620,"(0.000116, 3.652)","(0.000109, 4.312)",10.0,1.047083
7621,"(0.000116, 3.652)","(0.000118, 4.312)",20.0,1.087826
7622,"(0.000116, 3.652)","(0.000124, 4.312)",30.0,1.119831
7623,"(0.000116, 3.652)","(0.000128, 4.312)",40.0,1.14092
7624,"(0.000116, 3.652)","(0.000131, 4.312)",50.0,1.149419
7625,"(0.000116, 3.652)","(0.000132, 4.312)",60.0,1.144419
7626,"(0.000116, 3.652)","(0.000132, 4.312)",70.0,1.12592
7627,"(0.000116, 3.652)","(0.00013, 4.312)",80.0,1.107727
7628,"(0.000116, 3.652)","(0.000127, 4.312)",90.0,1.089831
7629,"(0.000116, 3.652)","(0.000122, 4.312)",100.0,1.066022
7630,"(0.000116, 3.652)","(0.000113, 4.312)",110.0,1.048825
7631,"(0.000116, 3.652)","(0.000102, 4.312)",120.0,1.031892
7632,"(0.000116, 3.652)","(8.9e-05, 4.312)",130.0,1.015214
7633,"(0.000116, 3.652)","(7.8e-05, 4.312)",140.0,1.004468
7634,"(0.000116, 3.652)","(6.1e-05, 4.312)",150.0,0.993783
7635,"(0.000116, 3.652)","(4.6e-05, 4.312)",160.0,0.988783
7636,"(0.000116, 3.652)","(3.2e-05, 4.312)",170.0,0.983783
7637,"(0.000116, 3.652)","(2e-05, 4.312)",180.0,0.978783
7638,"(0.000116, 3.652)","(8e-06, 4.312)",190.0,0.973783
7639,"(0.000116, 3.652)","(2e-06, 4.312)",200.0,0.968783
7640,"(9.8e-05, 3.652)","(0.000109, 4.312)",10.0,1.039199
7641,"(9.8e-05, 3.652)","(0.000118, 4.312)",20.0,1.063864
7642,"(9.8e-05, 3.652)","(0.000124, 4.312)",30.0,1.083837
7643,"(9.8e-05, 3.652)","(0.000128, 4.312)",40.0,1.098343
7644,"(9.8e-05, 3.652)","(0.000131, 4.312)",50.0,1.093343
7645,"(9.8e-05, 3.652)","(0.000132, 4.312)",60.0,1.081765
7646,"(9.8e-05, 3.652)","(0.000132, 4.312)",70.0,1.063837
7647,"(9.8e-05, 3.652)","(0.00013, 4.312)",80.0,1.052486
7648,"(9.8e-05, 3.652)","(0.000127, 4.312)",90.0,1.028864
7649,"(9.8e-05, 3.652)","(0.000122, 4.312)",100.0,1.011798
7650,"(9.8e-05, 3.652)","(0.000113, 4.312)",110.0,0.995
7651,"(9.8e-05, 3.652)","(0.000102, 4.312)",120.0,0.972787
7652,"(9.8e-05, 3.652)","(8.9e-05, 4.312)",130.0,0.962174
7653,"(9.8e-05, 3.652)","(7.8e-05, 4.312)",140.0,0.951622
7654,"(9.8e-05, 3.652)","(6.1e-05, 4.312)",150.0,0.935695
7655,"(9.8e-05, 3.652)","(4.6e-05, 4.312)",160.0,0.930695
7656,"(9.8e-05, 3.652)","(3.2e-05, 4.312)",170.0,0.920319
7657,"(9.8e-05, 3.652)","(2e-05, 4.312)",180.0,-0.09
7658,"(9.8e-05, 3.652)","(8e-06, 4.312)",190.0,-0.095
7659,"(9.8e-05, 3.652)","(2e-06, 4.312)",200.0,-0.1
7660,"(0.000122, 4.312)","(2.5e-05, 6.424)",10.0,1.05097
7661,"(0.000122, 4.312)","(3.2e-05, 6.424)",20.0,1.099804
7662,"(0.000122, 4.312)","(4e-05, 6.424)",30.0,1.140102
7663,"(0.000122, 4.312)","(4.9e-05, 6.424)",40.0,1.184255
7664,"(0.000122, 4.312)","(5.9e-05, 6.424)",50.0,1.232778
7665,"(0.000122, 4.312)","(6.9e-05, 6.424)",60.0,1.268165
7666,"(0.000122, 4.312)","(8.1e-05, 6.424)",70.0,1.306232
7667,"(0.000122, 4.312)","(9.3e-05, 6.424)",80.0,1.340488
7668,"(0.000122, 4.312)","(0.000104, 6.424)",90.0,1.37
7669,"(0.000122, 4.312)","(0.000115, 6.424)",100.0,1.416321
7670,"(0.000122, 4.312)","(0.000125, 6.424)",110.0,1.434474
7671,"(0.000122, 4.312)","(0.000133, 6.424)",120.0,1.437354
7672,"(0.000122, 4.312)","(0.00014, 6.424)",130.0,1.456505
7673,"(0.000122, 4.312)","(0.000145, 6.424)",140.0,1.493536
7674,"(0.000122, 4.312)","(0.000147, 6.424)",150.0,1.532955
7675,"(0.000122, 4.312)","(0.000147, 6.424)",160.0,1.584706
7676,"(0.000122, 4.312)","(0.000147, 6.424)",170.0,1.651196
7677,"(0.000122, 4.312)","(0.000145, 6.424)",180.0,1.712548
7678,"(0.000122, 4.312)","(0.000141, 6.424)",190.0,1.754673
7679,"(0.000122, 4.312)","(0.000137, 6.424)",200.0,1.799329
7680,"(0.000127, 4.312)","(2.5e-05, 6.424)",10.0,1.047434
7681,"(0.000127, 4.312)","(3.2e-05, 6.424)",20.0,1.091961
7682,"(0.000127, 4.312)","(4e-05, 6.424)",30.0,1.136639
7683,"(0.000127, 4.312)","(4.9e-05, 6.424)",40.0,1.180855
7684,"(0.000127, 4.312)","(5.9e-05, 6.424)",50.0,1.229464
7685,"(0.000127, 4.312)","(6.9e-05, 6.424)",60.0,1.258991
7686,"(0.000127, 4.312)","(8.1e-05, 6.424)",70.0,1.296754
7687,"(0.000127, 4.312)","(9.3e-05, 6.424)",80.0,1.330732
7688,"(0.000127, 4.312)","(0.000104, 6.424)",90.0,1.374192
7689,"(0.000127, 4.312)","(0.000115, 6.424)",100.0,1.398454
7690,"(0.000127, 4.312)","(0.000125, 6.424)",110.0,1.423947
7691,"(0.000127, 4.312)","(0.000133, 6.424)",120.0,1.426772
7692,"(0.000127, 4.312)","(0.00014, 6.424)",130.0,1.445753
7693,"(0.000127, 4.312)","(0.000145, 6.424)",140.0,1.482486
7694,"(0.000127, 4.312)","(0.000147, 6.424)",150.0,1.521591
7695,"(0.000127, 4.312)","(0.000147, 6.424)",160.0,1.572941
7696,"(0.000127, 4.312)","(0.000147, 6.424)",170.0,1.638926
7697,"(0.000127, 4.312)","(0.000145, 6.424)",180.0,1.699809
7698,"(0.000127, 4.312)","(0.000141, 6.424)",190.0,1.765927
7699,"(0.000127, 4.312)","(0.000137, 6.424)",200.0,1.811565
7700,"(3.2e-05, 4.312)","(2.5e-05, 6.424)",10.0,1.020974
7701,"(3.2e-05, 4.312)","(3.2e-05, 6.424)",20.0,1.043333
7702,"(3.2e-05, 4.312)","(4e-05, 6.424)",30.0,1.067192
7703,"(3.2e-05, 4.312)","(4.9e-05, 6.424)",40.0,1.087477
7704,"(3.2e-05, 4.312)","(5.9e-05, 6.424)",50.0,1.103571
7705,"(3.2e-05, 4.312)","(6.9e-05, 6.424)",60.0,1.126098
7706,"(3.2e-05, 4.312)","(8.1e-05, 6.424)",70.0,1.138267
7707,"(3.2e-05, 4.312)","(9.3e-05, 6.424)",80.0,1.15697
7708,"(3.2e-05, 4.312)","(0.000104, 6.424)",90.0,1.176649
7709,"(3.2e-05, 4.312)","(0.000115, 6.424)",100.0,1.190838
7710,"(3.2e-05, 4.312)","(0.000125, 6.424)",110.0,1.192368
7711,"(3.2e-05, 4.312)","(0.000133, 6.424)",120.0,1.193968
7712,"(3.2e-05, 4.312)","(0.00014, 6.424)",130.0,1.216081
7713,"(3.2e-05, 4.312)","(0.000145, 6.424)",140.0,1.239392
7714,"(3.2e-05, 4.312)","(0.000147, 6.424)",150.0,1.263983
7715,"(3.2e-05, 4.312)","(0.000147, 6.424)",160.0,1.297907
7716,"(3.2e-05, 4.312)","(0.000147, 6.424)",170.0,1.317367
7717,"(3.2e-05, 4.312)","(0.000145, 6.424)",180.0,1.337711
7718,"(3.2e-05, 4.312)","(0.000141, 6.424)",190.0,1.38625
7719,"(3.2e-05, 4.312)","(0.000137, 6.424)",200.0,1.409554
7720,"(2e-06, 6.424)","(0.000137, 6.996)",10.0,1.00495
7721,"(2e-06, 6.424)","(0.000143, 6.996)",20.0,1.010101
7722,"(2e-06, 6.424)","(0.000147, 6.996)",30.0,1.015457
7723,"(2e-06, 6.424)","(0.000148, 6.996)",40.0,1.021026
7724,"(2e-06, 6.424)","(0.000145, 6.996)",50.0,1.026813
7725,"(2e-06, 6.424)","(0.000136, 6.996)",60.0,1.032827
7726,"(2e-06, 6.424)","(0.000123, 6.996)",70.0,1.022292
7727,"(2e-06, 6.424)","(0.000105, 6.996)",80.0,1.017292
7728,"(2e-06, 6.424)","(8.4e-05, 6.996)",90.0,1.006813
7729,"(2e-06, 6.424)","(6.2e-05, 6.996)",100.0,1.007292
7730,"(2e-06, 6.424)","(4.3e-05, 6.996)",110.0,1.019074
7731,"(2e-06, 6.424)","(2.4e-05, 6.996)",120.0,1.043261
7732,"(2e-06, 6.424)","(1e-05, 6.996)",130.0,1.038261
7733,"(2e-06, 6.424)","(1e-06, 6.996)",140.0,1.03929
7734,"(2e-06, 6.424)","(5e-06, 6.996)",150.0,1.046547
7735,"(2e-06, 6.424)","(1.1e-05, 6.996)",160.0,1.041547
7736,"(2e-06, 6.424)","(1.5e-05, 6.996)",170.0,1.042778
7737,"(2e-06, 6.424)","(1.8e-05, 6.996)",180.0,1.050449
7738,"(2e-06, 6.424)","(2.1e-05, 6.996)",190.0,1.039078
7739,"(2e-06, 6.424)","(2.3e-05, 6.996)",200.0,1.046893
7740,"(0.000145, 6.424)","(0.000137, 6.996)",10.0,1.152676
7741,"(0.000145, 6.424)","(0.000143, 6.996)",20.0,1.287674
7742,"(0.000145, 6.424)","(0.000147, 6.996)",30.0,1.38701
7743,"(0.000145, 6.424)","(0.000148, 6.996)",40.0,1.425596
7744,"(0.000145, 6.424)","(0.000145, 6.996)",50.0,1.435733
7745,"(0.000145, 6.424)","(0.000136, 6.996)",60.0,1.438421
7746,"(0.000145, 6.424)","(0.000123, 6.996)",70.0,1.425733
7747,"(0.000145, 6.424)","(0.000105, 6.996)",80.0,1.420733
7748,"(0.000145, 6.424)","(8.4e-05, 6.996)",90.0,1.408125
7749,"(0.000145, 6.424)","(6.2e-05, 6.996)",100.0,1.403125
7750,"(0.000145, 6.424)","(4.3e-05, 6.996)",110.0,1.42119
7751,"(0.000145, 6.424)","(2.4e-05, 6.996)",120.0,1.44
7752,"(0.000145, 6.424)","(1e-05, 6.996)",130.0,1.45959
7753,"(0.000145, 6.424)","(1e-06, 6.996)",140.0,1.462967
7754,"(0.000145, 6.424)","(5e-06, 6.996)",150.0,1.483659
7755,"(0.000145, 6.424)","(1.1e-05, 6.996)",160.0,1.514286
7756,"(0.000145, 6.424)","(1.5e-05, 6.996)",170.0,1.527717
7757,"(0.000145, 6.424)","(1.8e-05, 6.996)",180.0,1.560888
7758,"(0.000145, 6.424)","(2.1e-05, 6.996)",190.0,1.595909
7759,"(0.000145, 6.424)","(2.3e-05, 6.996)",200.0,1.64375
7760,"(3e-06, 6.424)","(0.000137, 6.996)",10.0,1.014139
7761,"(3e-06, 6.424)","(0.000143, 6.996)",20.0,1.023981
7762,"(3e-06, 6.424)","(0.000147, 6.996)",30.0,1.034261
7763,"(3e-06, 6.424)","(0.000148, 6.996)",40.0,1.045
7764,"(3e-06, 6.424)","(0.000145, 6.996)",50.0,1.050758
7765,"(3e-06, 6.424)","(0.000136, 6.996)",60.0,1.062308
7766,"(3e-06, 6.424)","(0.000123, 6.996)",70.0,1.068627
7767,"(3e-06, 6.424)","(0.000105, 6.996)",80.0,1.057938
7768,"(3e-06, 6.424)","(8.4e-05, 6.996)",90.0,1.058627
7769,"(3e-06, 6.424)","(6.2e-05, 6.996)",100.0,1.059375
7770,"(3e-06, 6.424)","(4.3e-05, 6.996)",110.0,1.071984
7771,"(3e-06, 6.424)","(2.4e-05, 6.996)",120.0,1.097609
7772,"(3e-06, 6.424)","(1e-05, 6.996)",130.0,1.10533
7773,"(3e-06, 6.424)","(1e-06, 6.996)",140.0,1.106796
7774,"(3e-06, 6.424)","(5e-06, 6.996)",150.0,1.114944
7775,"(3e-06, 6.424)","(1.1e-05, 6.996)",160.0,1.12339
7776,"(3e-06, 6.424)","(1.5e-05, 6.996)",170.0,1.125227
7777,"(3e-06, 6.424)","(1.8e-05, 6.996)",180.0,1.134138
7778,"(3e-06, 6.424)","(2.1e-05, 6.996)",190.0,1.143372
7779,"(3e-06, 6.424)","(2.3e-05, 6.996)",200.0,1.138372
7780,"(0.000137, 6.996)","(0.000131, 6.248)",10.0,1.163367
7781,"(0.000137, 6.996)","(0.000138, 6.248)",20.0,1.276517
7782,"(0.000137, 6.996)","(0.000145, 6.248)",30.0,1.324181
7783,"(0.000137, 6.996)","(0.000151, 6.248)",40.0,1.311395
7784,"(0.000137, 6.996)","(0.000154, 6.248)",50.0,1.283571
7785,"(0.000137, 6.996)","(0.000154, 6.248)",60.0,1.24933
7786,"(0.000137, 6.996)","(0.00015, 6.248)",70.0,1.223242
7787,"(0.000137, 6.996)","(0.000143, 6.248)",80.0,1.204565
7788,"(0.000137, 6.996)","(0.00013, 6.248)",90.0,1.179599
7789,"(0.000137, 6.996)","(0.000113, 6.248)",100.0,1.155263
7790,"(0.000137, 6.996)","(9.6e-05, 6.248)",110.0,1.150263
7791,"(0.000137, 6.996)","(7.4e-05, 6.248)",120.0,1.15164
7792,"(0.000137, 6.996)","(5.5e-05, 6.248)",130.0,1.159599
7793,"(0.000137, 6.996)","(3.5e-05, 6.248)",140.0,1.154599
7794,"(0.000137, 6.996)","(2e-05, 6.248)",150.0,1.162838
7795,"(0.000137, 6.996)","(1e-05, 6.248)",160.0,1.164565
7796,"(0.000137, 6.996)","(2e-06, 6.248)",170.0,1.180193
7797,"(0.000137, 6.996)","(3e-06, 6.248)",180.0,1.18933
7798,"(0.000137, 6.996)","(7e-06, 6.248)",190.0,1.206136
7799,"(0.000137, 6.996)","(1e-05, 6.248)",200.0,1.223699
7800,"(4.3e-05, 6.996)","(0.000131, 6.248)",10.0,1.018952
7801,"(4.3e-05, 6.996)","(0.000138, 6.248)",20.0,1.02012
7802,"(4.3e-05, 6.996)","(0.000145, 6.248)",30.0,1.008952
7803,"(4.3e-05, 6.996)","(0.000151, 6.248)",40.0,0.985882
7804,"(4.3e-05, 6.996)","(0.000154, 6.248)",50.0,-1.042544
7805,"(4.3e-05, 6.996)","(0.000154, 6.248)",60.0,-1.065088
7806,"(4.3e-05, 6.996)","(0.00015, 6.248)",70.0,-1.087632
7807,"(4.3e-05, 6.996)","(0.000143, 6.248)",80.0,-1.110175
7808,"(4.3e-05, 6.996)","(0.00013, 6.248)",90.0,-1.138567
7809,"(4.3e-05, 6.996)","(0.000113, 6.248)",100.0,-1.161111
7810,"(4.3e-05, 6.996)","(9.6e-05, 6.248)",110.0,-1.166111
7811,"(4.3e-05, 6.996)","(7.4e-05, 6.248)",120.0,-1.165263
7812,"(4.3e-05, 6.996)","(5.5e-05, 6.248)",130.0,-1.158567
7813,"(4.3e-05, 6.996)","(3.5e-05, 6.248)",140.0,-1.157719
7814,"(4.3e-05, 6.996)","(2e-05, 6.248)",150.0,-1.156871
7815,"(4.3e-05, 6.996)","(1e-05, 6.248)",160.0,-1.156023
7816,"(4.3e-05, 6.996)","(2e-06, 6.248)",170.0,-1.149327
7817,"(4.3e-05, 6.996)","(3e-06, 6.248)",180.0,-1.142632
7818,"(4.3e-05, 6.996)","(7e-06, 6.248)",190.0,-1.130088
7819,"(4.3e-05, 6.996)","(1e-05, 6.248)",200.0,-1.105848
7820,"(2.3e-05, 6.996)","(0.000131, 6.248)",10.0,-1.011711
7821,"(2.3e-05, 6.996)","(0.000138, 6.248)",20.0,-1.030134
7822,"(2.3e-05, 6.996)","(0.000145, 6.248)",30.0,-1.041846
7823,"(2.3e-05, 6.996)","(0.000151, 6.248)",40.0,-1.073691
7824,"(2.3e-05, 6.996)","(0.000154, 6.248)",50.0,-1.132383
7825,"(2.3e-05, 6.996)","(0.000154, 6.248)",60.0,-1.184362
7826,"(2.3e-05, 6.996)","(0.00015, 6.248)",70.0,-1.229631
7827,"(2.3e-05, 6.996)","(0.000143, 6.248)",80.0,-1.268188
7828,"(2.3e-05, 6.996)","(0.00013, 6.248)",90.0,-1.300034
7829,"(2.3e-05, 6.996)","(0.000113, 6.248)",100.0,-1.325168
7830,"(2.3e-05, 6.996)","(9.6e-05, 6.248)",110.0,-1.330168
7831,"(2.3e-05, 6.996)","(7.4e-05, 6.248)",120.0,-1.328456
7832,"(2.3e-05, 6.996)","(5.5e-05, 6.248)",130.0,-1.320034
7833,"(2.3e-05, 6.996)","(3.5e-05, 6.248)",140.0,-1.304899
7834,"(2.3e-05, 6.996)","(2e-05, 6.248)",150.0,-1.296477
7835,"(2.3e-05, 6.996)","(1e-05, 6.248)",160.0,-1.267919
7836,"(2.3e-05, 6.996)","(2e-06, 6.248)",170.0,-1.266208
7837,"(2.3e-05, 6.996)","(3e-06, 6.248)",180.0,-1.277919
