,state,state_p,act,r_disp
18165,"(5.7e-05, 3.432)","(9.1e-05, 2.376)",60.0,1.264643
18166,"(5.7e-05, 3.432)","(9.6e-05, 2.376)",70.0,1.283182
18167,"(5.7e-05, 3.432)","(0.0001, 2.376)",80.0,1.290275
18168,"(5.7e-05, 3.432)","(0.000103, 2.376)",90.0,1.285275
18169,"(5.7e-05, 3.432)","(0.000106, 2.376)",100.0,1.280275
18170,"(5.7e-05, 3.432)","(0.000107, 2.376)",110.0,1.228186
18171,"(5.7e-05, 3.432)","(0.000107, 2.376)",120.0,1.179316
18172,"(5.7e-05, 3.432)","(0.000107, 2.376)",130.0,1.133347
18173,"(5.7e-05, 3.432)","(0.000105, 2.376)",140.0,1.09
18174,"(5.7e-05, 3.432)","(0.000102, 2.376)",150.0,1.049031
18175,"(5.7e-05, 3.432)","(9.6e-05, 2.376)",160.0,1.010226
18176,"(5.7e-05, 3.432)","(9e-05, 2.376)",170.0,0.981176
18177,"(5.7e-05, 3.432)","(8.3e-05, 2.376)",180.0,0.945714
18178,"(5.7e-05, 3.432)","(7.6e-05, 2.376)",190.0,0.918986
18179,"(5.7e-05, 3.432)","(6.7e-05, 2.376)",200.0,-1.106897
18180,"(1.9e-05, 3.432)","(7.6e-05, 2.376)",10.0,1.06938
18181,"(1.9e-05, 3.432)","(7.7e-05, 2.376)",20.0,1.120435
18182,"(1.9e-05, 3.432)","(7.9e-05, 2.376)",30.0,1.145714
18183,"(1.9e-05, 3.432)","(8.3e-05, 2.376)",40.0,1.161818
18184,"(1.9e-05, 3.432)","(8.7e-05, 2.376)",50.0,1.156818
18185,"(1.9e-05, 3.432)","(9.1e-05, 2.376)",60.0,1.162661
18186,"(1.9e-05, 3.432)","(9.6e-05, 2.376)",70.0,1.179953
18187,"(1.9e-05, 3.432)","(0.0001, 2.376)",80.0,1.198095
18188,"(1.9e-05, 3.432)","(0.000103, 2.376)",90.0,1.193095
18189,"(1.9e-05, 3.432)","(0.000106, 2.376)",100.0,1.142661
18190,"(1.9e-05, 3.432)","(0.000107, 2.376)",110.0,1.095442
18191,"(1.9e-05, 3.432)","(0.000107, 2.376)",120.0,1.051111
18192,"(1.9e-05, 3.432)","(0.000107, 2.376)",130.0,1.00938
18193,"(1.9e-05, 3.432)","(0.000105, 2.376)",140.0,0.97
18194,"(1.9e-05, 3.432)","(0.000102, 2.376)",150.0,0.932752
18195,"(1.9e-05, 3.432)","(9.6e-05, 2.376)",160.0,-1.103077
18196,"(1.9e-05, 3.432)","(9e-05, 2.376)",170.0,-1.131154
18197,"(1.9e-05, 3.432)","(8.3e-05, 2.376)",180.0,-1.166923
18198,"(1.9e-05, 3.432)","(7.6e-05, 2.376)",190.0,-1.195
18199,"(1.9e-05, 3.432)","(6.7e-05, 2.376)",200.0,-1.223077
18200,"(7.3e-05, 2.376)","(7.7e-05, 4.444)",10.0,1.048571
18201,"(7.3e-05, 2.376)","(7.7e-05, 4.444)",20.0,1.089379
18202,"(7.3e-05, 2.376)","(7.9e-05, 4.444)",30.0,1.126935
18203,"(7.3e-05, 2.376)","(8.3e-05, 4.444)",40.0,1.152185
18204,"(7.3e-05, 2.376)","(8.8e-05, 4.444)",50.0,1.179082
18205,"(7.3e-05, 2.376)","(9.3e-05, 4.444)",60.0,1.174082
18206,"(7.3e-05, 2.376)","(9.8e-05, 4.444)",70.0,1.129474
18207,"(7.3e-05, 2.376)","(0.000104, 4.444)",80.0,1.087389
18208,"(7.3e-05, 2.376)","(0.00011, 4.444)",90.0,1.047593
18209,"(7.3e-05, 2.376)","(0.000117, 4.444)",100.0,1.00988
18210,"(7.3e-05, 2.376)","(0.000124, 4.444)",110.0,0.980088
18211,"(7.3e-05, 2.376)","(0.000131, 4.444)",120.0,0.951429
18212,"(7.3e-05, 2.376)","(0.000139, 4.444)",130.0,-1.076299
18213,"(7.3e-05, 2.376)","(0.000146, 4.444)",140.0,-1.098249
18214,"(7.3e-05, 2.376)","(0.000153, 4.444)",150.0,-1.120198
18215,"(7.3e-05, 2.376)","(0.000159, 4.444)",160.0,-1.136497
18216,"(7.3e-05, 2.376)","(0.000166, 4.444)",170.0,-1.147147
18217,"(7.3e-05, 2.376)","(0.000171, 4.444)",180.0,-1.157797
18218,"(7.3e-05, 2.376)","(0.000176, 4.444)",190.0,-1.162797
18219,"(7.3e-05, 2.376)","(0.00018, 4.444)",200.0,-1.162147
18220,"(8.3e-05, 2.376)","(7.7e-05, 4.444)",10.0,1.067727
18221,"(8.3e-05, 2.376)","(7.7e-05, 4.444)",20.0,1.124615
18222,"(8.3e-05, 2.376)","(7.9e-05, 4.444)",30.0,1.180946
18223,"(8.3e-05, 2.376)","(8.3e-05, 4.444)",40.0,1.226479
18224,"(8.3e-05, 2.376)","(8.8e-05, 4.444)",50.0,1.221479
18225,"(8.3e-05, 2.376)","(9.3e-05, 4.444)",60.0,1.174082
18226,"(8.3e-05, 2.376)","(9.8e-05, 4.444)",70.0,1.129474
18227,"(8.3e-05, 2.376)","(0.000104, 4.444)",80.0,1.087389
18228,"(8.3e-05, 2.376)","(0.00011, 4.444)",90.0,1.047593
18229,"(8.3e-05, 2.376)","(0.000117, 4.444)",100.0,1.00988
18230,"(8.3e-05, 2.376)","(0.000124, 4.444)",110.0,0.980088
18231,"(8.3e-05, 2.376)","(0.000131, 4.444)",120.0,0.951429
18232,"(8.3e-05, 2.376)","(0.000139, 4.444)",130.0,-1.076299
18233,"(8.3e-05, 2.376)","(0.000146, 4.444)",140.0,-1.098249
18234,"(8.3e-05, 2.376)","(0.000153, 4.444)",150.0,-1.120198
18235,"(8.3e-05, 2.376)","(0.000159, 4.444)",160.0,-1.136497
18236,"(8.3e-05, 2.376)","(0.000166, 4.444)",170.0,-1.147147
18237,"(8.3e-05, 2.376)","(0.000171, 4.444)",180.0,-1.157797
18238,"(8.3e-05, 2.376)","(0.000176, 4.444)",190.0,-1.162797
18239,"(8.3e-05, 2.376)","(0.00018, 4.444)",200.0,-1.162147
18240,"(0.000102, 2.376)","(7.7e-05, 4.444)",10.0,1.07927
18241,"(0.000102, 2.376)","(7.7e-05, 4.444)",20.0,1.152651
18242,"(0.000102, 2.376)","(7.9e-05, 4.444)",30.0,1.222179
18243,"(0.000102, 2.376)","(8.3e-05, 4.444)",40.0,1.275302
18244,"(0.000102, 2.376)","(8.8e-05, 4.444)",50.0,1.32465
18245,"(0.000102, 2.376)","(9.3e-05, 4.444)",60.0,1.282925
18246,"(0.000102, 2.376)","(9.8e-05, 4.444)",70.0,1.234737
18247,"(0.000102, 2.376)","(0.000104, 4.444)",80.0,1.189299
18248,"(0.000102, 2.376)","(0.00011, 4.444)",90.0,1.146358
18249,"(0.000102, 2.376)","(0.000117, 4.444)",100.0,1.105689
18250,"(0.000102, 2.376)","(0.000124, 4.444)",110.0,1.073655
18251,"(0.000102, 2.376)","(0.000131, 4.444)",120.0,1.042857
18252,"(0.000102, 2.376)","(0.000139, 4.444)",130.0,1.013212
18253,"(0.000102, 2.376)","(0.000146, 4.444)",140.0,0.99044
18254,"(0.000102, 2.376)","(0.000153, 4.444)",150.0,0.968243
18255,"(0.000102, 2.376)","(0.000159, 4.444)",160.0,0.952086
18256,"(0.000102, 2.376)","(0.000166, 4.444)",170.0,0.941596
18257,"(0.000102, 2.376)","(0.000171, 4.444)",180.0,0.931164
18258,"(0.000102, 2.376)","(0.000176, 4.444)",190.0,0.926164
18259,"(0.000102, 2.376)","(0.00018, 4.444)",200.0,0.926596
18260,"(0.000171, 4.444)","(9.4e-05, 3.168)",10.0,1.100769
18261,"(0.000171, 4.444)","(9.6e-05, 3.168)",20.0,1.206931
18262,"(0.000171, 4.444)","(9.9e-05, 3.168)",30.0,1.291818
18263,"(0.000171, 4.444)","(0.000103, 3.168)",40.0,1.332941
18264,"(0.000171, 4.444)","(0.000109, 3.168)",50.0,1.327941
18265,"(0.000171, 4.444)","(0.000115, 3.168)",60.0,1.322941
18266,"(0.000171, 4.444)","(0.000121, 3.168)",70.0,1.317941
18267,"(0.000171, 4.444)","(0.000126, 3.168)",80.0,1.312941
18268,"(0.000171, 4.444)","(0.00013, 3.168)",90.0,1.307941
18269,"(0.000171, 4.444)","(0.000134, 3.168)",100.0,1.302941
18270,"(0.000171, 4.444)","(0.000136, 3.168)",110.0,1.297941
18271,"(0.000171, 4.444)","(0.000136, 3.168)",120.0,1.277209
18272,"(0.000171, 4.444)","(0.000136, 3.168)",130.0,1.249286
18273,"(0.000171, 4.444)","(0.000132, 3.168)",140.0,1.214916
18274,"(0.000171, 4.444)","(0.000128, 3.168)",150.0,1.195718
18275,"(0.000171, 4.444)","(0.000123, 3.168)",160.0,1.17
18276,"(0.000171, 4.444)","(0.000114, 3.168)",170.0,1.151559
18277,"(0.000171, 4.444)","(0.000105, 3.168)",180.0,1.139947
18278,"(0.000171, 4.444)","(9.3e-05, 3.168)",190.0,1.128404
18279,"(0.000171, 4.444)","(7.9e-05, 3.168)",200.0,1.116931
18280,"(7.7e-05, 4.444)","(9.4e-05, 3.168)",10.0,1.081331
18281,"(7.7e-05, 4.444)","(9.6e-05, 3.168)",20.0,1.116866
18282,"(7.7e-05, 4.444)","(9.9e-05, 3.168)",30.0,1.128939
18283,"(7.7e-05, 4.444)","(0.000103, 3.168)",40.0,1.123939
18284,"(7.7e-05, 4.444)","(0.000109, 3.168)",50.0,1.110338
18285,"(7.7e-05, 4.444)","(0.000115, 3.168)",60.0,1.088519
18286,"(7.7e-05, 4.444)","(0.000121, 3.168)",70.0,1.059203
18287,"(7.7e-05, 4.444)","(0.000126, 3.168)",80.0,1.02338
18288,"(7.7e-05, 4.444)","(0.00013, 3.168)",90.0,0.996379
18289,"(7.7e-05, 4.444)","(0.000134, 3.168)",100.0,0.963423
18290,"(7.7e-05, 4.444)","(0.000136, 3.168)",110.0,-1.068245
18291,"(7.7e-05, 4.444)","(0.000136, 3.168)",120.0,-1.099735
18292,"(7.7e-05, 4.444)","(0.000136, 3.168)",130.0,-1.124603
18293,"(7.7e-05, 4.444)","(0.000132, 3.168)",140.0,-1.14947
18294,"(7.7e-05, 4.444)","(0.000128, 3.168)",150.0,-1.174338
18295,"(7.7e-05, 4.444)","(0.000123, 3.168)",160.0,-1.192583
18296,"(7.7e-05, 4.444)","(0.000114, 3.168)",170.0,-1.21745
18297,"(7.7e-05, 4.444)","(0.000105, 3.168)",180.0,-1.235695
18298,"(7.7e-05, 4.444)","(9.3e-05, 3.168)",190.0,-1.25394
18299,"(7.7e-05, 4.444)","(7.9e-05, 3.168)",200.0,-1.272185
18300,"(0.000139, 4.444)","(9.4e-05, 3.168)",10.0,1.110385
18301,"(0.000139, 4.444)","(9.6e-05, 3.168)",20.0,1.191183
18302,"(0.000139, 4.444)","(9.9e-05, 3.168)",30.0,1.26981
18303,"(0.000139, 4.444)","(0.000103, 3.168)",40.0,1.333333
18304,"(0.000139, 4.444)","(0.000109, 3.168)",50.0,1.375
18305,"(0.000139, 4.444)","(0.000115, 3.168)",60.0,1.379722
18306,"(0.000139, 4.444)","(0.000121, 3.168)",70.0,1.355411
18307,"(0.000139, 4.444)","(0.000126, 3.168)",80.0,1.322416
18308,"(0.000139, 4.444)","(0.00013, 3.168)",90.0,1.273182
18309,"(0.000139, 4.444)","(0.000134, 3.168)",100.0,1.22673
18310,"(0.000139, 4.444)","(0.000136, 3.168)",110.0,1.190399
18311,"(0.000139, 4.444)","(0.000136, 3.168)",120.0,1.155569
18312,"(0.000139, 4.444)","(0.000136, 3.168)",130.0,1.122135
18313,"(0.000139, 4.444)","(0.000132, 3.168)",140.0,1.096667
18314,"(0.000139, 4.444)","(0.000128, 3.168)",150.0,1.071893
18315,"(0.000139, 4.444)","(0.000123, 3.168)",160.0,1.047778
18316,"(0.000139, 4.444)","(0.000114, 3.168)",170.0,1.030385
18317,"(0.000139, 4.444)","(0.000105, 3.168)",180.0,1.013261
18318,"(0.000139, 4.444)","(9.3e-05, 3.168)",190.0,1.002297
18319,"(0.000139, 4.444)","(7.9e-05, 3.168)",200.0,0.985561
18320,"(0.000121, 3.168)","(2.5e-05, 2.684)",10.0,1.103696
18321,"(0.000121, 3.168)","(2.1e-05, 2.684)",20.0,1.204286
18322,"(0.000121, 3.168)","(1.7e-05, 2.684)",30.0,1.309675
18323,"(0.000121, 3.168)","(1.3e-05, 2.684)",40.0,1.41662
18324,"(0.000121, 3.168)","(8e-06, 2.684)",50.0,1.486111
18325,"(0.000121, 3.168)","(4e-06, 2.684)",60.0,1.551395
18326,"(0.000121, 3.168)","(0.0, 2.684)",70.0,1.584048
18327,"(0.000121, 3.168)","(3e-06, 2.684)",80.0,1.618537
18328,"(0.000121, 3.168)","(6e-06, 2.684)",90.0,1.64095
18329,"(0.000121, 3.168)","(9e-06, 2.684)",100.0,1.65
18330,"(0.000121, 3.168)","(1.2e-05, 2.684)",110.0,1.577
18331,"(0.000121, 3.168)","(1.5e-05, 2.684)",120.0,1.521395
18332,"(0.000121, 3.168)","(1.8e-05, 2.684)",130.0,1.468835
18333,"(0.000121, 3.168)","(2e-05, 2.684)",140.0,1.419051
18334,"(0.000121, 3.168)","(2.3e-05, 2.684)",150.0,1.371809
18335,"(0.000121, 3.168)","(2.5e-05, 2.684)",160.0,1.326897
18336,"(0.000121, 3.168)","(2.8e-05, 2.684)",170.0,1.293378
18337,"(0.000121, 3.168)","(3e-05, 2.684)",180.0,1.252105
18338,"(0.000121, 3.168)","(3.3e-05, 2.684)",190.0,1.221129
18339,"(0.000121, 3.168)","(3.5e-05, 2.684)",200.0,1.183019
18340,"(0.000103, 3.168)","(2.5e-05, 2.684)",10.0,1.087486
18341,"(0.000103, 3.168)","(2.1e-05, 2.684)",20.0,1.178679
18342,"(0.000103, 3.168)","(1.7e-05, 2.684)",30.0,1.279521
18343,"(0.000103, 3.168)","(1.3e-05, 2.684)",40.0,1.349565
18344,"(0.000103, 3.168)","(8e-06, 2.684)",50.0,1.406818
18345,"(0.000103, 3.168)","(4e-06, 2.684)",60.0,1.458189
18346,"(0.000103, 3.168)","(0.0, 2.684)",70.0,1.489194
18347,"(0.000103, 3.168)","(3e-06, 2.684)",80.0,1.50918
18348,"(0.000103, 3.168)","(6e-06, 2.684)",90.0,1.516983
18349,"(0.000103, 3.168)","(9e-06, 2.684)",100.0,1.525
18350,"(0.000103, 3.168)","(1.2e-05, 2.684)",110.0,1.457
18351,"(0.000103, 3.168)","(1.5e-05, 2.684)",120.0,1.405116
18352,"(0.000103, 3.168)","(1.8e-05, 2.684)",130.0,1.356053
18353,"(0.000103, 3.168)","(2e-05, 2.684)",140.0,1.309562
18354,"(0.000103, 3.168)","(2.3e-05, 2.684)",150.0,1.265426
18355,"(0.000103, 3.168)","(2.5e-05, 2.684)",160.0,1.223448
18356,"(0.000103, 3.168)","(2.8e-05, 2.684)",170.0,1.192027
18357,"(0.000103, 3.168)","(3e-05, 2.684)",180.0,1.153421
18358,"(0.000103, 3.168)","(3.3e-05, 2.684)",190.0,1.124355
18359,"(0.000103, 3.168)","(3.5e-05, 2.684)",200.0,1.088679
18360,"(0.000126, 3.168)","(2.5e-05, 2.684)",10.0,1.112647
18361,"(0.000126, 3.168)","(2.1e-05, 2.684)",20.0,1.212222
18362,"(0.000126, 3.168)","(1.7e-05, 2.684)",30.0,1.324744
18363,"(0.000126, 3.168)","(1.3e-05, 2.684)",40.0,1.441538
18364,"(0.000126, 3.168)","(8e-06, 2.684)",50.0,1.511765
18365,"(0.000126, 3.168)","(4e-06, 2.684)",60.0,1.577692
18366,"(0.000126, 3.168)","(0.0, 2.684)",70.0,1.62373
18367,"(0.000126, 3.168)","(3e-06, 2.684)",80.0,1.61873
18368,"(0.000126, 3.168)","(6e-06, 2.684)",90.0,1.61373
18369,"(0.000126, 3.168)","(9e-06, 2.684)",100.0,1.60873
18370,"(0.000126, 3.168)","(1.2e-05, 2.684)",110.0,1.60373
18371,"(0.000126, 3.168)","(1.5e-05, 2.684)",120.0,1.560155
18372,"(0.000126, 3.168)","(1.8e-05, 2.684)",130.0,1.506429
18373,"(0.000126, 3.168)","(2e-05, 2.684)",140.0,1.455547
18374,"(0.000126, 3.168)","(2.3e-05, 2.684)",150.0,1.40727
18375,"(0.000126, 3.168)","(2.5e-05, 2.684)",160.0,1.361379
18376,"(0.000126, 3.168)","(2.8e-05, 2.684)",170.0,1.327162
18377,"(0.000126, 3.168)","(3e-05, 2.684)",180.0,1.285
18378,"(0.000126, 3.168)","(3.3e-05, 2.684)",190.0,1.253387
18379,"(0.000126, 3.168)","(3.5e-05, 2.684)",200.0,1.214465
18380,"(8e-06, 2.684)","(7.5e-05, 3.124)",10.0,1.002407
18381,"(8e-06, 2.684)","(7.9e-05, 3.124)",20.0,0.997407
18382,"(8e-06, 2.684)","(8.3e-05, 3.124)",30.0,-0.015
18383,"(8e-06, 2.684)","(8.6e-05, 3.124)",40.0,-1.027353
18384,"(8e-06, 2.684)","(8.7e-05, 3.124)",50.0,-1.039706
18385,"(8e-06, 2.684)","(8.6e-05, 3.124)",60.0,-1.052059
18386,"(8e-06, 2.684)","(8.5e-05, 3.124)",70.0,-1.064412
18387,"(8e-06, 2.684)","(8e-05, 3.124)",80.0,-1.076765
18388,"(8e-06, 2.684)","(7.5e-05, 3.124)",90.0,-1.096471
18389,"(8e-06, 2.684)","(6.8e-05, 3.124)",100.0,-1.108824
18390,"(8e-06, 2.684)","(6.1e-05, 3.124)",110.0,-1.128529
18391,"(8e-06, 2.684)","(5.4e-05, 3.124)",120.0,-1.140882
18392,"(8e-06, 2.684)","(4.4e-05, 3.124)",130.0,-1.153235
18393,"(8e-06, 2.684)","(3.6e-05, 3.124)",140.0,-1.187647
18394,"(8e-06, 2.684)","(2.7e-05, 3.124)",150.0,-1.222059
18395,"(8e-06, 2.684)","(1.8e-05, 3.124)",160.0,-1.249118
18396,"(8e-06, 2.684)","(1.1e-05, 3.124)",170.0,-1.283529
18397,"(8e-06, 2.684)","(5e-06, 3.124)",180.0,-1.317941
18398,"(8e-06, 2.684)","(1e-06, 3.124)",190.0,-1.345
18399,"(8e-06, 2.684)","(3e-06, 3.124)",200.0,-1.372059
18400,"(2.6e-05, 2.684)","(7.5e-05, 3.124)",10.0,1.008986
18401,"(2.6e-05, 2.684)","(7.9e-05, 3.124)",20.0,1.011127
18402,"(2.6e-05, 2.684)","(8.3e-05, 3.124)",30.0,1.006127
18403,"(2.6e-05, 2.684)","(8.6e-05, 3.124)",40.0,1.001127
18404,"(2.6e-05, 2.684)","(8.7e-05, 3.124)",50.0,0.988986
18405,"(2.6e-05, 2.684)","(8.6e-05, 3.124)",60.0,0.976944
18406,"(2.6e-05, 2.684)","(8.5e-05, 3.124)",70.0,-0.035
18407,"(2.6e-05, 2.684)","(8e-05, 3.124)",80.0,-1.053793
18408,"(2.6e-05, 2.684)","(7.5e-05, 3.124)",90.0,-1.072586
18409,"(2.6e-05, 2.684)","(6.8e-05, 3.124)",100.0,-1.091379
18410,"(2.6e-05, 2.684)","(6.1e-05, 3.124)",110.0,-1.110172
18411,"(2.6e-05, 2.684)","(5.4e-05, 3.124)",120.0,-1.128966
18412,"(2.6e-05, 2.684)","(4.4e-05, 3.124)",130.0,-1.147759
18413,"(2.6e-05, 2.684)","(3.6e-05, 3.124)",140.0,-1.166552
18414,"(2.6e-05, 2.684)","(2.7e-05, 3.124)",150.0,-1.185345
18415,"(2.6e-05, 2.684)","(1.8e-05, 3.124)",160.0,-1.204138
18416,"(2.6e-05, 2.684)","(1.1e-05, 3.124)",170.0,-1.216034
18417,"(2.6e-05, 2.684)","(5e-06, 3.124)",180.0,-1.241724
18418,"(2.6e-05, 2.684)","(1e-06, 3.124)",190.0,-1.267414
18419,"(2.6e-05, 2.684)","(3e-06, 3.124)",200.0,-1.293103
18420,"(1.8e-05, 2.684)","(7.5e-05, 3.124)",10.0,1.017556
18421,"(1.8e-05, 2.684)","(7.9e-05, 3.124)",20.0,1.036154
18422,"(1.8e-05, 2.684)","(8.3e-05, 3.124)",30.0,1.0475
18423,"(1.8e-05, 2.684)","(8.6e-05, 3.124)",40.0,1.059365
18424,"(1.8e-05, 2.684)","(8.7e-05, 3.124)",50.0,1.063
18425,"(1.8e-05, 2.684)","(8.6e-05, 3.124)",60.0,1.066774
18426,"(1.8e-05, 2.684)","(8.5e-05, 3.124)",70.0,1.070691
18427,"(1.8e-05, 2.684)","(8e-05, 3.124)",80.0,1.048
18428,"(1.8e-05, 2.684)","(7.5e-05, 3.124)",90.0,1.001154
18429,"(1.8e-05, 2.684)","(6.8e-05, 3.124)",100.0,0.957407
18430,"(1.8e-05, 2.684)","(6.1e-05, 3.124)",110.0,-1.077059
18431,"(1.8e-05, 2.684)","(5.4e-05, 3.124)",120.0,-1.111471
18432,"(1.8e-05, 2.684)","(4.4e-05, 3.124)",130.0,-1.153235
18433,"(1.8e-05, 2.684)","(3.6e-05, 3.124)",140.0,-1.187647
18434,"(1.8e-05, 2.684)","(2.7e-05, 3.124)",150.0,-1.222059
18435,"(1.8e-05, 2.684)","(1.8e-05, 3.124)",160.0,-1.249118
18436,"(1.8e-05, 2.684)","(1.1e-05, 3.124)",170.0,-1.283529
18437,"(1.8e-05, 2.684)","(5e-06, 3.124)",180.0,-1.317941
18438,"(1.8e-05, 2.684)","(1e-06, 3.124)",190.0,-1.345
18439,"(1.8e-05, 2.684)","(3e-06, 3.124)",200.0,-1.372059
18440,"(6.1e-05, 3.124)","(2.5e-05, 2.684)",10.0,1.072922
18441,"(6.1e-05, 3.124)","(2.1e-05, 2.684)",20.0,1.134828
18442,"(6.1e-05, 3.124)","(1.7e-05, 2.684)",30.0,1.187899
18443,"(6.1e-05, 3.124)","(1.3e-05, 2.684)",40.0,1.22812
18444,"(6.1e-05, 3.124)","(8e-06, 2.684)",50.0,1.261822
18445,"(6.1e-05, 3.124)","(4e-06, 2.684)",60.0,1.28746
18446,"(6.1e-05, 3.124)","(0.0, 2.684)",70.0,1.30371
18447,"(6.1e-05, 3.124)","(3e-06, 2.684)",80.0,1.320656
18448,"(6.1e-05, 3.124)","(6e-06, 2.684)",90.0,1.326901
18449,"(6.1e-05, 3.124)","(9e-06, 2.684)",100.0,1.333333
18450,"(6.1e-05, 3.124)","(1.2e-05, 2.684)",110.0,1.273
18451,"(6.1e-05, 3.124)","(1.5e-05, 2.684)",120.0,1.226822
18452,"(6.1e-05, 3.124)","(1.8e-05, 2.684)",130.0,1.18312
18453,"(6.1e-05, 3.124)","(2e-05, 2.684)",140.0,1.141679
18454,"(6.1e-05, 3.124)","(2.3e-05, 2.684)",150.0,1.102305
18455,"(6.1e-05, 3.124)","(2.5e-05, 2.684)",160.0,1.064828
18456,"(6.1e-05, 3.124)","(2.8e-05, 2.684)",170.0,1.036622
18457,"(6.1e-05, 3.124)","(3e-05, 2.684)",180.0,1.002105
18458,"(6.1e-05, 3.124)","(3.3e-05, 2.684)",190.0,0.975968
18459,"(6.1e-05, 3.124)","(3.5e-05, 2.684)",200.0,0.944025
18460,"(3e-06, 3.124)","(2.5e-05, 2.684)",10.0,-1.024608
18461,"(3e-06, 3.124)","(2.1e-05, 2.684)",20.0,-1.049216
18462,"(3e-06, 3.124)","(1.7e-05, 2.684)",30.0,-1.06402
18463,"(3e-06, 3.124)","(1.3e-05, 2.684)",40.0,-1.059216
18464,"(3e-06, 3.124)","(8e-06, 2.684)",50.0,-1.054412
18465,"(3e-06, 3.124)","(4e-06, 2.684)",60.0,-1.039804
18466,"(3e-06, 3.124)","(0.0, 2.684)",70.0,-1.074216
18467,"(3e-06, 3.124)","(3e-06, 2.684)",80.0,-1.128235
18468,"(3e-06, 3.124)","(6e-06, 2.684)",90.0,-1.182255
18469,"(3e-06, 3.124)","(9e-06, 2.684)",100.0,-1.226471
18470,"(3e-06, 3.124)","(1.2e-05, 2.684)",110.0,-1.28049
18471,"(3e-06, 3.124)","(1.5e-05, 2.684)",120.0,-1.324706
18472,"(3e-06, 3.124)","(1.8e-05, 2.684)",130.0,-1.368922
18473,"(3e-06, 3.124)","(2e-05, 2.684)",140.0,-1.413137
18474,"(3e-06, 3.124)","(2.3e-05, 2.684)",150.0,-1.457353
18475,"(3e-06, 3.124)","(2.5e-05, 2.684)",160.0,-1.501569
18476,"(3e-06, 3.124)","(2.8e-05, 2.684)",170.0,-1.53598
18477,"(3e-06, 3.124)","(3e-05, 2.684)",180.0,-1.580196
18478,"(3e-06, 3.124)","(3.3e-05, 2.684)",190.0,-1.614608
18479,"(3e-06, 3.124)","(3.5e-05, 2.684)",200.0,-1.658824
18480,"(8.6e-05, 3.124)","(2.5e-05, 2.684)",10.0,1.08089
18481,"(8.6e-05, 3.124)","(2.1e-05, 2.684)",20.0,1.17
18482,"(8.6e-05, 3.124)","(1.7e-05, 2.684)",30.0,1.231479
18483,"(8.6e-05, 3.124)","(1.3e-05, 2.684)",40.0,1.291111
18484,"(8.6e-05, 3.124)","(8e-06, 2.684)",50.0,1.336538
18485,"(8.6e-05, 3.124)","(4e-06, 2.684)",60.0,1.363701
18486,"(8.6e-05, 3.124)","(0.0, 2.684)",70.0,1.392419
18487,"(8.6e-05, 3.124)","(3e-06, 2.684)",80.0,1.41082
18488,"(8.6e-05, 3.124)","(6e-06, 2.684)",90.0,1.41781
18489,"(8.6e-05, 3.124)","(9e-06, 2.684)",100.0,1.425
18490,"(8.6e-05, 3.124)","(1.2e-05, 2.684)",110.0,1.361
18491,"(8.6e-05, 3.124)","(1.5e-05, 2.684)",120.0,1.312093
18492,"(8.6e-05, 3.124)","(1.8e-05, 2.684)",130.0,1.265827
18493,"(8.6e-05, 3.124)","(2e-05, 2.684)",140.0,1.221971
18494,"(8.6e-05, 3.124)","(2.3e-05, 2.684)",150.0,1.180319
18495,"(8.6e-05, 3.124)","(2.5e-05, 2.684)",160.0,1.14069
18496,"(8.6e-05, 3.124)","(2.8e-05, 2.684)",170.0,1.110946
18497,"(8.6e-05, 3.124)","(3e-05, 2.684)",180.0,1.074474
18498,"(8.6e-05, 3.124)","(3.3e-05, 2.684)",190.0,1.046935
18499,"(8.6e-05, 3.124)","(3.5e-05, 2.684)",200.0,1.013208
18500,"(1.5e-05, 2.684)","(0.0, 3.036)",10.0,1.010385
18501,"(1.5e-05, 2.684)","(4e-06, 3.036)",20.0,1.02125
18502,"(1.5e-05, 2.684)","(8e-06, 3.036)",30.0,1.041
18503,"(1.5e-05, 2.684)","(1.3e-05, 3.036)",40.0,1.044516
18504,"(1.5e-05, 2.684)","(1.7e-05, 3.036)",50.0,1.056967
18505,"(1.5e-05, 2.684)","(2.1e-05, 3.036)",60.0,1.060909
18506,"(1.5e-05, 2.684)","(2.5e-05, 3.036)",70.0,1.055909
18507,"(1.5e-05, 2.684)","(2.8e-05, 3.036)",80.0,1.041967
18508,"(1.5e-05, 2.684)","(3.1e-05, 3.036)",90.0,0.99437
18509,"(1.5e-05, 2.684)","(3.4e-05, 3.036)",100.0,-0.05
18510,"(1.5e-05, 2.684)","(3.6e-05, 3.036)",110.0,-1.085303
18511,"(1.5e-05, 2.684)","(3.9e-05, 3.036)",120.0,-1.128182
18512,"(1.5e-05, 2.684)","(4.2e-05, 3.036)",130.0,-1.163485
18513,"(1.5e-05, 2.684)","(4.4e-05, 3.036)",140.0,-1.198788
18514,"(1.5e-05, 2.684)","(4.7e-05, 3.036)",150.0,-1.234091
18515,"(1.5e-05, 2.684)","(5e-05, 3.036)",160.0,-1.269394
18516,"(1.5e-05, 2.684)","(5.2e-05, 3.036)",170.0,-1.297121
18517,"(1.5e-05, 2.684)","(5.5e-05, 3.036)",180.0,-1.332424
18518,"(1.5e-05, 2.684)","(5.8e-05, 3.036)",190.0,-1.360152
18519,"(1.5e-05, 2.684)","(6.1e-05, 3.036)",200.0,-1.387879
